Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Pete Alonso,RHB,BAL,George Kirby,R,24.2,38.6,49.3,57.1,45
Nick Kurtz,LHB,ATH,Braxton Ashcraft,R,49.1,45,26.7,58.5,43.3
Jo Adell,RHB,LAA,Eduardo Rodriguez,L,48.3,43.3,28.8,47.8,40.6
Jeff McNeil,LHB,ATH,Braxton Ashcraft,R,39.6,34.6,36.1,53.9,40.4
Dillon Dingler,RHB,DET,Peter Lambert,R,41.3,28.9,44.4,45.6,39
Jonathan Aranda,LHB,TB,Shohei Ohtani,R,26,38.6,31,49.8,37.9
Seiya Suzuki,RHB,CHC,Sean Sullivan,L,45,34.6,34.6,42.3,37.6
Randal Grichuk,RHB,CWS,Carlos Rodon,L,30,47,22.7,43,37
Garrett Mitchell,LHB,MIL,Gavin Williams,R,34.3,42.6,15.5,54,36.5
Kyle Schwarber,LHB,PHI,Sandy Alcantara,R,30.8,39.2,30.8,41.1,36.3
Ryan O'Hearn,LHB,PIT,Aaron Civale,R,45,27.5,23,58.4,35.6
Hunter Goodman,RHB,COL,Javier Assad,R,36.7,32.5,43,30.7,35.6
James Wood,LHB,WSH,Luinder Avila,R,29.9,42,19.5,44.3,34.6
Pedro Pages,RHB,STL,Bradgley Rodriguez,R,38,31.6,40.6,29.9,34.5
Jackson Merrill,LHB,SD,Kyle Leahy,R,31.7,38.9,20.6,46.3,34.5
Leo Jimenez,RHB,MIA,Andrew Painter,R,26.7,52.7,,52.7,34.3
Colton Cowser,LHB,BAL,George Kirby,R,31.8,37.8,19.4,47.6,34.1
Yordan Alvarez,LHB,HOU,Casey Mize,R,38.7,36.9,33.5,28.9,34.1
Bryce Eldridge,LHB,SF,JR Ritchie,R,22.3,45.1,38.4,14.7,33.2
Jake McCarthy,LHB,COL,Javier Assad,R,48.4,31.1,20.4,42.1,32.4
TJ Rumfield,LHB,COL,Javier Assad,R,31.7,34.3,20.4,43,32
Bryce Harper,LHB,PHI,Sandy Alcantara,R,35.4,30.8,28.4,36.8,32
Jeremiah Jackson,RHB,BAL,George Kirby,R,56,19.1,36.1,34.8,31.8
Brandon Lowe,LHB,PIT,Aaron Civale,R,24.7,28.9,28,43.2,31.8
Michael Busch,LHB,CHC,Sean Sullivan,L,76.5,27.4,23.5,29.4,31.6
Jackson Chourio,RHB,MIL,Gavin Williams,R,29.5,37.3,23.7,33.4,31.5
Jac Caglianone,LHB,KC,Zack Littell,R,35.3,32.8,22.2,39.1,31.4
Bobby Witt Jr.,RHB,KC,Zack Littell,R,36.8,28.3,27.6,37.9,31.3
Jake Bauers,LHB,MIL,Gavin Williams,R,43.4,26.9,26.8,37.6,31.2
Nathaniel Lowe,LHB,CIN,Nolan McLean,R,10.5,18,43.9,42.6,31.2
Lawrence Butler,LHB,ATH,Braxton Ashcraft,R,39.6,26,25.7,41.6,31.2
Spencer Torkelson,RHB,DET,Peter Lambert,R,51.2,18.2,29.2,42.7,30.9
Trea Turner,RHB,PHI,Sandy Alcantara,R,38.5,23.2,32,34.4,30.2
Liam Hicks,LHB,MIA,Andrew Painter,R,50.6,22.3,27.8,34.2,29.8
Lane Thomas,RHB,KC,Zack Littell,R,46.4,16.9,18.9,52.6,29.4
Henry Davis,RHB,PIT,Aaron Civale,R,40.3,26.7,21.6,38,29.4
Willson Contreras,RHB,BOS,Max Scherzer,R,42.4,30,18.6,35.3,29.1
Kyle Manzardo,LHB,CLE,Brandon Sproat,R,32.8,27,27.6,30.6,28.7
Nathan Church,LHB,STL,Bradgley Rodriguez,R,28.9,25.5,27.4,33.8,28.5
Gunnar Henderson,LHB,BAL,George Kirby,R,22.4,19.6,19.8,51.3,27.9
Jazz Chisholm Jr.,LHB,NYY,Anthony Kay,L,32.4,14.7,18.7,55.1,27.8
Ceddanne Rafaela,RHB,BOS,Max Scherzer,R,34,19.1,26,39.5,27.8
Xander Bogaerts,RHB,SD,Kyle Leahy,R,55.1,15.8,27.5,32.1,27.3
Brandon Marsh,LHB,PHI,Sandy Alcantara,R,35.1,16.3,25,42,27.2
Owen Caissie,LHB,MIA,Andrew Painter,R,27.5,30.2,13,39.7,27.1
Manny Machado,RHB,SD,Kyle Leahy,R,36.2,25.3,21,31.8,26.7
Kyle Stowers,LHB,MIA,Andrew Painter,R,16.2,18.5,18.9,51.6,26.7
Christian Yelich,LHB,MIL,Gavin Williams,R,35.1,23,13.8,43.1,26.5
Max Muncy,LHB,LAD,Shane McClanahan,L,33.3,27.7,12.1,39.1,26.4
Alec Burleson,LHB,STL,Bradgley Rodriguez,R,26.7,29.5,27.7,19.7,26.2
