Matchup,TOR @ ATL
Pitcher,Mason Fluharty
Pitcher Team,TOR
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,22.2,98,0.253,0.283,0.310,0.057,1.37,1,0.40,9.2%,29.4%,29.6%,23.8%,14.1%,11.51,61.5%,7.1%,5.2%,29.3%,31.0%,5.6%,10.3%
vsLHB,13.1,51,0.136,0.189,0.136,-,0.82,0,-,9.8%,31.1%,31.4%,25.0%,15.0%,10.80,62.0%,8.5%,-,17.9%,35.7%,-,7.1%
vsRHB,9.0,47,0.372,0.382,0.488,0.116,2.22,1,1.00,8.5%,27.7%,27.7%,22.4%,13.2%,13.00,60.9%,5.6%,10.0%,40.0%,26.7%,12.5%,13.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Michael Harris II LHB,+520,10,4.60,1,1,0.125,0.300,0.500,0.375,0.347,10.0%,33.3%,30.0%,20.0%,89.4,20.0%,20.0%,20.0%,40.0%,20.0%,76.1,57.1%,21.4%,7.1%,87.5%,80.0%,25.0%,20.0%,-,20.0%,60.0%,20.0%,25.0%
Ozzie Albies SHB,+680,14,4.20,0,0,0.143,0.143,0.214,0.071,0.154,-,11.8%,7.1%,6.9%,86.6,-,-,15.4%,15.4%,23.1%,70.4,26.7%,53.3%,6.7%,88.2%,23.1%,0.0%,15.4%,46.2%,46.2%,23.1%,15.4%,33.3%
Mauricio Dubon RHB,N/A,12,3.60,0,1,0.200,0.333,0.300,0.100,0.288,16.7%,12.5%,-,7.4%,87.3,-,-,20.0%,20.0%,30.0%,70.0,7.1%,50.0%,7.1%,93.3%,20.0%,0.0%,40.0%,30.0%,30.0%,40.0%,30.0%,40.0%
Ronald Acuna Jr. RHB,+490,12,4.60,0,0,0.091,0.167,0.091,-,0.128,8.3%,21.1%,16.7%,7.8%,89.4,11.1%,-,-,33.3%,33.3%,76.6,55.6%,27.8%,16.7%,94.7%,22.2%,0.0%,22.2%,44.4%,22.2%,44.4%,33.3%,22.2%
Austin Riley RHB,+526,12,3.40,0,1,0.100,0.167,0.300,0.200,0.189,8.3%,46.4%,50.0%,28.3%,99.8,20.0%,-,-,80.0%,40.0%,76.9,70.4%,14.8%,14.8%,100.0%,20.0%,0.0%,40.0%,40.0%,40.0%,40.0%,20.0%,50.0%
Eli White RHB,N/A,8,2.20,0,0,0.167,0.375,0.167,-,0.274,25.0%,33.3%,25.0%,16.7%,100.0,-,-,25.0%,75.0%,25.0%,74.0,29.4%,23.5%,17.6%,94.4%,-,-,25.0%,75.0%,25.0%,25.0%,50.0%,20.0%
Matt Olson LHB,+416,8,4.40,0,0,0.250,0.250,0.375,0.125,0.270,-,33.3%,-,18.2%,88.6,-,-,37.5%,37.5%,37.5%,74.1,35.3%,29.4%,11.8%,94.4%,37.5%,0.0%,37.5%,12.5%,50.0%,25.0%,25.0%,16.7%
Ha-Seong Kim RHB,N/A,8,3.80,0,0,-,0.125,-,-,0.081,12.5%,10.5%,25.0%,5.7%,84.7,-,-,-,-,-,72.6,36.8%,10.5%,-,100.0%,20.0%,0.0%,-,60.0%,40.0%,40.0%,-,0.0%
Sandy León SHB,+1350,5,2.00,0,0,-,-,-,-,-,-,25.0%,60.0%,15.8%,81.1,-,-,100.0%,-,50.0%,67.0,10.0%,20.0%,-,83.3%,-,-,50.0%,-,100.0%,-,-,25.0%
Jorge Mateo RHB,+950,5,3.80,0,0,-,0.200,-,-,0.130,20.0%,43.8%,40.0%,21.2%,95.5,-,-,-,50.0%,50.0%,73.7,30.8%,7.7%,7.7%,81.2%,-,-,50.0%,50.0%,50.0%,50.0%,-,50.0%
Dominic Smith LHB,+830,3,2.80,0,0,-,-,-,-,-,-,33.3%,-,22.2%,87.1,33.3%,-,-,33.3%,33.3%,67.5,-,33.3%,16.7%,100.0%,33.3%,0.0%,-,33.3%,-,100.0%,-,50.0%
Mike Yastrzemski LHB,+790,2,2.80,0,0,-,-,-,-,-,-,37.5%,50.0%,23.1%,72.7,-,-,-,-,-,70.2,-,-,-,87.5%,-,-,-,100.0%,100.0%,-,-,50.0%
Chadwick Tromp RHB,N/A,1,2.00,0,0,-,-,-,-,-,-,42.9%,-,25.0%,77.7,-,-,-,-,-,70.6,-,-,-,100.0%,-,-,-,100.0%,100.0%,-,-,80.0%
