Matchup,COL @ LAD
Pitcher,Roki Sasaki
Pitcher Team,LAD
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.0,221,0.226,0.325,0.457,0.231,1.23,10,1.73,8.6%,26.8%,24.0%,18.2%,13.9%,9.17,58.8%,8.3%,14.4%,45.2%,25.3%,24.3%,11.6%
vsLHB,24.2,104,0.207,0.308,0.413,0.207,1.26,5,1.82,11.5%,28.5%,26.0%,17.5%,14.7%,9.85,50.0%,8.4%,12.3%,40.0%,23.1%,33.3%,7.7%
vsRHB,27.1,117,0.243,0.340,0.495,0.252,1.21,5,1.65,6.0%,25.1%,22.2%,18.8%,13.1%,8.56,66.7%,8.2%,16.0%,49.4%,27.2%,18.2%,14.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Karros RHB,,+630,21,11,4.60,3,3,0.333,0.455,1.333,1.000,0.691,18.2%,18.2%,18.2%,10.5%,92.8,312.8,4,4,42.9%,28.6%,28.6%,42.9%,28.6%,70.8,5.0%,15.0%,15.0%,95.2%,85.7%,85.7%,50.0%,-,-,28.6%,28.6%,42.9%,40.0%
Hunter Goodman RHB,,+253,36,16,4.40,2,3,0.267,0.312,0.667,0.400,0.414,6.2%,35.3%,37.5%,20.0%,87.7,318.2,3,3,33.3%,11.1%,22.2%,44.4%,22.2%,76.0,55.2%,13.8%,13.8%,87.9%,33.3%,33.3%,66.7%,-,55.6%,33.3%,44.4%,22.2%,29.4%
Mickey Moniak LHB,,+352,26,13,3.00,2,2,0.250,0.308,0.750,0.500,0.441,7.7%,42.9%,38.5%,27.9%,91.5,306.6,2,2,28.6%,14.3%,14.3%,57.1%,28.6%,75.9,70.8%,20.8%,12.5%,85.7%,42.9%,42.9%,66.7%,-,42.9%,28.6%,57.1%,14.3%,63.6%
Jake McCarthy LHB,,+830,26,11,4.40,1,2,0.500,0.545,1.400,0.900,0.775,9.1%,26.1%,18.2%,14.6%,99.5,332.6,5,3,25.0%,25.0%,37.5%,87.5%,50.0%,72.4,14.3%,38.1%,19.0%,95.5%,75.0%,50.0%,25.0%,25.0%,25.0%,50.0%,37.5%,12.5%,71.4%
Ezequiel Tovar RHB,,+556,21,10,3.80,1,1,0.200,0.200,0.600,0.400,0.337,-,28.0%,10.0%,16.7%,73.6,231.9,3,1,11.1%,-,22.2%,22.2%,22.2%,71.9,35.0%,15.0%,5.0%,83.3%,55.6%,55.6%,20.0%,-,11.1%,33.3%,33.3%,33.3%,54.5%
Cole Carrigg SHB,,+630,27,15,3.80,0,0,0.167,0.333,0.167,-,0.248,20.0%,25.0%,20.0%,12.5%,81.8,224.5,1,1,-,-,22.2%,-,33.3%,74.4,52.4%,14.3%,-,91.3%,44.4%,22.2%,0.0%,22.2%,44.4%,66.7%,11.1%,22.2%,27.3%
Edouard Julien LHB,,+870,18,15,3.80,0,0,0.250,0.400,0.333,0.083,0.333,20.0%,28.6%,6.7%,11.1%,91.4,238.6,0,0,-,-,-,72.7%,27.3%,71.7,15.0%,50.0%,20.0%,95.2%,18.2%,-,-,18.2%,72.7%,36.4%,18.2%,45.5%,44.4%
TJ Rumfield LHB,,+560,31,11,3.60,0,1,0.556,0.636,0.778,0.222,0.592,18.2%,32.0%,-,15.7%,88.4,232.3,1,1,-,-,12.5%,37.5%,25.0%,69.3,5.3%,21.1%,10.5%,79.2%,37.5%,12.5%,0.0%,25.0%,50.0%,50.0%,25.0%,25.0%,44.4%
Tyler Freeman RHB,,+568,11,11,4.20,0,0,0.400,0.455,0.500,0.100,0.424,-,3.8%,9.1%,2.2%,86.5,265.7,3,1,-,-,-,44.4%,55.6%,69.4,4.3%,26.1%,4.3%,95.8%,66.6%,22.2%,0.0%,44.4%,33.3%,22.2%,33.3%,44.4%,35.7%
Troy Johnston LHB,,+840,14,11,3.40,0,0,0.286,0.455,0.286,-,0.345,18.2%,20.0%,9.1%,10.2%,86.5,310.7,2,0,-,-,-,14.3%,28.6%,69.7,4.8%,23.8%,4.8%,84.0%,28.6%,14.3%,0.0%,14.3%,71.4%,71.4%,-,28.6%,41.7%
Brett Sullivan LHB,—,N/A,11,10,3.00,0,0,0.125,0.200,0.250,0.125,0.192,10.0%,16.0%,30.0%,8.3%,91.8,299.9,2,1,-,-,33.3%,50.0%,33.3%,69.6,-,25.0%,-,100.0%,100.0%,66.7%,0.0%,33.3%,-,33.3%,50.0%,16.7%,33.3%
