HR Split,Overall
Dates,="6/14/2026"
Games,18

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,3:05 PM,Jeffrey Springs,vs,1.32,0.73,1.09,2.37,10.2%,20.3%,39.1%,29.9%,7.2%,1147
2,1:35 PM,Miles Mikolas,vs,0.96,0.48,1.10,1.88,9.9%,20.4%,42.0%,31.0%,7.2%,1031
3,3:05 PM,Tomoyuki Sugano,@,0.91,1.78,-0.47,1.41,15.0%,13.5%,45.8%,31.5%,8.4%,1076
4,1:40 PM,Gavin Williams,vs,0.84,0.76,0.39,1.40,11.4%,23.1%,49.0%,24.1%,9.2%,1193
5,4:07 PM,Grayson Rodriguez,vs,0.80,1.48,-0.49,1.52,10.7%,18.2%,52.0%,29.3%,7.1%,222
6,3:10 PM,Colin Rea,@,0.70,-0.22,1.70,1.56,13.5%,13.0%,41.0%,29.5%,7.5%,1117
7,7:20 PM,Connelly Early,vs,0.69,0.88,0.35,1.57,10.4%,16.2%,42.5%,33.6%,7.9%,521
8,2:10 PM,Emmet Sheehan,@,0.66,0.21,0.80,1.67,9.4%,19.3%,35.5%,33.4%,8.0%,674
9,2:10 PM,Erick Fedde,vs,0.56,0.41,0.45,1.81,7.9%,18.9%,40.7%,28.3%,6.8%,995
10,2:10 PM,Taj Bradley,vs,0.56,0.97,-0.49,1.35,10.7%,20.6%,46.0%,26.0%,7.5%,999
11,7:20 PM,Nathan Eovaldi,@,0.39,0.49,-0.03,1.41,10.3%,20.1%,37.6%,26.6%,7.2%,969
12,1:40 PM,Zac Gallen,@,0.36,0.35,0.19,1.56,9.0%,14.3%,46.0%,28.7%,5.8%,1242
13,2:10 PM,Michael McGreevy,@,0.29,0.51,-0.06,1.42,9.6%,17.3%,42.9%,26.0%,6.2%,802
14,1:40 PM,Freddy Peralta,vs,0.13,0.68,-1.23,1.37,7.6%,19.9%,40.9%,26.5%,6.1%,1250
15,1:37 PM,Patrick Corbin,vs,0.01,-1.19,0.51,1.33,7.4%,19.5%,44.8%,23.4%,4.8%,1020
16,1:35 PM,Trevor Rogers,vs,0.00,-1.09,0.31,1.23,7.6%,15.0%,44.5%,25.8%,8.4%,801
17,1:35 PM,Emerson Hancock,@,-0.02,0.38,-0.47,0.99,9.6%,13.7%,47.2%,28.5%,7.1%,802
18,1:40 PM,Andrew Abbott,vs,-0.05,-0.20,0.15,1.38,7.6%,11.8%,40.2%,29.6%,6.7%,1123
19,2:10 PM,Kyle Harrison,vs,-0.12,-0.31,-0.01,1.20,7.5%,17.1%,35.3%,28.9%,7.3%,508
20,12:15 PM,Max Meyer,@,-0.18,-0.37,0.25,0.96,7.3%,13.5%,46.7%,31.2%,7.4%,732
21,1:35 PM,Walker Buehler,@,-0.64,-0.36,-0.49,0.64,9.4%,11.8%,42.4%,17.9%,9.1%,937
22,1:40 PM,Bryce Elder,@,-0.68,-0.77,0.68,1.03,4.4%,14.3%,39.8%,25.4%,5.9%,1146
23,1:37 PM,Will Warren,@,-0.79,-0.47,-0.43,0.71,6.6%,9.9%,37.2%,28.0%,8.2%,1138
24,12:15 PM,Paul Skenes,vs,-0.99,-0.53,-0.79,0.67,5.9%,13.3%,39.3%,20.8%,6.5%,1153
25,2:10 PM,Stephen Kolek,vs,-0.99,-0.75,-0.46,0.78,5.9%,11.2%,36.7%,22.4%,6.3%,760
26,2:10 PM,Spencer Arrighetti,@,-1.01,-1.08,-0.34,0.71,6.1%,9.3%,30.0%,30.3%,7.0%,517
27,3:10 PM,Logan Webb,vs,-1.08,-0.63,-0.75,0.58,6.4%,13.5%,43.6%,16.6%,5.2%,1249
28,2:10 PM,Cristopher Sanchez,@,-1.16,-1.15,-0.71,0.34,8.3%,7.9%,44.5%,19.4%,6.8%,1370
29,1:40 PM,Casey Mize,@,-1.48,-1.00,-0.75,0.35,6.5%,4.3%,29.2%,31.3%,6.3%,928
