Matchup,COL @ ATH
Pitcher,Jeffrey Springs
Pitcher Team,ATH
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,75.0,320,0.253,0.338,0.483,0.229,1.29,16,1.92,7.2%,21.9%,19.7%,17.1%,10.2%,7.56,61.7%,7.0%,9.5%,36.2%,31.5%,17.8%,19.4%
vsLHB,23.1,93,0.247,0.320,0.506,0.258,1.03,5,1.93,2.2%,20.5%,19.4%,20.7%,9.9%,6.94,61.7%,7.5%,9.6%,37.0%,34.2%,16.0%,15.1%
vsRHB,50.2,227,0.256,0.345,0.473,0.217,1.44,11,1.95,9.3%,22.4%,19.8%,16.0%,10.4%,7.99,61.7%,6.8%,9.4%,35.8%,30.2%,18.8%,21.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hunter Goodman RHB,,N/A,20,15,4.40,1,1,0.286,0.333,0.643,0.357,0.412,6.7%,41.9%,33.3%,26.0%,86.5,312.1,3,1,11.1%,-,11.1%,55.6%,44.4%,76.7,55.6%,22.2%,11.1%,72.0%,22.2%,50.0%,22.2%,55.6%,44.4%,44.4%,11.1%,64.3%
Willi Castro SHB,,N/A,12,17,4.40,0,0,0.375,0.412,0.375,-,0.352,5.9%,20.9%,-,11.2%,82.8,182.1,0,0,6.2%,6.2%,18.8%,18.8%,18.8%,74.8,48.6%,10.8%,5.4%,100.0%,6.2%,0.0%,18.8%,50.0%,56.2%,25.0%,18.8%,30.0%
Ezequiel Tovar RHB,—,N/A,7,17,4.00,0,0,0.059,0.059,0.118,0.059,0.075,-,26.9%,29.4%,17.7%,85.5,287.4,4,1,-,-,25.0%,16.7%,25.0%,72.7,26.0%,16.0%,2.0%,98.0%,66.7%,0.0%,16.7%,16.7%,25.0%,58.3%,16.7%,41.2%
Kyle Karros RHB,,N/A,19,12,3.40,0,1,0.333,0.333,0.417,0.083,0.328,-,17.4%,16.7%,9.1%,92.5,261.5,3,1,10.0%,10.0%,20.0%,70.0%,40.0%,70.9,-,27.8%,11.1%,90.0%,50.0%,0.0%,-,40.0%,60.0%,10.0%,30.0%,33.3%
Troy Johnston LHB,,N/A,13,12,4.00,0,1,0.100,0.167,0.200,0.100,0.160,8.3%,22.7%,8.3%,11.1%,89.2,296.1,3,2,10.0%,10.0%,20.0%,40.0%,40.0%,70.1,-,31.2%,12.5%,88.9%,40.0%,0.0%,30.0%,30.0%,20.0%,50.0%,30.0%,46.2%
Chad Stevens RHB,—,N/A,1,12,1.80,0,1,-,0.083,-,-,0.054,8.3%,24.2%,41.7%,12.7%,72.3,299.6,1,0,16.7%,-,16.7%,16.7%,50.0%,70.7,26.1%,8.7%,4.3%,85.2%,50.0%,0.0%,-,50.0%,16.7%,33.3%,50.0%,18.2%
Braxton Fulford RHB,—,N/A,10,11,2.40,0,0,0.100,0.182,0.100,-,0.140,9.1%,34.6%,63.6%,16.1%,79.4,257.3,0,0,-,-,-,-,33.3%,72.2,22.7%,-,-,91.7%,66.7%,0.0%,33.3%,-,-,-,100.0%,27.3%
TJ Rumfield LHB,,N/A,12,10,4.40,0,0,0.125,0.300,0.125,-,0.219,20.0%,42.1%,20.0%,16.7%,79.5,229.6,2,1,-,-,-,16.7%,-,70.4,25.0%,16.7%,-,75.0%,50.0%,0.0%,16.7%,16.7%,16.7%,33.3%,50.0%,23.1%
Jake McCarthy LHB,—,N/A,7,10,4.80,0,0,0.200,0.200,0.300,0.100,0.216,-,33.3%,40.0%,20.6%,82.9,139.0,0,0,-,-,33.3%,16.7%,33.3%,72.1,22.2%,16.7%,5.6%,85.7%,-,-,33.3%,50.0%,33.3%,50.0%,16.7%,28.6%
Brett Sullivan LHB,,N/A,2,9,2.20,0,0,0.333,0.333,0.333,-,0.297,-,12.5%,11.1%,6.5%,82.5,240.3,1,0,-,-,-,12.5%,25.0%,65.6,-,38.5%,7.7%,86.7%,12.5%,0.0%,25.0%,62.5%,25.0%,62.5%,12.5%,22.2%
Edouard Julien LHB,,N/A,7,8,2.40,0,1,-,0.250,-,-,0.162,25.0%,50.0%,50.0%,21.2%,96.5,348.7,2,1,-,-,-,100.0%,50.0%,70.1,10.0%,20.0%,-,76.9%,100.0%,0.0%,-,-,-,-,100.0%,42.9%
Cole Carrigg SHB,—,N/A,3,7,4.00,0,0,-,-,-,-,-,-,23.5%,28.6%,14.8%,78.8,227.5,1,1,-,-,20.0%,20.0%,20.0%,75.0,44.4%,11.1%,-,100.0%,60.0%,0.0%,-,20.0%,20.0%,20.0%,60.0%,50.0%
Sterlin Thompson LHB,,N/A,2,5,1.80,0,0,0.200,0.200,0.200,-,0.178,-,31.2%,80.0%,19.2%,74.8,248.9,0,0,-,-,-,-,100.0%,75.4,50.0%,-,-,80.0%,100.0%,0.0%,-,-,-,-,100.0%,50.0%
