Matchup,TB @ TEX
Pitcher,Jacob deGrom
Pitcher Team,TEX
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,137.1,561,0.226,0.276,0.367,0.141,1.13,17,1.11,6.6%,33.6%,29.8%,22.9%,17.2%,10.94,62.8%,6.2%,8.1%,44.0%,28.0%,17.0%,19.9%
vsLHB,82.0,329,0.212,0.267,0.371,0.160,1.05,11,1.21,6.4%,33.0%,29.8%,22.7%,16.2%,10.76,61.9%,6.6%,8.6%,48.1%,29.5%,17.7%,21.4%
vsRHB,55.0,232,0.245,0.288,0.361,0.116,1.25,6,0.98,6.9%,34.4%,29.7%,23.3%,18.6%,11.29,64.1%,5.5%,7.5%,38.1%,25.9%,15.8%,17.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jonathan Aranda LHB,,+525,38,4.40,8,1,1,99.8,335.2,6,4,12.5%,-,-,87.5%,87.5%,70.8,16.7%,66.7%,41.7%,100.0%,87.5%,37.5%,33.3%,50.0%,12.5%,-,50.0%,50.0%,50.0%
Ryan Vilade RHB,—,N/A,22,2.20,8,1,1,82.3,297.1,4,2,12.5%,-,25.0%,25.0%,25.0%,76.7,63.6%,18.2%,9.1%,78.6%,50.0%,50.0%,25.0%,-,37.5%,37.5%,62.5%,-,50.0%
Jorge Mateo RHB,—,N/A,9,3.60,8,1,1,86.4,239.3,3,1,12.5%,12.5%,25.0%,25.0%,37.5%,73.8,42.9%,28.6%,7.1%,100.0%,37.5%,12.5%,100.0%,25.0%,37.5%,62.5%,-,37.5%,40.0%
Nick Fortes RHB,—,N/A,11,3.20,8,1,1,84.5,340.3,2,2,12.5%,12.5%,25.0%,37.5%,25.0%,72.3,18.2%,54.5%,27.3%,100.0%,37.5%,12.5%,100.0%,25.0%,50.0%,62.5%,12.5%,25.0%,60.0%
Richie Palacios LHB,,+1120,17,3.80,8,1,1,86.5,295.4,4,2,-,-,12.5%,12.5%,25.0%,67.9,-,41.7%,8.3%,85.7%,75.0%,50.0%,0.0%,25.0%,25.0%,12.5%,75.0%,12.5%,50.0%
Jonny DeLuca RHB,—,N/A,14,3.80,8,1,1,75.9,254.3,3,0,-,-,12.5%,-,12.5%,73.4,30.0%,20.0%,-,83.3%,37.5%,37.5%,33.3%,-,37.5%,25.0%,50.0%,25.0%,16.7%
Yandy Diaz RHB,,+710,15,4.60,8,0,1,88.5,270.0,2,1,12.5%,-,12.5%,37.5%,50.0%,73.2,42.9%,57.1%,42.9%,87.5%,62.5%,12.5%,0.0%,50.0%,25.0%,25.0%,50.0%,25.0%,42.9%
Cedric Mullins LHB,,+650,27,3.00,8,0,0,86.7,297.1,2,1,12.5%,-,-,37.5%,-,71.2,13.3%,20.0%,13.3%,93.8%,50.0%,50.0%,0.0%,-,50.0%,50.0%,25.0%,25.0%,50.0%
Taylor Walls SHB,,+1250,18,4.00,8,0,2,88.8,251.9,3,2,-,-,25.0%,37.5%,37.5%,68.5,10.0%,60.0%,10.0%,100.0%,50.0%,50.0%,0.0%,-,25.0%,37.5%,25.0%,37.5%,50.0%
Liam Hicks LHB,,+1000,32,3.40,8,0,1,89.0,218.9,2,0,-,-,37.5%,25.0%,37.5%,68.4,-,66.7%,22.2%,100.0%,50.0%,25.0%,0.0%,25.0%,25.0%,37.5%,37.5%,25.0%,16.7%
Victor Mesa Jr. LHB,,+571,32,3.00,8,0,0,83.2,251.4,1,0,-,-,-,12.5%,25.0%,75.5,45.5%,27.3%,-,91.7%,87.5%,62.5%,0.0%,25.0%,-,-,75.0%,25.0%,66.7%
Junior Caminero RHB,,+353,25,4.40,8,0,0,95.1,269.2,3,1,12.5%,-,12.5%,62.5%,25.0%,80.7,90.0%,50.0%,50.0%,83.3%,62.5%,25.0%,0.0%,37.5%,37.5%,50.0%,25.0%,25.0%,50.0%
Chandler Simpson LHB,,+2500,6,4.00,8,0,0,83.8,271.1,1,0,-,-,-,-,50.0%,65.4,-,46.2%,-,92.9%,62.5%,25.0%,0.0%,37.5%,37.5%,-,62.5%,37.5%,40.0%
Kenny Piper RHB,—,N/A,1,2.50,4,0,0,83.7,166.9,0,0,-,-,-,-,-,75.9,60.0%,20.0%,-,100.0%,25.0%,25.0%,0.0%,-,50.0%,25.0%,25.0%,50.0%,66.7%
