Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Hunter Goodman,RHB,COL,Justin Wrobleski,L,53.3,55.3,47.6,53.3,52.3
Juan Soto,LHB,NYM,Seth Lugo,R,39.7,50.1,22,66,44.6
Garrett Mitchell,LHB,MIL,Matt Svanson,R,42.3,57.8,14.1,57.4,43
Jared Young,LHB,NYM,Seth Lugo,R,62.5,31.2,35.3,58.2,42.3
Bryce Eldridge,LHB,SF,Spencer Miles,R,39,46.7,35.1,45.8,42.2
Heliot Ramos,RHB,SF,Spencer Miles,R,31.2,48.1,26.5,50.1,40.4
Kyle Schwarber,LHB,PHI,Andrew Abbott,L,48.4,28.4,36.9,54.2,39.4
Dalton Rushing,LHB,LAD,Michael Lorenzen,R,34,38.6,24,58.1,38.6
Victor Mesa Jr.,LHB,TB,Will Warren,R,50.8,39.3,9.7,60.6,36.9
James Wood,LHB,WSH,Tatsuya Imai,R,33.2,47.4,14,50.5,36.7
Lars Nootbaar,LHB,STL,Jacob Misiorowski,R,53.9,50.6,10.6,40.9,36.5
Willson Contreras,RHB,BOS,Noah Schultz,L,48.5,32.6,17.4,58.6,36.1
Luke Raley,LHB,SEA,Max Meyer,R,32.4,26.6,26.6,62,36
Nick Kurtz,LHB,ATH,Tarik Skubal,L,54.1,32,40.7,27,35.6
Freddie Freeman,LHB,LAD,Michael Lorenzen,R,21.2,36.1,16.9,55.1,33.6
Seiya Suzuki,RHB,CHC,Shane Baz,R,41.3,34.6,28.5,34.7,33.5
Randal Grichuk,RHB,CWS,Payton Tolle,L,34.6,46.2,12.8,38.9,33.2
Brice Turang,LHB,MIL,Matt Svanson,R,39.7,17.2,21,66.8,33
Endy Rodriguez,SHB,PIT,Hurston Waldrep,R,33.9,36.5,25.4,37,33
Francisco Alvarez,RHB,NYM,Seth Lugo,R,48.6,36.2,17.8,39.5,32.7
Eric Haase,RHB,SF,Spencer Miles,R,36.1,30.1,20.8,49,32.6
Ian Happ,SHB,CHC,Shane Baz,R,29.5,34.1,17.9,44,31.3
Zach Neto,RHB,LAA,Jacob deGrom,R,32.4,31.1,22.2,41.2,31.1
Junior Caminero,RHB,TB,Will Warren,R,42.5,30.7,34.8,21.2,30.7
Josh Naylor,LHB,SEA,Max Meyer,R,39.4,26,18.2,48.1,30.5
Tyler Stephenson,RHB,CIN,Zack Wheeler,R,26.1,28.3,31.5,33.3,30.3
Jonathan Aranda,LHB,TB,Will Warren,R,35.1,32.9,14,43.3,30
Yohendrick Pinango,LHB,TOR,Trevor McDonald,R,27.8,33.9,16.9,40.7,29.9
Travis Bazzana,LHB,CLE,Taj Bradley,R,28.5,25.2,25.6,41.9,29.8
Casey Schmitt,RHB,SF,Spencer Miles,R,48.1,20.8,26.2,39,29.7
Alec Burleson,LHB,STL,Jacob Misiorowski,R,28.2,33.5,21.2,34.6,29.6
Carson Benge,LHB,NYM,Seth Lugo,R,26.2,26.3,23.7,41.9,29.4
Alex Freeland,SHB,LAD,Michael Lorenzen,R,34,38.9,16.9,29.4,29.4
Miguel Vargas,RHB,CWS,Payton Tolle,L,22.8,23.7,23.7,45.9,29.2
Francisco Lindor,SHB,NYM,Seth Lugo,R,41,18.2,13,59,29.1
Michael Conforto,LHB,CHC,Shane Baz,R,39.1,26,19.5,39.1,28.6
Michael Busch,LHB,CHC,Shane Baz,R,50.7,19.1,19.1,44.3,28.6
Ben Rice,LHB,NYY,Ian Seymour,L,32.8,21.6,31.7,32.8,28.6
Shohei Ohtani,LHB,LAD,Michael Lorenzen,R,40.1,18.7,18.7,49,28.4
Cody Bellinger,LHB,NYY,Ian Seymour,L,47.6,15.9,28.3,37.4,28.2
Ty France,RHB,SD,Zac Gallen,R,31.2,20.5,25.3,41.2,28.2
Ryan Vilade,RHB,TB,Will Warren,R,42.2,22,22,38.3,28.1
Willy Adames,RHB,SF,Spencer Miles,R,38.4,15.9,23.5,46.5,28.1
Brandon Lowe,LHB,PIT,Hurston Waldrep,R,33.9,34.2,19.2,27.6,28
Edmundo Sosa,RHB,PHI,Andrew Abbott,L,9.6,13.3,27.9,55.8,27.9
Esmerlyn Valdez,RHB,PIT,Hurston Waldrep,R,34,35,7.7,38.5,27.6
Bryce Harper,LHB,PHI,Andrew Abbott,L,58.5,23.4,23.4,25.7,27.5
Cal Raleigh,SHB,SEA,Max Meyer,R,34.2,21.9,17.2,45.2,27.5
Andy Pages,RHB,LAD,Michael Lorenzen,R,26.2,24.2,19.5,42.1,27.5
Josh Smith,LHB,TEX,Jose Soriano,R,30.5,29.5,6.5,48.2,27.4
Corbin Carroll,LHB,ARI,German Marquez,R,23.2,15.5,20.1,54.2,27.3
