Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Francisco Alvarez,RHB,NYM,Matt Wilkinson,L,30.8,50,36.7,55.8,45.5
Mickey Gasper,SHB,BOS,Shane Baz,R,34.7,36.3,41.5,51.3,41.4
Bo Bichette,RHB,NYM,Matt Wilkinson,L,31.7,55.8,52.3,5.8,39.8
Nolan Gorman,LHB,STL,Ryan Feltner,R,30.8,40.5,27.8,42.2,36.1
Heriberto Hernandez,RHB,MIA,Shota Imanaga,L,48.6,32.5,32.5,40.6,36.1
A.J. Ewing,LHB,NYM,Matt Wilkinson,L,60.3,36.5,20,44.2,35.9
Jake McCarthy,LHB,COL,Andre Pallante,R,47.2,40.2,20.6,42.7,35.6
Munetaka Murakami,LHB,CWS,Zebby Matthews,R,35.9,39.6,19.5,44.6,34.4
Juan Soto,LHB,NYM,Matt Wilkinson,L,30.9,38.6,25.2,39.1,33.9
Esmerlyn Valdez,RHB,PIT,Ryan Johnson,R,27,26.8,33,47.1,33.8
Bryce Eldridge,LHB,SF,Nolan McLean,R,33.8,47.8,21.6,28.6,33.7
Corbin Carroll,LHB,ARI,Cristian Javier,R,25.5,24.6,28.9,53.5,33.2
Dillon Dingler,RHB,DET,Logan Allen,L,32.5,33.3,31.7,35.2,33.2
Corey Seager,LHB,TEX,Nick Martinez,R,31.3,31.9,26.2,43.5,33
Pedro Pages,RHB,STL,Ryan Feltner,R,45.2,31.9,36.8,23.3,32.6
Tommy Troy,RHB,ARI,Cristian Javier,R,55.6,35.7,16.2,37.2,32.2
Victor Mesa Jr.,LHB,TB,Trevor Williams,R,52,27.4,15.7,50.9,32.2
Gary Sanchez,RHB,MIL,Rhett Lowder,R,33.7,31.3,31.5,33.1,32
Cole Carrigg,SHB,COL,Andre Pallante,R,50.1,23.7,22.9,47.2,32
Willi Castro,SHB,COL,Andre Pallante,R,38.9,34.4,31.9,25.8,32
David Fry,RHB,CLE,Keider Montero,R,32.5,33.4,22.1,40.3,31.6
Grant McCray,LHB,SF,Nolan McLean,R,55.3,28.6,11.3,50.1,31.5
Ben Rice,LHB,NYY,Walker Buehler,R,41.7,22.8,21,51,31.2
Francisco Lindor,SHB,NYM,Matt Wilkinson,L,46.5,27.1,30.8,30.8,31.1
Oneil Cruz,LHB,PIT,Ryan Johnson,R,21,38.6,18.3,39.5,31
Elly De La Cruz,SHB,CIN,Shane Drohan,L,36.8,17.8,32.2,45.9,31
