Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Christian Walker","HOU","Sean Burke","CWS","2","1.000","1.00","2.00","3.00","0","1","0","1","2","4","6","0.0","1.000","0"
"Jose Altuve","HOU","Sean Burke","CWS","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Isaac Paredes","HOU","Sean Burke","CWS","3","0.667","0.67","0.67","1.33","0","2","0","0","2","1","4","0.0","0.667","0"
"Austin Hedges","CLE","Nick Martinez","TB","3","0.667","0.50","1.00","1.67","1","0","0","1","1","2","5","0.0","0.667","0"
"Bryce Harper","PHI","Ryan Weathers","NYY","3","0.667","0.50","1.33","2.00","0","1","0","1","2","1","6","0.0","0.750","1"
"Bryan De La Cruz","PHI","Ryan Weathers","NYY","5","0.600","1.00","1.20","1.80","1","0","0","2","2","3","9","40.0","0.600","0"
"Jordan Walker","STL","Hunter Greene","CIN","7","0.571","0.80","0.14","0.71","3","1","0","0","1","2","5","28.6","0.625","1"
"Anthony Volpe","NYY","Tim Mayza","PHI","7","0.571","0.67","0.29","0.86","2","2","0","0","2","0","6","14.3","0.571","0"
"Cam Smith","HOU","Sean Burke","CWS","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Nick Allen","HOU","Sean Burke","CWS","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Amed Rosario","NYY","Tim Mayza","PHI","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.667","1"
"Steven Kwan","CLE","Nick Martinez","TB","4","0.500","0.50","0.50","1.00","0","2","0","0","2","2","4","0.0","0.500","0"
"Kyle Schwarber","PHI","Ryan Weathers","NYY","6","0.500","0.33","1.17","1.67","0","1","0","2","3","4","10","16.7","0.500","0"
"Brandon Nimmo","TEX","Bryan Woo","SEA","8","0.500","0.50","0.13","0.63","3","1","0","0","1","0","5","0.0","0.556","1"
"Jose Trevino","CIN","Andre Pallante","STL","7","0.429","0.33","0.43","0.86","2","0","0","1","1","1","6","0.0","0.500","1"
"Patrick Bailey","CLE","Nick Martinez","TB","5","0.400","0.67","0.20","0.60","1","1","0","0","1","0","3","40.0","0.400","0"
