Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Junior Caminero,RHB,TB,Shane Bieber,R,49,38.1,42.4,29.2,38.3
Josh Bell,SHB,MIN,Gavin Williams,R,39.6,32.1,36.3,42.4,36.7
Jonathan Aranda,LHB,TB,Shane Bieber,R,26,32.2,25.8,41.6,32
Drake Baldwin,LHB,ATL,Griffin Canning,R,32.4,24.8,27.3,45.6,31.5
Trevor Larnach,LHB,MIN,Gavin Williams,R,41.7,23.1,14.4,58.3,31.2
Fernando Tatis Jr.,RHB,SD,Chris Sale,L,25.8,17.3,18.3,61.2,29.4
Jackson Merrill,LHB,SD,Chris Sale,L,37.9,17.9,22.3,50.6,29.4
Ryan Vilade,RHB,TB,Shane Bieber,R,41.3,20.1,20.1,47.6,29.1
Jose Ramirez,SHB,CLE,Taj Bradley,R,27,33.9,22.7,28.5,28.5
Kody Clemens,LHB,MIN,Gavin Williams,R,22.6,33.4,19.4,35.1,28.5
Kevin McGonigle,LHB,DET,Randy Dobnak,R,18.4,31.6,13.9,45.4,28.4
Pedro Pages,RHB,STL,Brandon Pfaadt,R,40.7,25.8,28.5,26.1,28.2
Daulton Varsho,LHB,TOR,Ian Seymour,L,27.7,26.3,13.8,46.5,27.7
Manny Machado,RHB,SD,Chris Sale,L,22.9,26.5,18.9,39.9,27.2
Jac Caglianone,LHB,KC,Troy Melton,R,28.3,31.3,9.7,41.7,27.1
Gabriel Moreno,RHB,ARI,Michael McGreevy,R,25.5,24.4,14.2,45.9,26.8
Cedric Mullins,LHB,TB,Shane Bieber,R,28.1,16,21.2,47.4,26.6
Vinnie Pasquantino,LHB,KC,Troy Melton,R,20.5,23.3,18.9,40.7,26
Max Kepler,LHB,ARI,Michael McGreevy,R,50.1,21.6,9.1,41.7,25.7
Daniel Schneemann,LHB,CLE,Taj Bradley,R,34.5,26.2,20.5,27.9,25.7
Carter Jensen,LHB,KC,Troy Melton,R,33.3,25.2,21.5,25.1,24.9
Brandon Valenzuela,SHB,TOR,Ian Seymour,L,37.3,28.2,16.1,25.2,24.7
Victor Mesa Jr.,LHB,TB,Shane Bieber,R,42.2,21.3,,51.5,24.6
Austin Riley,RHB,ATL,Griffin Canning,R,44.5,22.2,20.8,23.3,24.3
Ty France,RHB,SD,Chris Sale,L,28.3,19.6,9.6,47,24.3
Luis Rengifo,SHB,SD,Chris Sale,L,15.6,25.6,,54.8,24.2
Tim Tawa,RHB,ARI,Michael McGreevy,R,39.4,27.5,17.2,21.8,24.2
Gabriel Arias,RHB,CLE,Taj Bradley,R,44.4,23.5,21.9,19.3,24.1
Kerry Carpenter,LHB,DET,Randy Dobnak,R,28.1,29.6,11.5,28.8,23.8
Travis Bazzana,LHB,CLE,Taj Bradley,R,25.5,16.3,20.5,37.3,23.7
Starling Marte,RHB,KC,Troy Melton,R,46.5,23.7,15.4,23.7,23.5
Byron Buxton,RHB,MIN,Gavin Williams,R,35.6,11,23.9,34.6,23.2
Colt Keith,LHB,DET,Randy Dobnak,R,45.7,6.6,12.4,50.3,23.2
Lane Thomas,RHB,KC,Troy Melton,R,42.4,18.4,8.7,39.4,23.1
Salvador Perez,RHB,KC,Troy Melton,R,38,9.1,23.3,35.2,22.8
Matt Olson,LHB,ATL,Griffin Canning,R,16.8,23.1,15.2,32.6,22.5
Kyle Manzardo,LHB,CLE,Taj Bradley,R,25.9,19.8,19.2,29,22.5
Ketel Marte,SHB,ARI,Michael McGreevy,R,29.9,15.9,19.9,31.4,22.4
Ivan Herrera,RHB,STL,Brandon Pfaadt,R,31.6,13,14.4,41.6,22.4
Jorge Mateo,RHB,ATL,Griffin Canning,R,42.9,24.1,17,17,22.1
Adrian Del Castillo,LHB,ARI,Michael McGreevy,R,24.1,18.6,12.3,35.3,21.4
Dillon Dingler,RHB,DET,Randy Dobnak,R,29.3,6.7,30.2,28.1,21.4
Chase DeLauter,LHB,CLE,Taj Bradley,R,27.6,33,22.7,,21.1
