Matchup,SF @ COL
Pitcher,Ryan Feltner
Pitcher Team,COL
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,49.1,209,0.238,0.326,0.450,0.212,1.30,8,1.46,9.1%,23.9%,14.8%,15.3%,11.6%,5.66,58.8%,9.3%,9.5%,41.1%,27.2%,18.6%,20.9%
vsLHB,23.1,98,0.207,0.303,0.402,0.195,1.20,4,1.54,10.2%,28.5%,18.4%,19.1%,13.5%,6.94,60.6%,10.8%,10.1%,43.5%,27.5%,21.1%,17.4%
vsRHB,26.0,111,0.265,0.346,0.490,0.225,1.38,4,1.38,8.1%,20.1%,11.7%,11.9%,9.9%,4.50,57.1%,8.0%,9.0%,39.3%,27.0%,16.7%,23.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Rafael Devers LHB,,+145,22,18,3.80,4,5,0.429,0.556,1.357,0.929,0.731,22.2%,15.4%,5.6%,5.8%,93.2,368.1,8,6,30.8%,7.7%,15.4%,61.5%,23.1%,74.0,34.8%,34.8%,17.4%,95.8%,69.2%,61.5%,50.0%,7.7%,30.8%,23.1%,61.5%,15.4%,12.5%
Heliot Ramos RHB,,+197,33,26,3.60,3,4,0.304,0.385,0.826,0.522,0.497,11.5%,21.8%,7.7%,11.1%,89.8,343.3,6,5,23.8%,9.5%,14.3%,38.1%,38.1%,71.5,13.5%,21.2%,15.4%,94.5%,42.8%,23.8%,60.0%,19.0%,57.1%,47.6%,28.6%,23.8%,30.0%
Victor Bericoto RHB,,+307,13,13,3.60,3,3,0.385,0.385,1.077,0.692,0.622,-,21.7%,7.7%,12.2%,86.6,337.9,3,3,25.0%,-,-,41.7%,41.7%,74.2,45.0%,25.0%,20.0%,87.0%,50.0%,41.7%,60.0%,8.3%,50.0%,41.7%,25.0%,33.3%,46.2%
Willy Adames RHB,,+199,19,24,3.80,2,2,0.261,0.292,0.522,0.261,0.350,4.2%,27.3%,29.2%,14.0%,84.4,249.1,5,2,12.5%,6.2%,25.0%,18.8%,43.8%,71.7,18.4%,18.4%,5.3%,86.4%,62.4%,31.2%,40.0%,31.2%,25.0%,43.8%,43.8%,12.5%,33.3%
Casey Schmitt RHB,,+174,27,25,4.20,1,4,0.250,0.240,0.458,0.208,0.292,-,17.9%,16.0%,8.6%,94.6,274.2,9,7,28.6%,-,19.0%,66.7%,47.6%,72.7,25.0%,44.4%,30.6%,92.3%,66.7%,38.1%,12.5%,28.6%,19.0%,23.8%,47.6%,28.6%,16.0%
Luis Arraez LHB,,+483,7,23,4.20,0,3,0.286,0.304,0.524,0.238,0.342,4.3%,2.3%,-,1.2%,91.0,281.8,7,4,-,-,13.6%,31.8%,45.5%,63.3,-,47.4%,5.3%,88.4%,77.3%,36.4%,0.0%,40.9%,22.7%,22.7%,50.0%,27.3%,15.8%
Bryce Eldridge LHB,,+152,38,22,4.00,0,1,0.250,0.318,0.350,0.100,0.296,9.1%,32.4%,36.4%,14.3%,99.3,276.9,4,2,8.3%,-,8.3%,75.0%,25.0%,73.5,28.1%,25.0%,25.0%,91.4%,50.0%,25.0%,0.0%,25.0%,41.7%,33.3%,33.3%,33.3%,6.7%
Eric Haase RHB,—,N/A,33,22,2.80,0,0,0.091,0.091,0.091,-,0.081,-,35.9%,31.8%,15.7%,82.0,263.8,3,1,6.7%,-,13.3%,40.0%,26.7%,72.0,20.6%,23.5%,8.8%,89.5%,33.3%,13.3%,0.0%,20.0%,40.0%,26.7%,60.0%,13.3%,12.5%
Drew Gilbert LHB,—,N/A,15,16,2.00,0,1,0.308,0.438,0.385,0.077,0.372,12.5%,5.6%,12.5%,1.8%,87.6,257.2,5,1,-,-,18.2%,36.4%,81.8%,70.0,5.9%,41.2%,5.9%,94.4%,72.7%,9.1%,0.0%,63.6%,18.2%,18.2%,45.5%,36.4%,30.8%
Jung Hoo Lee LHB,,+430,14,15,3.40,0,0,0.200,0.200,0.200,-,0.178,-,13.3%,6.7%,5.9%,86.9,231.4,2,1,-,-,-,28.6%,14.3%,68.0,-,38.5%,11.5%,86.7%,35.7%,21.4%,0.0%,14.3%,57.1%,35.7%,28.6%,35.7%,27.8%
