Matchup,PIT @ ATL
Pitcher,Mitch Keller
Pitcher Team,PIT
Opposing Team,ATL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,68.1,280,0.234,0.283,0.344,0.109,1.17,4,0.53,7.1%,21.1%,17.9%,16.9%,10.2%,6.59,59.6%,8.1%,5.8%,38.3%,19.9%,9.8%,16.0%
vsLHB,40.0,171,0.270,0.326,0.440,0.170,1.30,4,0.90,5.3%,19.0%,17.0%,18.0%,9.4%,6.52,53.8%,8.5%,8.4%,39.7%,19.8%,15.4%,18.3%
vsRHB,27.2,109,0.175,0.217,0.186,0.010,1.01,0,-,10.1%,24.5%,19.3%,15.7%,11.4%,6.83,68.8%,7.7%,1.3%,36.0%,20.0%,-,12.0%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ronald Acuna Jr. RHB,+470,20,4.40,3,3,0.312,0.450,0.875,0.562,0.534,20.0%,36.7%,20.0%,16.7%,91.5,25.0%,8.3%,16.7%,58.3%,25.0%,76.6,76.0%,32.0%,28.0%,83.3%,41.7%,60.0%,8.3%,50.0%,50.0%,25.0%,25.0%,43.8%
Michael Harris II LHB,+360,19,4.40,3,3,0.389,0.421,0.944,0.556,0.573,5.3%,18.9%,-,10.0%,94.2,16.7%,-,5.6%,55.6%,33.3%,75.0,51.5%,33.3%,24.2%,91.7%,22.2%,75.0%,16.7%,44.4%,16.7%,61.1%,22.2%,47.6%
Ozzie Albies SHB,+790,21,4.00,1,1,0.176,0.286,0.412,0.235,0.296,14.3%,13.5%,9.5%,6.9%,88.5,6.2%,-,25.0%,37.5%,37.5%,68.9,3.1%,25.0%,6.2%,94.1%,56.2%,11.1%,18.8%,18.8%,43.8%,25.0%,31.2%,38.9%
Eli White RHB,N/A,15,2.20,1,1,0.267,0.267,0.467,0.200,0.318,-,20.0%,13.3%,10.2%,83.9,15.4%,7.7%,15.4%,38.5%,46.2%,74.8,60.0%,30.0%,20.0%,83.3%,7.7%,100.0%,23.1%,53.8%,46.2%,38.5%,15.4%,20.0%
Jorge Mateo RHB,+790,14,3.00,1,1,0.214,0.214,0.500,0.286,0.304,-,23.1%,21.4%,11.1%,84.2,9.1%,9.1%,27.3%,36.4%,45.5%,74.8,45.8%,20.8%,16.7%,92.3%,27.3%,33.3%,27.3%,45.5%,45.5%,45.5%,9.1%,40.0%
Mike Yastrzemski LHB,N/A,19,2.60,0,0,0.333,0.474,0.400,0.067,0.395,15.8%,35.7%,15.8%,13.7%,89.9,-,-,16.7%,33.3%,41.7%,71.5,7.4%,25.9%,7.4%,96.4%,25.0%,0.0%,41.7%,33.3%,41.7%,41.7%,16.7%,13.3%
Austin Riley RHB,+540,18,3.20,0,1,0.188,0.278,0.188,-,0.224,5.6%,26.1%,22.2%,10.9%,91.3,8.3%,-,25.0%,33.3%,25.0%,76.2,66.7%,33.3%,14.3%,95.5%,33.3%,0.0%,25.0%,16.7%,25.0%,33.3%,41.7%,23.5%
Dominic Smith LHB,+710,18,2.60,0,0,0.188,0.278,0.188,-,0.220,11.1%,25.0%,16.7%,11.3%,84.1,-,-,-,7.7%,38.5%,68.8,3.4%,20.7%,3.4%,93.5%,30.8%,0.0%,23.1%,38.5%,15.4%,53.8%,23.1%,25.0%
Mauricio Dubon RHB,N/A,16,3.40,0,0,0.250,0.250,0.250,-,0.222,-,11.1%,12.5%,6.2%,85.9,-,-,7.1%,7.1%,35.7%,68.1,-,30.0%,-,83.3%,35.7%,0.0%,28.6%,28.6%,7.1%,50.0%,35.7%,46.7%
Matt Olson LHB,+360,16,4.20,0,0,0.308,0.375,0.462,0.154,0.351,12.5%,18.2%,6.2%,7.5%,93.3,7.7%,-,15.4%,53.8%,38.5%,75.9,64.5%,25.8%,16.1%,96.9%,38.5%,0.0%,38.5%,15.4%,15.4%,53.8%,23.1%,22.7%
Sandy León SHB,N/A,12,2.00,0,0,-,-,-,-,-,-,21.1%,33.3%,10.5%,89.1,-,-,25.0%,25.0%,12.5%,69.3,-,41.2%,-,89.5%,37.5%,0.0%,-,37.5%,62.5%,25.0%,12.5%,33.3%
Austin Wynns RHB,N/A,12,4.00,0,0,-,0.167,-,-,0.108,16.7%,15.0%,25.0%,6.7%,84.2,-,-,42.9%,28.6%,28.6%,71.8,25.0%,12.5%,6.2%,88.9%,28.6%,0.0%,28.6%,28.6%,57.1%,14.3%,28.6%,40.0%
Ha-Seong Kim RHB,+1040,12,3.80,0,0,0.091,0.167,0.091,-,0.128,8.3%,20.0%,25.0%,9.8%,75.9,-,-,25.0%,-,12.5%,70.7,11.5%,3.8%,-,86.7%,12.5%,0.0%,12.5%,50.0%,50.0%,37.5%,12.5%,29.4%
