Matchup,SF @ KC
Pitcher,Tyler Mahle
Pitcher Team,SF
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,78.0,337,0.272,0.343,0.452,0.179,1.46,12,1.38,9.5%,21.6%,21.7%,20.6%,9.7%,8.42,57.7%,5.5%,7.3%,34.9%,27.2%,14.3%,12.5%
vsLHB,46.1,183,0.234,0.304,0.419,0.186,1.12,6,1.17,7.1%,22.6%,25.7%,21.7%,10.5%,9.13,63.0%,5.1%,4.9%,30.9%,32.5%,12.5%,15.4%
vsRHB,31.1,154,0.321,0.389,0.493,0.172,1.98,6,1.72,12.3%,20.2%,16.9%,18.8%,8.6%,7.47,51.3%,6.0%,10.1%,39.4%,21.1%,17.4%,9.2%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Salvador Perez RHB,,+502,17,4.20,10,1,1,95.9,240.9,2,1,10.0%,-,30.0%,60.0%,40.0%,71.4,16.7%,44.4%,16.7%,100.0%,50.0%,20.0%,50.0%,30.0%,30.0%,40.0%,40.0%,20.0%,14.3%
Carter Jensen LHB,,+492,16,4.80,10,1,2,95.8,315.6,5,2,20.0%,10.0%,20.0%,50.0%,30.0%,74.2,58.3%,75.0%,41.7%,100.0%,70.0%,60.0%,16.7%,10.0%,20.0%,30.0%,50.0%,20.0%,50.0%
Isaac Collins SHB,,+900,15,3.80,10,1,1,86.3,248.6,1,1,10.0%,-,10.0%,50.0%,60.0%,72.0,11.1%,33.3%,11.1%,94.7%,70.0%,20.0%,50.0%,50.0%,20.0%,10.0%,80.0%,10.0%,33.3%
Jac Caglianone LHB,,+400,19,4.00,10,1,2,92.7,250.4,3,3,20.0%,-,30.0%,60.0%,30.0%,78.0,85.7%,42.9%,35.7%,100.0%,50.0%,20.0%,50.0%,30.0%,40.0%,70.0%,10.0%,20.0%,100.0%
Tyler Tolbert RHB,,+1200,7,3.40,8,1,1,82.3,291.6,2,1,12.5%,12.5%,12.5%,62.5%,50.0%,70.6,-,83.3%,33.3%,75.0%,50.0%,-,-,50.0%,37.5%,25.0%,62.5%,12.5%,57.1%
Lane Thomas RHB,,+750,22,4.20,10,0,1,95.6,292.3,4,2,30.0%,30.0%,50.0%,70.0%,70.0%,73.0,38.5%,61.5%,38.5%,100.0%,60.0%,-,-,60.0%,30.0%,60.0%,20.0%,20.0%,50.0%
Starling Marte RHB,—,N/A,12,3.20,10,0,0,90.8,233.9,1,1,10.0%,10.0%,20.0%,30.0%,20.0%,74.2,43.8%,43.8%,18.8%,88.9%,40.0%,10.0%,0.0%,30.0%,60.0%,50.0%,50.0%,-,50.0%
Bobby Witt Jr. RHB,,+454,29,4.00,10,0,1,88.8,286.0,3,2,10.0%,-,10.0%,60.0%,40.0%,74.5,47.1%,35.3%,23.5%,94.4%,50.0%,20.0%,0.0%,30.0%,30.0%,20.0%,20.0%,60.0%,25.0%
Nick Loftin RHB,,+940,17,3.60,10,0,1,81.3,255.0,2,1,-,-,30.0%,20.0%,30.0%,69.6,-,66.7%,-,81.8%,40.0%,30.0%,0.0%,10.0%,40.0%,60.0%,20.0%,20.0%,16.7%
Michael Massey LHB,,+820,29,3.60,10,0,3,93.0,296.7,4,3,10.0%,-,20.0%,60.0%,40.0%,72.2,16.7%,58.3%,25.0%,100.0%,60.0%,30.0%,0.0%,30.0%,30.0%,40.0%,40.0%,20.0%,60.0%
Josh Rojas LHB,,+616,3,3.40,10,0,2,86.9,284.0,5,3,-,-,-,40.0%,70.0%,69.3,-,58.3%,8.3%,92.3%,70.0%,40.0%,0.0%,30.0%,20.0%,10.0%,40.0%,50.0%,60.0%
Vinnie Pasquantino LHB,,+563,19,4.20,10,0,0,89.9,255.7,3,3,10.0%,-,-,40.0%,30.0%,70.6,6.7%,46.7%,13.3%,88.2%,40.0%,30.0%,0.0%,10.0%,30.0%,20.0%,70.0%,10.0%,25.0%
