Matchup,SF @ ARI
Pitcher,Zac Gallen
Pitcher Team,ARI
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,54.2,248,0.311,0.386,0.547,0.236,1.59,13,2.14,6.9%,20.3%,12.5%,13.5%,9.3%,5.10,64.3%,4.8%,10.7%,41.3%,29.1%,17.5%,18.9%
vsLHB,28.2,139,0.347,0.418,0.573,0.226,1.81,7,2.20,6.5%,18.6%,10.1%,10.9%,8.3%,4.40,61.2%,4.3%,10.7%,46.4%,30.4%,17.6%,22.3%
vsRHB,26.0,109,0.267,0.347,0.515,0.248,1.35,6,2.08,7.3%,22.5%,15.6%,16.7%,10.6%,5.88,68.2%,5.4%,10.7%,34.5%,27.4%,17.4%,14.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Willy Adames RHB,,+450,22,20,3.80,2,2,0.263,0.300,0.579,0.316,0.376,5.0%,25.0%,25.0%,12.7%,85.5,265.2,5,2,14.3%,7.1%,21.4%,21.4%,42.9%,72.2,21.9%,18.8%,6.2%,88.9%,64.3%,35.7%,40.0%,28.6%,28.6%,42.9%,42.9%,14.3%,31.2%
Rafael Devers LHB,,+418,13,12,3.80,2,3,0.556,0.667,1.556,1.000,0.830,25.0%,21.1%,-,8.3%,94.7,313.9,5,3,33.3%,-,11.1%,55.6%,55.6%,72.5,23.5%,41.2%,17.6%,94.4%,88.9%,55.6%,40.0%,33.3%,11.1%,11.1%,55.6%,33.3%,12.5%
Victor Bericoto RHB,,+560,2,8,3.60,2,2,0.375,0.375,1.125,0.750,0.636,-,15.4%,-,9.5%,85.7,369.4,2,2,25.0%,-,-,37.5%,25.0%,75.5,54.5%,27.3%,27.3%,84.6%,37.5%,37.5%,66.7%,-,62.5%,62.5%,25.0%,12.5%,62.5%
Heliot Ramos RHB,,+559,39,22,3.60,1,1,0.278,0.409,0.500,0.222,0.393,18.2%,24.4%,9.1%,12.0%,84.9,331.9,2,2,6.2%,6.2%,6.2%,18.8%,25.0%,70.9,9.5%,14.3%,7.1%,93.3%,25.0%,6.2%,100.0%,18.8%,75.0%,37.5%,31.2%,31.2%,30.8%
Luis Arraez LHB,,+1400,4,16,4.20,1,3,0.400,0.375,0.933,0.533,0.526,-,2.9%,-,1.6%,92.1,305.4,6,5,-,-,25.0%,43.8%,37.5%,63.7,-,43.3%,6.7%,90.9%,75.0%,43.8%,14.3%,31.2%,25.0%,31.2%,56.2%,12.5%,21.4%
Casey Schmitt RHB,,+475,31,21,4.00,0,3,0.200,0.190,0.250,0.050,0.188,-,16.7%,19.0%,8.8%,98.2,282.7,8,5,23.5%,-,17.6%,76.5%,52.9%,72.9,25.8%,48.4%,32.3%,86.1%,76.5%,35.3%,0.0%,41.2%,17.6%,17.6%,52.9%,29.4%,20.0%
Eric Haase RHB,—,N/A,23,20,2.80,0,0,0.100,0.100,0.100,-,0.089,-,30.6%,15.0%,14.5%,81.8,262.2,3,1,5.9%,-,11.8%,35.3%,23.5%,72.0,22.6%,32.3%,9.7%,88.6%,35.2%,17.6%,0.0%,17.6%,41.2%,29.4%,52.9%,17.6%,10.0%
Matt Chapman RHB,—,N/A,17,18,3.80,0,1,0.133,0.278,0.200,0.067,0.232,11.1%,34.3%,33.3%,14.0%,87.0,223.0,2,2,11.1%,11.1%,22.2%,22.2%,33.3%,76.2,56.2%,6.2%,6.2%,94.1%,44.4%,11.1%,0.0%,33.3%,33.3%,44.4%,44.4%,11.1%,27.8%
Bryce Eldridge LHB,,+550,22,14,3.80,0,1,0.308,0.357,0.462,0.154,0.355,7.1%,15.8%,14.3%,6.8%,99.1,276.9,4,2,9.1%,-,9.1%,72.7%,27.3%,72.9,23.5%,41.2%,41.2%,100.0%,54.6%,27.3%,0.0%,27.3%,36.4%,27.3%,36.4%,36.4%,11.1%
Drew Gilbert LHB,,+1060,6,12,2.00,0,1,0.333,0.500,0.444,0.111,0.422,16.7%,0.0%,8.3%,-,85.8,250.5,3,1,-,-,25.0%,25.0%,75.0%,69.5,-,38.5%,7.7%,100.0%,62.5%,-,-,62.5%,25.0%,25.0%,62.5%,12.5%,37.5%
