Matchup,KC @ NYM
Pitcher,Christian Scott
Pitcher Team,NYM
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,47.1,204,0.228,0.313,0.394,0.167,1.29,7,1.33,9.8%,25.9%,28.9%,20.2%,12.7%,11.22,60.8%,7.3%,8.3%,35.5%,30.6%,18.9%,22.3%
vsLHB,32.1,130,0.208,0.288,0.400,0.192,1.08,6,1.67,7.7%,25.3%,30.8%,20.4%,12.8%,11.13,63.1%,7.8%,8.8%,32.5%,30.0%,25.0%,21.2%
vsRHB,15.0,74,0.267,0.357,0.383,0.117,1.73,1,0.60,13.5%,27.1%,25.7%,19.8%,12.4%,11.40,56.8%,6.2%,7.3%,41.5%,31.7%,7.7%,24.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Bobby Witt Jr. RHB,,+340,31,8,4.60,2,2,0.333,0.500,1.333,1.000,0.687,25.0%,26.1%,25.0%,12.0%,97.3,361.1,3,2,50.0%,25.0%,50.0%,50.0%,50.0%,72.4,15.0%,15.0%,10.0%,87.0%,100.0%,100.0%,50.0%,-,-,50.0%,25.0%,25.0%,33.3%
Carter Jensen LHB,,+390,38,15,4.60,1,1,0.333,0.333,0.533,0.200,0.377,-,34.5%,33.3%,16.1%,94.8,279.3,3,1,10.0%,10.0%,20.0%,50.0%,50.0%,73.4,40.7%,29.6%,18.5%,93.1%,70.0%,30.0%,33.3%,40.0%,20.0%,30.0%,40.0%,30.0%,50.0%
Nick Loftin RHB,,+900,24,10,4.20,1,1,0.300,0.300,0.700,0.400,0.426,-,7.1%,10.0%,3.1%,91.6,309.7,6,1,-,-,22.2%,22.2%,55.6%,68.9,7.7%,61.5%,7.7%,92.9%,88.8%,44.4%,25.0%,44.4%,11.1%,22.2%,22.2%,55.6%,21.4%
Salvador Perez RHB,,+427,19,15,4.60,0,1,-,0.067,-,-,0.048,-,26.7%,40.0%,13.1%,87.2,286.9,2,1,12.5%,-,25.0%,37.5%,37.5%,74.1,48.1%,14.8%,7.4%,90.0%,50.0%,25.0%,0.0%,25.0%,50.0%,50.0%,37.5%,12.5%,18.8%
Michael Massey LHB,,+450,30,15,3.60,0,2,0.100,0.400,0.100,-,0.276,33.3%,32.0%,20.0%,14.3%,95.8,311.5,3,2,14.3%,-,28.6%,57.1%,42.9%,71.4,15.0%,30.0%,15.0%,80.0%,85.8%,42.9%,0.0%,42.9%,14.3%,28.6%,57.1%,14.3%,23.5%
Lane Thomas RHB,,+630,26,13,4.40,0,0,0.200,0.385,0.400,0.200,0.345,23.1%,31.2%,23.1%,9.6%,100.1,310.5,2,2,14.3%,14.3%,28.6%,85.7%,42.9%,72.1,14.3%,50.0%,21.4%,87.5%,42.9%,14.3%,0.0%,28.6%,42.9%,57.1%,42.9%,-,23.1%
Isaac Collins SHB,,+725,18,13,3.20,0,0,0.182,0.308,0.182,-,0.237,15.4%,17.6%,15.4%,6.1%,84.8,273.1,1,0,-,-,11.1%,44.4%,11.1%,74.0,42.9%,35.7%,14.3%,87.5%,44.4%,33.3%,0.0%,11.1%,44.4%,33.3%,55.6%,11.1%,40.0%
Kameron Misner LHB,,+740,11,11,2.00,0,0,0.200,0.273,0.200,-,0.221,9.1%,32.4%,36.4%,20.0%,84.6,236.2,2,1,-,-,16.7%,33.3%,33.3%,74.9,42.4%,9.1%,-,100.0%,66.7%,50.0%,0.0%,16.7%,-,16.7%,50.0%,33.3%,53.8%
Jac Caglianone LHB,,+375,37,11,4.80,0,0,0.111,0.273,0.111,-,0.199,18.2%,40.0%,54.5%,19.2%,85.7,246.3,0,0,-,-,-,33.3%,-,78.6,87.5%,4.2%,4.2%,96.0%,33.3%,33.3%,0.0%,-,33.3%,33.3%,66.7%,-,25.0%
Tyler Tolbert RHB,,+870,18,10,3.80,0,0,0.222,0.300,0.222,-,0.243,10.0%,31.8%,50.0%,14.3%,91.3,196.4,0,0,-,-,-,50.0%,50.0%,68.6,5.3%,15.8%,5.3%,90.5%,50.0%,-,-,50.0%,50.0%,25.0%,25.0%,50.0%,28.6%
Starling Marte RHB,—,N/A,6,6,4.00,0,0,-,0.167,-,-,0.108,16.7%,39.1%,50.0%,25.7%,89.1,181.2,0,0,-,-,-,50.0%,-,72.4,23.8%,4.8%,4.8%,91.3%,-,-,-,-,50.0%,-,50.0%,50.0%,33.3%
Josh Rojas LHB,,+850,2,6,2.40,0,1,0.167,0.167,0.167,-,0.148,-,9.1%,-,4.0%,88.7,305.9,4,1,-,-,16.7%,33.3%,33.3%,69.3,-,50.0%,-,90.9%,83.4%,66.7%,0.0%,16.7%,16.7%,33.3%,16.7%,50.0%,25.0%
