Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Keibert Ruiz","WSH","Robbie Ray","SF","2","1.000","1.00","0.50","1.50","1","1","0","0","1","1","3","0.0","1.000","0"
"Tyler Heineman","TOR","Jesus Luzardo","PHI","2","1.000","1.00","0.50","1.50","1","1","0","0","1","3","3","0.0","1.000","0"
"Henry Davis","PIT","Shohei Ohtani","LAD","3","1.000","1.00","2.00","3.00","1","0","0","2","2","2","9","0.0","1.000","0"
"Stuart Fairchild","CLE","Carlos Rodon","NYY","3","0.667","1.00","1.00","1.67","1","0","0","1","1","2","5","33.3","0.750","1"
"Freddie Freeman","LAD","Jared Jones","PIT","3","0.667","1.00","0.33","1.00","1","1","0","0","1","0","3","33.3","0.667","0"
"Bryson Stott","PHI","Max Scherzer","TOR","13","0.615","0.73","0.08","0.69","7","1","0","0","1","2","9","15.4","0.643","0"
"Pete Alonso","BAL","George Kirby","SEA","5","0.600","0.67","0.60","1.20","2","0","0","1","1","3","6","20.0","0.714","2"
"Sal Stewart","CIN","Michael King","SD","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Blaze Alexander","BAL","George Kirby","SEA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Ernie Clement","TOR","Jesus Luzardo","PHI","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Will Smith","LAD","Jared Jones","PIT","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","0"
"Esteury Ruiz","MIA","Ryne Nelson","ARI","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Jonah Heim","ATH","Brandon Sproat","MIL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Masataka Yoshida","BOS","Drew Rasmussen","TB","4","0.500","0.67","0.50","1.00","0","2","0","0","2","0","4","25.0","0.500","0"
"Carson Kelly","CHC","Michael Lorenzen","COL","4","0.500","0.67","0.25","0.75","1","1","0","0","1","1","3","25.0","0.500","0"
"Gunnar Henderson","BAL","George Kirby","SEA","16","0.438","0.50","0.31","0.75","4","2","0","1","3","1","12","18.8","0.438","0"
"MJ Melendez","NYM","Andre Pallante","STL","7","0.429","0.50","0.14","0.57","2","1","0","0","1","1","4","14.3","0.429","0"
"Trevor Larnach","MIN","Framber Valdez","DET","5","0.400","0.67","0.20","0.60","1","1","0","0","1","1","3","40.0","0.500","1"
"Colton Cowser","BAL","George Kirby","SEA","8","0.375","0.43","0.13","0.50","2","1","0","0","1","1","4","12.5","0.375","0"
"Jeremy Pena","HOU","Reid Detmers","LAA","20","0.350","0.44","0.05","0.40","6","1","0","0","1","2","8","20.0","0.409","2"
"Curtis Mead","WSH","Robbie Ray","SF","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.333","0"
"Josh Jung","TEX","Seth Lugo","KC","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","0.0","0.333","0"
"Mark Vientos","NYM","Andre Pallante","STL","6","0.333","0.20","0.50","0.83","1","0","0","1","1","1","5","0.0","0.429","1"
"Junior Caminero","TB","Jake Bennett","BOS","9","0.333","0.29","0.33","0.67","2","0","0","1","1","2","6","11.1","0.455","2"
"Isaac Paredes","HOU","Reid Detmers","LAA","9","0.333","0.38","0.11","0.44","2","1","0","0","1","3","4","11.1","0.400","1"
"Myles Straw","TOR","Jesus Luzardo","PHI","9","0.333","0.50","0.11","0.44","2","1","0","0","1","3","4","33.3","0.333","0"
"Starling Marte","KC","MacKenzie Gore","TEX","15","0.333","0.36","0.20","0.53","4","0","0","1","1","2","8","20.0","0.412","1"
"Jose Altuve","HOU","Reid Detmers","LAA","21","0.333","0.36","0.29","0.62","5","0","0","2","2","5","13","23.8","0.417","2"
"Yordan Alvarez","HOU","Reid Detmers","LAA","16","0.313","0.36","0.19","0.50","2","3","0","0","3","1","8","12.5","0.421","2"
"Josh Bell","MIN","Framber Valdez","DET","16","0.313","0.44","0.19","0.50","4","0","0","1","1","3","8","37.5","0.389","2"
"Ian Happ","CHC","Michael Lorenzen","COL","10","0.300","0.20","0.70","1.00","0","1","0","2","3","5","10","30.0","0.462","3"
"Byron Buxton","MIN","Framber Valdez","DET","10","0.300","0.50","0.10","0.40","2","1","0","0","1","0","4","40.0","0.364","1"
"Tyler Stephenson","CIN","Michael King","SD","7","0.286","0.50","0.14","0.43","1","1","0","0","1","2","3","42.9","0.286","0"
"Yandy Diaz","TB","Jake Bennett","BOS","14","0.286","0.40","0.07","0.36","3","1","0","0","1","3","5","35.7","0.267","0"
"Spencer Steer","CIN","Michael King","SD","4","0.250","0.50","0.25","0.50","0","1","0","0","1","0","2","50.0","0.250","0"
"Will Benson","CIN","Michael King","SD","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.250","0"
"Brandon Marsh","PHI","Max Scherzer","TOR","8","0.250","0.40","0.13","0.38","1","1","0","0","1","0","3","37.5","0.250","0"
"Bo Bichette","NYM","Andre Pallante","STL","8","0.250","0.29","0.13","0.38","1","1","0","0","1","1","3","12.5","0.333","1"
"Corey Seager","TEX","Seth Lugo","KC","8","0.250","0.17","0.50","0.75","0","1","0","1","2","1","6","12.5","0.455","1"
"George Springer","TOR","Jesus Luzardo","PHI","8","0.250","0.20","0.38","0.63","1","0","0","1","1","1","5","25.0","0.250","0"
"Juan Soto","NYM","Andre Pallante","STL","12","0.250","0.27","0.08","0.33","2","1","0","0","1","0","4","8.3","0.357","2"
"Rhys Hoskins","CLE","Carlos Rodon","NYY","12","0.250","0.25","0.33","0.58","1","1","0","1","2","2","7","25.0","0.400","3"
"Michael Conforto","CHC","Michael Lorenzen","COL","12","0.250","0.30","0.08","0.33","2","1","0","0","1","0","4","16.7","0.308","1"
"Bryce Harper","PHI","Max Scherzer","TOR","24","0.250","0.27","0.46","0.71","1","2","0","3","5","4","17","41.7","0.419","7"
"Jose Ramirez","CLE","Carlos Rodon","NYY","56","0.250","0.27","0.11","0.36","9","4","1","0","5","5","20","8.9","0.354","8"
"Taylor Ward","BAL","George Kirby","SEA","30","0.233","0.22","0.33","0.57","3","1","0","3","4","4","17","30.0","0.233","0"
"Jake Meyers","HOU","Reid Detmers","LAA","13","0.231","0.38","0.08","0.31","2","1","0","0","1","0","4","38.5","0.231","0"
"Kyle Schwarber","PHI","Max Scherzer","TOR","18","0.222","0.29","0.33","0.56","2","0","0","2","2","3","10","50.0","0.391","5"
"Randal Grichuk","CWS","Chris Sale","ATL","27","0.222","0.24","0.26","0.48","3","1","0","2","3","3","13","29.6","0.300","3"
"Adley Rutschman","BAL","George Kirby","SEA","19","0.211","0.23","0.16","0.37","3","0","0","1","1","2","7","26.3","0.211","0"
"Christian Walker","HOU","Reid Detmers","LAA","5","0.200","0.50","0.20","0.40","0","1","0","0","1","0","2","60.0","0.333","1"
"Salvador Perez","KC","MacKenzie Gore","TEX","6","0.167","0.17","0.17","0.33","0","1","0","0","1","0","2","0.0","0.167","0"
"Gavin Sheets","SD","Brady Singer","CIN","26","0.154","0.12","0.23","0.38","2","0","0","2","2","6","10","26.9","0.154","0"
"Brayan Rocchio","CLE","Carlos Rodon","NYY","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","62.5","0.222","1"
"J.T. Realmuto","PHI","Max Scherzer","TOR","64","0.109","0.12","0.11","0.22","4","1","0","2","3","3","14","31.3","0.174","4"
