Matchup,HOU @ TOR
Pitcher,Trey Yesavage
Pitcher Team,TOR
Opposing Team,HOU

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.0,224,0.199,0.287,0.357,0.158,1.16,5,0.82,11.2%,29.5%,23.7%,19.4%,14.4%,8.67,57.6%,6.3%,4.8%,34.5%,26.2%,13.2%,16.6%
vsLHB,30.0,126,0.207,0.286,0.342,0.135,1.27,2,0.60,11.9%,31.5%,20.6%,20.5%,14.6%,7.80,61.1%,7.3%,4.7%,36.5%,29.4%,8.0%,15.3%
vsRHB,25.0,98,0.188,0.287,0.376,0.188,1.04,3,1.08,10.2%,27.4%,27.6%,18.5%,14.1%,9.72,53.1%,5.2%,5.0%,31.7%,21.7%,23.1%,18.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Cam Smith RHB,,+730,28,17,4.00,2,2,0.375,0.353,0.938,0.562,0.524,-,25.7%,17.6%,12.2%,94.5,293.5,3,2,21.4%,7.1%,28.6%,57.1%,50.0%,77.2,72.7%,24.2%,18.2%,97.1%,35.7%,40.0%,21.4%,35.7%,50.0%,42.9%,7.1%,28.6%
Jeremy Pena RHB,,+720,19,15,3.20,2,2,0.333,0.467,0.833,0.500,0.528,20.0%,26.5%,13.3%,14.5%,86.1,240.7,3,2,-,-,60.0%,30.0%,40.0%,72.4,13.8%,10.3%,3.4%,85.3%,40.0%,25.0%,30.0%,10.0%,70.0%,10.0%,20.0%,42.1%
Jose Altuve RHB,,+610,19,20,4.40,1,2,0.250,0.250,0.500,0.250,0.321,-,27.3%,25.0%,14.1%,86.2,274.8,4,2,13.3%,6.7%,26.7%,26.7%,46.7%,68.0,3.4%,31.0%,10.3%,87.9%,20.0%,33.3%,33.3%,46.7%,66.7%,26.7%,6.7%,28.6%
Yainer Diaz RHB,,+550,37,19,3.80,1,1,0.333,0.368,0.611,0.278,0.419,5.3%,16.7%,15.8%,10.2%,91.1,279.5,3,3,13.3%,6.7%,20.0%,46.7%,60.0%,72.6,33.3%,57.1%,23.8%,77.8%,26.7%,25.0%,40.0%,26.7%,46.7%,46.7%,6.7%,33.3%
Christian Walker RHB,,+394,15,18,4.40,1,2,0.125,0.222,0.375,0.250,0.259,11.1%,35.5%,38.9%,17.7%,92.4,292.6,5,3,-,-,44.4%,55.6%,22.2%,73.8,31.0%,20.7%,17.2%,93.5%,55.6%,20.0%,22.2%,11.1%,44.4%,11.1%,44.4%,17.6%
Taylor Trammell LHB,—,N/A,11,14,1.60,1,1,0.231,0.286,0.538,0.308,0.351,7.1%,50.0%,42.9%,25.0%,94.6,296.8,3,1,14.3%,14.3%,28.6%,57.1%,28.6%,73.4,40.0%,20.0%,15.0%,95.2%,71.4%,20.0%,14.3%,14.3%,42.9%,42.9%,14.3%,28.6%
Isaac Paredes RHB,,+520,20,17,4.40,0,1,0.214,0.353,0.286,0.071,0.298,11.8%,27.6%,29.4%,9.0%,82.9,314.8,4,2,-,-,22.2%,44.4%,55.6%,68.3,14.3%,28.6%,-,72.4%,33.3%,0.0%,22.2%,44.4%,33.3%,55.6%,11.1%,10.0%
Brice Matthews RHB,—,N/A,13,15,2.80,0,0,0.143,0.200,0.143,-,0.162,6.7%,50.0%,40.0%,24.1%,79.5,255.7,1,1,12.5%,-,12.5%,50.0%,50.0%,72.4,22.7%,18.2%,9.1%,88.0%,12.5%,0.0%,37.5%,37.5%,50.0%,37.5%,12.5%,31.2%
Christian Vazquez RHB,,+1140,16,14,2.80,0,0,0.077,0.143,0.077,-,0.110,7.1%,6.7%,7.1%,3.6%,79.2,256.4,1,1,-,-,-,16.7%,33.3%,65.7,-,34.6%,-,86.7%,33.3%,0.0%,8.3%,41.7%,8.3%,25.0%,66.7%,30.0%
Yordan Alvarez LHB,,+311,22,14,4.40,0,1,0.286,0.286,0.429,0.143,0.309,-,24.4%,28.6%,12.0%,88.4,287.6,3,2,20.0%,-,10.0%,40.0%,50.0%,75.8,51.4%,13.5%,8.1%,90.2%,40.0%,0.0%,40.0%,20.0%,20.0%,40.0%,40.0%,61.5%
Jake Meyers RHB,,+1100,10,13,3.20,0,0,0.083,0.154,0.083,-,0.118,7.7%,17.9%,30.8%,8.2%,89.4,308.6,4,0,-,-,-,37.5%,25.0%,65.3,-,24.0%,8.0%,92.6%,37.5%,0.0%,25.0%,37.5%,-,87.5%,12.5%,26.7%
Joey Loperfido LHB,,+1020,11,13,2.40,0,1,0.200,0.385,0.400,0.200,0.345,23.1%,15.8%,15.4%,6.1%,90.5,289.6,4,1,12.5%,-,-,25.0%,37.5%,72.0,11.8%,35.3%,11.8%,89.5%,75.0%,0.0%,12.5%,12.5%,12.5%,50.0%,37.5%,50.0%
Raynel Delgado LHB,—,N/A,4,5,3.00,0,0,0.400,0.400,0.400,-,0.356,-,20.0%,20.0%,12.5%,80.7,178.3,0,0,-,-,25.0%,-,25.0%,71.7,-,20.0%,-,100.0%,25.0%,0.0%,25.0%,25.0%,25.0%,25.0%,50.0%,50.0%
