Matchup,HOU @ CWS
Pitcher,Ronel Blanco
Pitcher Team,HOU
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,4.2,19,0.125,0.320,0.500,0.375,1.07,2,3.86,15.8%,36.7%,42.1%,22.9%,20.9%,15.43,84.2%,7.0%,37.5%,62.5%,75.0%,33.3%,25.0%
vsLHB,3.1,15,0.167,0.405,0.667,0.500,1.50,2,5.40,20.0%,38.1%,46.7%,21.9%,21.9%,18.90,80.0%,6.8%,40.0%,80.0%,100.0%,40.0%,40.0%
vsRHB,1.1,4,-,-,-,-,-,0,-,-,28.6%,25.0%,33.3%,15.4%,6.75,100.0%,7.7%,33.3%,33.3%,33.3%,-,-

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Munetaka Murakami LHB,,+241,31,4.40,10,2,3,92.9,346.0,5,3,20.0%,10.0%,10.0%,60.0%,20.0%,76.7,72.7%,45.5%,27.3%,91.7%,60.0%,60.0%,33.3%,-,40.0%,20.0%,40.0%,40.0%,57.1%
Colson Montgomery LHB,,+260,27,4.20,10,1,1,87.9,227.5,1,1,10.0%,-,10.0%,20.0%,30.0%,77.8,91.7%,16.7%,-,85.7%,60.0%,30.0%,0.0%,30.0%,10.0%,20.0%,70.0%,10.0%,50.0%
Junior Perez RHB,—,N/A,-,1.80,2,1,1,95.1,408.6,1,1,50.0%,-,-,50.0%,50.0%,73.4,33.3%,33.3%,33.3%,100.0%,50.0%,50.0%,100.0%,-,50.0%,50.0%,50.0%,-,50.0%
Sam Antonacci LHB,,+584,24,4.20,10,0,0,84.9,283.5,2,1,10.0%,-,-,20.0%,40.0%,68.5,-,35.3%,5.9%,94.4%,30.0%,10.0%,0.0%,20.0%,70.0%,30.0%,50.0%,20.0%,25.0%
Braden Montgomery SHB,,+610,22,4.40,10,0,0,91.2,315.5,3,2,10.0%,-,-,60.0%,50.0%,68.7,5.6%,44.4%,22.2%,90.0%,50.0%,20.0%,0.0%,30.0%,50.0%,40.0%,60.0%,-,57.1%
Randal Grichuk RHB,—,N/A,15,1.80,10,0,1,92.8,276.3,3,1,10.0%,-,10.0%,50.0%,30.0%,75.5,61.5%,53.8%,23.1%,92.9%,70.0%,30.0%,0.0%,40.0%,20.0%,20.0%,30.0%,50.0%,44.4%
Tristan Peters LHB,,+640,18,4.00,10,0,1,93.5,274.7,3,1,10.0%,10.0%,30.0%,60.0%,30.0%,70.7,10.5%,47.4%,15.8%,100.0%,50.0%,40.0%,0.0%,10.0%,40.0%,70.0%,10.0%,20.0%,77.8%
Andrew Benintendi LHB,,+432,24,3.20,10,0,0,87.7,200.9,1,1,-,-,40.0%,30.0%,30.0%,69.3,5.9%,29.4%,11.8%,94.4%,40.0%,20.0%,0.0%,20.0%,30.0%,70.0%,10.0%,20.0%,75.0%
Miguel Vargas RHB,,+285,4,4.40,10,0,0,90.9,252.1,3,1,-,-,30.0%,30.0%,30.0%,74.5,46.7%,40.0%,13.3%,93.8%,60.0%,40.0%,0.0%,20.0%,30.0%,50.0%,20.0%,30.0%,37.5%
Luisangel Acuna RHB,—,N/A,14,1.80,10,0,0,89.1,256.8,1,0,-,-,10.0%,40.0%,10.0%,75.0,66.7%,50.0%,41.7%,85.7%,30.0%,20.0%,0.0%,10.0%,60.0%,70.0%,20.0%,10.0%,50.0%
Drew Romo SHB,,+690,31,3.40,10,0,0,74.4,140.5,0,0,-,-,10.0%,-,10.0%,70.7,10.0%,10.0%,-,100.0%,30.0%,30.0%,0.0%,-,20.0%,10.0%,20.0%,70.0%,25.0%
Edgar Quero SHB,—,N/A,10,3.20,10,0,0,95.0,326.2,4,4,-,-,-,60.0%,30.0%,69.5,-,56.2%,18.8%,94.1%,70.0%,60.0%,0.0%,10.0%,30.0%,10.0%,60.0%,30.0%,12.5%
Chase Meidroth RHB,,+1140,9,3.80,10,0,0,86.1,226.2,2,0,-,-,20.0%,50.0%,20.0%,69.4,-,81.8%,9.1%,84.6%,50.0%,20.0%,0.0%,30.0%,30.0%,50.0%,50.0%,-,42.9%
