Matchup,STL @ CHC
Pitcher,Matthew Boyd
Pitcher Team,CHC
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,79.2,329,0.246,0.302,0.379,0.133,1.22,9,1.02,7.0%,22.8%,20.1%,16.5%,11.3%,7.46,68.2%,7.4%,9.4%,37.4%,23.8%,14.3%,22.6%
vsLHB,21.1,85,0.224,0.270,0.289,0.066,1.17,1,0.42,9.4%,29.1%,21.2%,19.6%,14.5%,7.59,69.4%,6.8%,6.9%,36.2%,17.2%,10.0%,22.4%
vsRHB,57.1,244,0.253,0.313,0.409,0.156,1.26,8,1.26,6.1%,20.9%,19.7%,15.6%,10.3%,7.53,67.8%,7.6%,10.2%,37.9%,26.0%,15.2%,22.6%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nathan Church LHB,—,N/A,15,4.20,10,1,1,84.5,271.2,3,3,20.0%,-,10.0%,50.0%,30.0%,69.4,6.7%,40.0%,33.3%,78.9%,40.0%,30.0%,33.3%,10.0%,30.0%,20.0%,60.0%,20.0%,37.5%
Jose Fermin RHB,,+720,14,3.40,10,1,1,91.8,310.1,4,2,10.0%,10.0%,60.0%,30.0%,40.0%,69.3,6.2%,50.0%,6.2%,100.0%,60.0%,40.0%,25.0%,20.0%,40.0%,80.0%,20.0%,-,25.0%
Jordan Walker RHB,,+320,35,3.80,10,1,1,90.7,244.0,3,1,10.0%,10.0%,30.0%,40.0%,40.0%,78.6,83.3%,41.7%,33.3%,92.3%,70.0%,30.0%,33.3%,40.0%,20.0%,30.0%,50.0%,20.0%,42.9%
JJ Wetherholt LHB,,+650,24,4.60,10,0,1,82.3,265.2,1,1,10.0%,-,-,20.0%,10.0%,70.6,11.1%,44.4%,22.2%,69.2%,10.0%,10.0%,0.0%,-,80.0%,50.0%,40.0%,10.0%,42.9%
Blaze Jordan RHB,,+750,20,2.40,10,0,2,89.2,260.6,2,2,20.0%,-,20.0%,40.0%,40.0%,73.6,13.3%,20.0%,20.0%,93.8%,50.0%,30.0%,0.0%,20.0%,40.0%,50.0%,30.0%,20.0%,66.7%
Ivan Herrera RHB,,+493,24,4.60,10,0,1,91.8,285.9,3,0,10.0%,10.0%,20.0%,60.0%,30.0%,75.2,38.5%,53.8%,38.5%,92.9%,40.0%,10.0%,0.0%,30.0%,50.0%,30.0%,60.0%,10.0%,25.0%
Alec Burleson LHB,,+539,22,4.20,10,0,0,93.1,289.1,3,0,-,-,20.0%,70.0%,30.0%,72.8,29.4%,47.1%,35.3%,85.0%,40.0%,10.0%,0.0%,30.0%,60.0%,60.0%,30.0%,10.0%,87.5%
Everson Pereira RHB,,+680,13,2.60,10,0,0,84.0,287.6,3,0,-,-,10.0%,30.0%,30.0%,74.5,62.5%,37.5%,12.5%,94.1%,50.0%,30.0%,0.0%,20.0%,50.0%,30.0%,40.0%,30.0%,62.5%
Pedro Pages RHB,,+850,11,2.40,10,0,0,86.3,195.3,0,0,-,-,20.0%,40.0%,30.0%,72.6,26.1%,21.7%,13.0%,95.8%,40.0%,10.0%,0.0%,30.0%,50.0%,40.0%,50.0%,10.0%,50.0%
Masyn Winn RHB,,+650,10,3.60,10,0,1,88.3,293.9,4,1,-,-,10.0%,40.0%,60.0%,72.5,20.0%,33.3%,13.3%,100.0%,80.0%,50.0%,0.0%,30.0%,20.0%,30.0%,40.0%,30.0%,10.0%
Bryan Torres LHB,—,N/A,3,2.60,9,0,0,69.1,224.4,0,0,-,-,-,-,11.1%,63.5,-,15.4%,-,81.2%,33.3%,22.2%,0.0%,11.1%,55.6%,22.2%,33.3%,44.4%,14.3%
Jimmy Crooks LHB,—,N/A,1,4.00,3,0,1,93.5,287.9,1,1,33.3%,-,-,33.3%,33.3%,72.4,40.0%,40.0%,20.0%,100.0%,66.7%,66.7%,0.0%,-,-,-,33.3%,66.7%,33.3%
