Split,Season
Range,L10
Dates,="6/22/2026"
Games,13

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:10 PM,Kodai Senga,vs,23.1,114,7.00,0.292,0.407,1.93,0.260,0.552,7,2.70,53,29.6%,23.7%,24.1%,13.6%,10.41,17,14.9%,52.6%,6.4%,68,38.2%,8,11.8%,33.8%,30.4%,23.5%
7:10 PM,Brady Singer,vs,47.2,220,6.77,0.286,0.383,1.59,0.255,0.541,14,2.64,106,24.2%,17.3%,16.8%,10.6%,7.17,20,9.1%,52.5%,6.1%,159,38.4%,18,11.3%,34.0%,25.9%,22.0%
8:40 PM,Jake Bennett,@,20.2,85,3.34,0.276,0.299,1.26,0.092,0.368,1,0.44,28,22.2%,15.3%,13.0%,12.3%,5.66,5,5.9%,61.9%,8.6%,66,36.4%,5,7.6%,18.2%,8.3%,12.1%
7:40 PM,Anthony Kay,vs,49.1,222,4.82,0.271,0.349,1.38,0.172,0.443,7,1.28,85,22.1%,18.9%,15.1%,10.2%,7.66,16,7.2%,56.1%,6.3%,154,36.4%,14,9.1%,22.1%,20.6%,20.8%
10:10 PM,Grant Holmes,@,46.2,212,5.82,0.269,0.363,1.54,0.226,0.495,11,2.12,92,27.3%,20.8%,20.4%,13.2%,8.49,22,10.4%,58.7%,6.9%,144,48.6%,17,11.8%,27.1%,25.6%,22.2%
7:45 PM,Merrill Kelly,@,58.1,258,5.57,0.265,0.343,1.42,0.222,0.487,11,1.70,114,20.8%,13.2%,14.0%,10.3%,5.25,21,8.1%,63.5%,5.6%,201,41.3%,27,13.4%,26.9%,16.7%,18.4%
6:40 PM,Michael Wacha,@,60.2,259,4.19,0.262,0.326,1.32,0.181,0.443,7,1.04,105,20.7%,17.0%,17.6%,10.1%,6.53,18,6.9%,65.3%,8.8%,194,33.0%,8,4.1%,23.7%,15.2%,18.0%
6:10 PM,Framber Valdez,vs,54.0,240,4.95,0.260,0.339,1.43,0.159,0.418,8,1.33,87,23.0%,19.6%,19.5%,10.4%,7.83,23,9.6%,57.1%,7.2%,163,42.9%,14,8.6%,25.2%,19.5%,18.4%
9:38 PM,Samuel Aldegheri,vs,20.0,91,4.90,0.256,0.336,1.55,0.154,0.410,2,0.90,32,19.4%,14.3%,12.0%,9.1%,5.85,11,12.1%,63.0%,6.0%,66,36.4%,4,6.1%,37.9%,8.0%,18.2%
6:40 PM,Kumar Rocker,@,47.2,212,4.63,0.255,0.326,1.47,0.154,0.410,6,1.13,77,21.8%,17.5%,16.6%,10.1%,6.99,22,10.4%,52.8%,6.4%,152,44.7%,13,8.6%,21.1%,12.5%,18.4%
7:40 PM,Gavin Williams,@,60.2,254,4.15,0.255,0.325,1.22,0.209,0.464,11,1.63,111,29.6%,24.4%,20.2%,14.7%,9.20,13,5.1%,65.5%,9.5%,176,48.9%,22,12.5%,21.6%,26.3%,14.8%
7:40 PM,Eric Lauer,@,50.0,217,6.84,0.254,0.348,1.34,0.249,0.503,15,2.70,99,17.8%,14.3%,12.9%,8.9%,5.58,17,7.8%,65.5%,6.4%,168,38.1%,20,11.9%,42.3%,19.7%,21.4%
7:40 PM,Zebby Matthews,vs,42.1,178,4.73,0.253,0.321,1.20,0.199,0.452,8,1.70,75,23.0%,19.1%,19.8%,10.8%,7.23,9,5.1%,68.0%,8.2%,133,39.1%,15,11.3%,32.3%,18.6%,18.8%
7:10 PM,Shota Imanaga,@,57.1,241,5.45,0.249,0.337,1.24,0.235,0.484,14,2.20,107,30.5%,21.6%,21.3%,15.5%,8.16,16,6.6%,59.5%,6.6%,170,36.5%,20,11.8%,31.8%,25.9%,18.2%
6:40 PM,Tyler Phillips,vs,34.1,147,4.41,0.242,0.316,1.37,0.167,0.409,4,1.05,54,26.2%,17.7%,19.4%,11.9%,6.82,15,10.2%,64.4%,5.9%,106,35.8%,7,6.6%,26.4%,10.7%,11.3%
9:38 PM,Kyle Bradish,@,54.0,236,4.77,0.242,0.329,1.44,0.188,0.430,9,1.50,89,26.7%,24.2%,21.3%,11.7%,9.50,28,11.9%,57.2%,5.3%,150,37.3%,17,11.3%,22.0%,24.2%,11.3%
8:40 PM,Ryan Feltner,vs,40.2,173,4.97,0.237,0.326,1.30,0.212,0.449,7,1.55,70,24.7%,19.1%,19.3%,11.7%,7.30,16,9.2%,57.5%,9.2%,123,44.7%,13,10.6%,27.6%,20.6%,17.9%
7:45 PM,Andre Pallante,vs,56.2,231,3.84,0.230,0.284,1.11,0.131,0.362,7,1.11,77,22.2%,21.6%,18.2%,9.9%,7.94,14,6.1%,69.3%,8.3%,164,32.3%,9,5.5%,20.7%,20.6%,11.0%
10:10 PM,Michael King,vs,56.1,236,4.77,0.230,0.303,1.24,0.160,0.390,9,1.44,83,24.9%,19.5%,17.4%,11.4%,7.35,21,8.9%,61.6%,7.0%,166,33.7%,16,9.6%,24.7%,19.5%,15.1%
6:45 PM,Foster Griffin,vs,58.1,236,4.42,0.215,0.290,1.05,0.164,0.379,10,1.54,81,24.8%,24.6%,19.2%,11.7%,8.95,15,6.4%,59.9%,6.2%,157,36.3%,16,10.2%,25.5%,22.5%,19.1%
6:40 PM,Drew Rasmussen,vs,59.1,234,2.64,0.213,0.243,0.96,0.086,0.299,5,0.76,66,26.4%,27.4%,22.1%,13.4%,9.71,10,4.3%,65.0%,7.1%,158,29.7%,8,5.1%,17.7%,17.9%,17.1%
7:07 PM,Dylan Cease,vs,57.1,236,2.59,0.209,0.272,1.15,0.109,0.318,5,0.78,67,36.2%,35.2%,25.0%,16.5%,13.03,22,9.3%,62.8%,6.0%,128,40.6%,8,6.2%,20.3%,19.2%,18.0%
6:10 PM,Gerrit Cole,@,27.1,111,4.23,0.196,0.268,1.02,0.157,0.353,4,1.32,36,17.0%,21.6%,20.2%,8.1%,7.90,8,7.2%,68.8%,4.7%,78,28.2%,4,5.1%,28.2%,13.6%,19.2%
7:07 PM,Hunter Brown,@,15.2,64,1.76,0.145,0.212,1.09,0.018,0.164,0,-,9,28.4%,37.5%,31.6%,11.4%,13.79,9,14.1%,52.3%,7.0%,31,32.3%,1,3.2%,22.6%,-,16.1%
