HR Split,Overall
Dates,="8/25/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:05 PM,Will Warren,vs,1.03,0.38,1.15,1.65,10.3%,26.3%,50.3%,21.4%,7.4%,1367
2,6:40 PM,Ian Seymour,@,1.02,0.56,1.02,1.61,10.7%,26.6%,36.5%,26.8%,10.4%,778
3,9:38 PM,Gavin Williams,@,1.00,0.29,1.37,1.49,11.5%,24.8%,44.4%,28.5%,7.8%,1462
4,9:40 PM,Aaron Nola,@,0.93,0.61,0.86,1.96,7.6%,22.5%,44.5%,26.1%,5.9%,1123
5,7:07 PM,Max Scherzer,vs,0.65,0.14,1.14,1.80,8.2%,18.7%,29.9%,31.4%,7.4%,718
6,7:15 PM,Tyler Glasnow,@,0.63,-0.14,1.34,1.33,9.1%,25.5%,40.6%,26.8%,8.9%,702
7,9:40 PM,George Kirby,vs,0.54,0.79,0.20,1.68,7.1%,18.2%,43.0%,24.9%,7.3%,1300
8,9:40 PM,Michael King,vs,0.46,0.64,-0.10,1.62,8.8%,17.9%,30.3%,29.6%,6.0%,1040
9,7:10 PM,Zach Thornton,vs,0.44,-0.92,1.07,1.42,8.2%,17.2%,42.3%,24.8%,9.5%,313
10,7:15 PM,Bryce Elder,vs,0.38,0.43,0.12,1.47,7.4%,19.0%,42.7%,25.3%,6.8%,1379
11,9:45 PM,Brady Singer,@,0.32,0.41,0.06,1.41,8.9%,15.9%,40.2%,25.9%,6.1%,1428
12,7:10 PM,Kyle Harrison,@,0.31,-0.84,0.72,1.38,7.5%,18.0%,39.4%,26.0%,8.5%,651
13,6:40 PM,Jackson Jobe,vs,0.21,1.10,-1.44,1.29,11.4%,11.6%,38.9%,22.4%,5.4%,340
14,9:40 PM,Paul Skenes,@,0.05,-0.05,0.20,0.96,10.0%,16.5%,40.7%,24.8%,6.6%,1413
15,6:40 PM,Payton Tolle,@,0.00,0.71,-0.05,1.35,5.4%,19.6%,33.3%,24.2%,8.3%,674
16,9:40 PM,Taj Bradley,@,-0.06,0.44,-0.67,0.98,7.9%,13.7%,44.9%,27.9%,6.4%,1322
17,7:40 PM,Jacob deGrom,@,-0.15,0.26,-0.50,0.88,8.1%,12.9%,46.6%,28.1%,5.6%,1281
18,7:40 PM,Anthony Kay,vs,-0.34,-1.19,0.24,0.86,7.3%,13.8%,41.1%,21.4%,7.7%,686
19,7:45 PM,Chris Bassitt,@,-0.38,0.32,-1.25,1.06,5.7%,15.3%,34.9%,22.4%,7.1%,1181
20,9:40 PM,Brandon Pfaadt,vs,-0.44,0.09,-0.66,0.97,5.5%,14.1%,33.6%,24.8%,8.4%,1292
21,9:40 PM,Gage Jump,vs,-0.54,-0.84,-0.06,0.84,5.9%,13.3%,33.1%,25.1%,8.2%,477
22,7:07 PM,Seth Lugo,@,-0.59,-0.37,-0.33,0.81,5.8%,10.4%,39.6%,25.6%,6.8%,1349
23,9:45 PM,Adrian Houser,vs,-0.67,-0.11,-0.66,0.60,7.3%,8.1%,43.6%,23.9%,6.4%,1063
24,9:38 PM,Walbert Urena,vs,-0.75,-0.57,-0.41,0.64,5.9%,10.3%,36.6%,25.4%,7.7%,580
25,9:40 PM,Clay Holmes,@,-1.00,-0.62,-0.75,0.48,5.8%,9.4%,40.9%,18.8%,6.8%,1093
26,6:45 PM,Andrew Alvarez,vs,-1.05,-0.22,-0.84,0.54,4.4%,8.3%,40.0%,22.1%,6.6%,543
27,7:05 PM,Ethan Pecko,@,-,-,-,0.00,0.0%,0.0%,20.0%,50.0%,3.4%,36
