Matchup,ATL @ CIN
Pitcher,Grant Holmes
Pitcher Team,ATL
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,52.1,223,0.222,0.309,0.404,0.182,1.30,9,1.55,10.8%,29.0%,21.5%,22.3%,14.0%,8.25,54.9%,6.7%,9.3%,44.4%,26.5%,22.5%,21.2%
vsLHB,31.0,130,0.211,0.301,0.386,0.175,1.26,5,1.45,11.5%,29.2%,23.8%,25.0%,13.9%,9.00,55.0%,6.5%,11.9%,51.2%,29.8%,20.0%,23.8%
vsRHB,21.1,93,0.238,0.320,0.429,0.190,1.36,4,1.69,9.7%,28.7%,18.3%,18.7%,14.1%,7.17,54.8%,7.2%,6.0%,35.8%,22.4%,26.7%,17.9%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Tyler Stephenson RHB,+592,21,4.00,2,2,0.211,0.286,0.579,0.368,0.365,9.5%,30.0%,23.8%,14.8%,87.8,21.4%,14.3%,21.4%,35.7%,50.0%,71.9,10.3%,27.6%,13.8%,96.7%,21.4%,66.7%,28.6%,35.7%,42.9%,28.6%,21.4%,31.6%
Elly De La Cruz SHB,+406,18,4.80,2,2,0.188,0.278,0.562,0.375,0.355,11.1%,18.5%,33.3%,7.8%,96.2,20.0%,-,-,60.0%,50.0%,73.5,32.0%,28.0%,16.0%,92.6%,40.0%,50.0%,30.0%,30.0%,10.0%,40.0%,50.0%,29.4%
JJ Bleday LHB,+410,15,4.80,2,2,0.267,0.267,0.800,0.533,0.449,-,20.6%,6.7%,10.8%,93.4,14.3%,14.3%,35.7%,50.0%,35.7%,74.2,40.6%,31.2%,21.9%,94.1%,28.6%,50.0%,28.6%,28.6%,64.3%,28.6%,-,31.2%
Matt McLain RHB,+750,19,4.60,1,1,0.211,0.211,0.474,0.263,0.291,-,23.1%,21.1%,11.8%,89.8,6.7%,-,13.3%,66.7%,40.0%,72.7,26.3%,28.9%,15.8%,97.4%,33.3%,20.0%,20.0%,46.7%,40.0%,40.0%,20.0%,14.3%
Eugenio Suarez RHB,+374,25,3.60,0,1,0.150,0.320,0.150,-,0.237,20.0%,20.5%,20.0%,8.4%,83.9,6.7%,-,20.0%,6.7%,46.7%,72.1,15.0%,20.0%,2.5%,93.0%,26.7%,0.0%,33.3%,26.7%,40.0%,26.7%,33.3%,37.5%
Nathaniel Lowe LHB,+500,21,4.40,0,1,0.353,0.476,0.412,0.059,0.396,19.0%,13.9%,9.5%,5.3%,91.2,6.7%,-,6.7%,46.7%,40.0%,74.6,46.9%,28.1%,18.8%,88.9%,6.7%,0.0%,40.0%,46.7%,26.7%,53.3%,20.0%,24.0%
Sal Stewart RHB,+377,19,4.60,0,0,0.188,0.316,0.188,-,0.243,15.8%,32.3%,26.3%,14.1%,91.1,-,-,-,54.5%,9.1%,74.1,41.4%,24.1%,13.8%,93.5%,9.1%,0.0%,9.1%,81.8%,36.4%,45.5%,18.2%,22.7%
TJ Friedl LHB,N/A,19,2.40,0,0,0.062,0.158,0.062,-,0.115,10.5%,31.0%,31.6%,12.0%,78.3,-,-,27.3%,9.1%,18.2%,69.9,12.5%,25.0%,4.2%,85.7%,27.3%,0.0%,18.2%,27.3%,45.5%,27.3%,27.3%,25.0%
Blake Dunn RHB,+800,19,5.00,0,1,0.421,0.421,0.526,0.105,0.413,-,20.0%,10.5%,11.9%,84.1,5.9%,-,11.8%,35.3%,29.4%,69.9,16.1%,38.7%,19.4%,88.6%,5.9%,0.0%,11.8%,64.7%,23.5%,70.6%,5.9%,27.8%
Spencer Steer RHB,+510,17,4.00,0,0,0.267,0.353,0.267,-,0.286,11.8%,20.6%,11.8%,10.0%,83.4,-,-,23.1%,30.8%,38.5%,71.2,12.5%,18.8%,12.5%,94.1%,15.4%,0.0%,38.5%,30.8%,38.5%,15.4%,46.2%,20.8%
Will Benson LHB,N/A,15,2.40,0,0,0.100,0.400,0.100,-,0.280,26.7%,47.1%,33.3%,13.6%,97.3,20.0%,20.0%,20.0%,40.0%,20.0%,73.2,31.2%,18.8%,12.5%,94.1%,20.0%,0.0%,20.0%,40.0%,20.0%,60.0%,-,13.3%
P.J. Higgins RHB,N/A,12,3.20,0,0,0.222,0.333,0.222,-,0.256,16.7%,21.1%,16.7%,7.8%,74.1,-,-,25.0%,12.5%,50.0%,65.9,-,22.2%,-,94.7%,25.0%,0.0%,37.5%,12.5%,37.5%,37.5%,25.0%,33.3%
Dane Myers RHB,N/A,9,2.80,0,1,0.125,0.222,0.125,-,0.171,11.1%,0.0%,22.2%,-,78.9,16.7%,-,-,16.7%,16.7%,71.9,28.6%,42.9%,14.3%,87.5%,33.3%,0.0%,-,33.3%,16.7%,66.7%,-,25.0%
