Matchup,LAD @ ARI
Pitcher,Justin Wrobleski
Pitcher Team,LAD
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,62.2,250,0.210,0.250,0.305,0.094,1.01,4,0.57,5.6%,17.4%,16.0%,14.8%,8.5%,5.74,64.5%,7.0%,7.2%,41.2%,33.0%,6.2%,9.8%
vsLHB,17.0,71,0.215,0.284,0.385,0.169,1.06,3,1.59,5.6%,21.9%,18.3%,21.3%,10.3%,6.88,59.2%,9.1%,7.5%,35.8%,30.2%,18.8%,5.7%
vsRHB,45.2,179,0.208,0.237,0.274,0.065,0.99,1,0.20,5.6%,15.8%,15.1%,12.9%,7.8%,5.32,66.7%,6.3%,7.1%,43.3%,34.0%,2.1%,11.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ketel Marte SHB,+426,14,4.80,2,3,0.500,0.500,1.167,0.667,0.655,7.1%,5.6%,-,3.1%,90.8,23.1%,23.1%,30.8%,61.5%,38.5%,78.2,82.4%,47.1%,29.4%,94.4%,15.4%,50.0%,38.5%,38.5%,53.8%,23.1%,23.1%,28.6%
Gabriel Moreno RHB,+900,12,3.60,2,3,0.273,0.250,0.818,0.545,0.424,-,19.0%,16.7%,9.3%,92.4,30.0%,10.0%,20.0%,50.0%,30.0%,73.2,44.4%,33.3%,22.2%,85.7%,50.0%,40.0%,-,40.0%,40.0%,30.0%,30.0%,20.0%
Corbin Carroll LHB,+575,14,4.20,1,1,0.333,0.429,0.583,0.250,0.433,14.3%,30.0%,14.3%,16.2%,85.0,-,-,20.0%,50.0%,20.0%,74.7,50.0%,33.3%,11.1%,90.0%,20.0%,50.0%,20.0%,50.0%,40.0%,40.0%,20.0%,64.3%
Nolan Arenado RHB,+600,9,3.60,1,1,0.500,0.667,1.333,0.833,0.732,33.3%,10.5%,-,4.8%,95.6,16.7%,16.7%,50.0%,50.0%,33.3%,74.5,50.0%,25.0%,12.5%,94.1%,33.3%,50.0%,16.7%,33.3%,83.3%,16.7%,-,0.0%
Ryan Waldschmidt RHB,+1350,12,4.00,0,1,0.300,0.417,0.500,0.200,0.394,16.7%,18.8%,16.7%,8.1%,92.4,12.5%,12.5%,37.5%,50.0%,62.5%,71.5,15.4%,23.1%,15.4%,92.9%,25.0%,0.0%,62.5%,12.5%,50.0%,25.0%,25.0%,0.0%
Adrian Del Castillo LHB,N/A,12,2.80,0,0,-,-,-,-,-,-,33.3%,50.0%,15.7%,80.0,-,-,33.3%,16.7%,16.7%,70.5,16.7%,16.7%,5.6%,85.7%,33.3%,0.0%,-,33.3%,50.0%,33.3%,16.7%,23.1%
Jose Fernandez RHB,+1200,11,2.80,0,0,0.091,0.091,0.091,-,0.081,-,16.7%,18.2%,11.1%,83.4,-,-,-,55.6%,11.1%,74.1,50.0%,28.6%,7.1%,82.4%,22.2%,0.0%,-,66.7%,22.2%,66.7%,11.1%,42.9%
Jorge Barrosa SHB,N/A,10,1.80,0,0,0.111,0.200,0.222,0.111,0.192,10.0%,15.4%,20.0%,5.1%,79.3,-,-,28.6%,-,28.6%,70.3,-,33.3%,-,100.0%,14.3%,0.0%,28.6%,42.9%,71.4%,14.3%,14.3%,30.0%
Ildemaro Vargas SHB,+820,9,3.60,0,0,0.333,0.333,0.444,0.111,0.339,-,21.1%,11.1%,10.8%,84.2,-,-,25.0%,12.5%,37.5%,72.3,22.2%,16.7%,5.6%,94.7%,25.0%,0.0%,37.5%,25.0%,37.5%,50.0%,12.5%,30.8%
Geraldo Perdomo SHB,+1120,7,3.40,0,0,-,0.143,-,-,0.093,14.3%,0.0%,14.3%,-,76.7,-,-,-,40.0%,-,70.0,-,28.6%,14.3%,87.5%,-,-,-,60.0%,60.0%,20.0%,20.0%,22.2%
Tommy Troy RHB,N/A,3,3.60,0,0,0.667,0.667,0.667,-,0.593,-,0.0%,-,-,64.9,-,-,-,-,33.3%,74.0,50.0%,50.0%,-,66.7%,33.3%,0.0%,33.3%,-,33.3%,33.3%,33.3%,33.3%
Pavin Smith LHB,+634,1,3.00,0,0,-,-,-,-,-,-,0.0%,-,-,73.2,-,-,-,-,-,67.3,-,-,-,50.0%,-,-,-,100.0%,100.0%,-,-,0.0%
