Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-06-22 00:00:00,Coors Field,BOS @ COL,8:40,+32%,+27%,+14%,+34%,+0.72,+0.95,+1.47,+3.00,+21%,+30%,+16%,+32%,+0.47,+1.06,+1.65,+2.85,+11%,-3%,-2%,+2%,+0.25,-0.12,-0.19,+0.15
2026-06-22 00:00:00,Nationals Park,PHI @ WAS,6:45,+15%,+7%,+2%,+8%,+0.34,+0.25,+0.18,+0.74,+3%,+5%,+3%,+3%,+0.06,+0.16,+0.33,+0.30,+12%,+2%,-1%,+5%,+0.28,+0.08,-0.15,+0.44
2026-06-22 00:00:00,Great American BP,MIL @ CIN,7:10,+18%,+4%,-5%,+8%,+0.40,+0.13,-0.56,+0.73,+14%,+2%,-1%,+9%,+0.31,+0.05,-0.08,+0.81,+4%,+2%,-5%,-1%,+0.09,+0.08,-0.49,-0.08
2026-06-22 00:00:00,Angel Stadium,BAL @ LAA,9:38,+8%,-4%,+2%,+3%,+0.17,-0.14,+0.24,+0.27,+9%,-4%,+1%,+3%,+0.20,-0.15,+0.12,+0.24,-1%,+0%,+1%,+0%,-0.03,+0.00,+0.13,+0.03
2026-06-22 00:00:00,Comerica Park,NYY @ DET,6:10,-5%,+2%,+5%,+1%,-0.10,+0.07,+0.52,+0.06,-11%,+1%,+6%,-2%,-0.26,+0.04,+0.64,-0.17,+7%,+1%,-1%,+3%,+0.16,+0.04,-0.12,+0.23
2026-06-22 00:00:00,Target Field,LAD @ MIN,7:40,-15%,+4%,+3%,-1%,-0.34,+0.13,+0.32,-0.12,-6%,+2%,+2%,+1%,-0.13,+0.06,+0.22,+0.06,-9%,+2%,+1%,-2%,-0.21,+0.07,+0.10,-0.19
2026-06-22 00:00:00,Rate Field,CLE @ CHW,7:40,+7%,-12%,0%,-2%,+0.16,-0.42,-0.05,-0.15,+2%,-8%,+3%,+0%,+0.05,-0.30,+0.30,+0.03,+5%,-4%,-3%,-2%,+0.11,-0.13,-0.35,-0.19
2026-06-22 00:00:00,LoanDepot Park,TEX @ MIA,6:40,-13%,+2%,-2%,-5%,-0.29,+0.07,-0.22,-0.44,-13%,+1%,-1%,-5%,-0.28,+0.05,-0.12,-0.41,0%,+1%,-1%,0%,-0.01,+0.02,-0.10,-0.04
2026-06-22 00:00:00,Rogers Centre,HOU @ TOR,7:07,+1%,-5%,-3%,-6%,+0.03,-0.17,-0.34,-0.51,+6%,-2%,-2%,-2%,+0.13,-0.07,-0.25,-0.16,-5%,-3%,-1%,-4%,-0.10,-0.09,-0.09,-0.34
2026-06-22 00:00:00,Tropicana Field,KC  @ TB,6:40,-3%,-7%,-8%,-6%,-0.07,-0.24,-0.86,-0.53,-4%,-6%,-8%,-6%,-0.08,-0.22,-0.86,-0.54,+1%,0%,0%,+0%,+0.02,-0.02,0.00,+0.01
2026-06-22 00:00:00,Citi Field,CHC @ NYM,7:10,+3%,-20%,-4%,-6%,+0.07,-0.69,-0.41,-0.55,-1%,-20%,-5%,-8%,-0.02,-0.69,-0.49,-0.73,+4%,0%,+1%,+2%,+0.09,0.00,+0.08,+0.18
2026-06-22 00:00:00,Petco Park,ATL @ SD,10:10,-8%,-6%,-8%,-9%,-0.18,-0.19,-0.87,-0.80,-4%,-11%,-4%,-7%,-0.10,-0.40,-0.46,-0.63,-4%,+6%,-4%,-2%,-0.08,+0.21,-0.41,-0.17
2026-06-22 00:00:00,Busch Stadium,ARI @ STL,7:45,-21%,-7%,+3%,-12%,-0.46,-0.24,+0.34,-1.04,-9%,-5%,+4%,-6%,-0.21,-0.17,+0.41,-0.54,-11%,-2%,-1%,-6%,-0.25,-0.07,-0.07,-0.49
