Matchup,MIN @ PIT
Pitcher,Bailey Ober
Pitcher Team,MIN
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,62.0,254,0.217,0.290,0.396,0.179,1.10,9,1.31,6.7%,20.6%,16.9%,16.9%,9.8%,6.24,60.8%,8.3%,9.4%,30.2%,31.2%,13.3%,20.8%
vsLHB,33.0,129,0.200,0.298,0.450,0.250,0.97,7,1.91,6.2%,17.6%,14.0%,13.5%,8.2%,4.91,53.1%,7.2%,12.7%,28.4%,38.2%,15.4%,24.5%
vsRHB,29.0,125,0.235,0.281,0.339,0.104,1.24,2,0.62,7.2%,23.8%,20.0%,20.5%,11.8%,7.76,68.8%,9.7%,5.6%,32.2%,23.3%,9.5%,16.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brandon Lowe LHB,N/A,18,4.20,2,4,0.375,0.444,0.875,0.500,0.549,5.6%,28.6%,27.8%,11.8%,95.6,36.4%,18.2%,27.3%,63.6%,54.5%,74.9,48.0%,32.0%,20.0%,92.6%,54.5%,33.3%,18.2%,27.3%,45.5%,36.4%,18.2%,30.8%
Spencer Horwitz LHB,N/A,22,4.40,1,1,0.278,0.364,0.444,0.167,0.346,13.6%,9.8%,9.1%,4.5%,84.4,11.8%,5.9%,17.6%,41.2%,41.2%,68.4,6.7%,13.3%,6.7%,88.2%,23.5%,25.0%,29.4%,29.4%,23.5%,58.8%,17.6%,22.7%
Marcell Ozuna RHB,N/A,19,4.20,1,1,0.133,0.316,0.333,0.200,0.294,21.1%,39.4%,31.6%,13.0%,91.6,22.2%,11.1%,11.1%,33.3%,55.6%,72.2,28.6%,17.9%,7.1%,87.5%,33.3%,33.3%,33.3%,22.2%,11.1%,66.7%,22.2%,4.5%
Konnor Griffin RHB,N/A,17,4.20,1,1,0.312,0.353,0.500,0.188,0.371,5.9%,24.4%,29.4%,13.9%,88.5,9.1%,-,18.2%,45.5%,18.2%,74.5,48.6%,17.1%,8.6%,87.5%,27.3%,33.3%,18.2%,54.5%,72.7%,18.2%,9.1%,42.1%
Bryan Reynolds SHB,N/A,16,4.20,1,1,0.357,0.438,0.714,0.357,0.482,12.5%,6.9%,-,3.7%,84.6,7.1%,7.1%,14.3%,21.4%,28.6%,72.4,24.0%,28.0%,12.0%,92.6%,28.6%,25.0%,14.3%,57.1%,35.7%,42.9%,21.4%,31.2%
Oneil Cruz LHB,N/A,14,4.00,1,2,0.308,0.357,0.538,0.231,0.387,7.1%,33.3%,21.4%,13.9%,96.4,10.0%,10.0%,20.0%,70.0%,50.0%,78.9,80.0%,24.0%,16.0%,86.2%,30.0%,33.3%,30.0%,40.0%,30.0%,50.0%,20.0%,36.4%
Jared Triolo RHB,N/A,26,3.00,0,0,0.269,0.269,0.269,-,0.240,-,30.0%,34.6%,13.8%,85.2,5.9%,-,11.8%,35.3%,35.3%,70.0,-,30.3%,15.2%,82.5%,11.8%,0.0%,29.4%,52.9%,35.3%,47.1%,17.6%,18.2%
Henry Davis RHB,N/A,17,3.60,0,0,-,0.118,-,-,0.076,11.8%,32.3%,29.4%,16.7%,91.1,-,-,60.0%,40.0%,30.0%,74.0,34.6%,26.9%,15.4%,83.9%,10.0%,0.0%,30.0%,30.0%,90.0%,10.0%,-,45.5%
Endy Rodriguez SHB,N/A,17,3.40,0,0,0.231,0.412,0.308,0.077,0.332,23.5%,38.2%,41.2%,17.6%,89.2,-,-,33.3%,33.3%,50.0%,71.2,6.9%,10.3%,-,87.9%,50.0%,0.0%,50.0%,-,33.3%,50.0%,16.7%,44.4%
Jake Mangum SHB,N/A,16,2.80,0,0,0.167,0.375,0.167,-,0.278,18.8%,23.1%,18.8%,10.0%,79.0,-,-,11.1%,22.2%,33.3%,65.2,-,25.0%,-,80.0%,-,-,33.3%,44.4%,33.3%,22.2%,44.4%,35.7%
Jhostynxon Garcia RHB,N/A,16,2.40,0,0,0.200,0.250,0.200,-,0.207,6.2%,27.3%,25.0%,18.4%,81.9,-,-,9.1%,27.3%,27.3%,73.9,40.0%,16.7%,3.3%,90.9%,18.2%,0.0%,18.2%,54.5%,9.1%,63.6%,27.3%,83.3%
Nick Gonzales RHB,N/A,14,3.60,0,1,0.143,0.143,0.214,0.071,0.154,-,24.0%,35.7%,11.1%,91.1,-,-,33.3%,44.4%,22.2%,69.9,8.7%,34.8%,4.3%,92.0%,22.2%,0.0%,11.1%,44.4%,77.8%,22.2%,-,35.7%
Tyler Callihan LHB,N/A,1,3.00,0,0,-,1.000,-,-,0.649,100.0%,66.7%,-,28.6%,-,-,-,-,-,-,66.0,-,-,-,100.0%,-,-,-,-,-,-,-,100.0%
