HR Split,Overall
Dates,="5/29/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:40 PM,Erick Fedde,vs,1.67,0.07,1.94,2.68,10.4%,22.3%,40.8%,32.1%,6.3%,948
2,8:40 PM,Michael Lorenzen,vs,1.24,2.29,-0.25,1.89,10.9%,27.0%,44.1%,22.1%,7.3%,987
3,6:40 PM,Grant Holmes,@,1.22,0.75,1.02,1.74,11.1%,25.3%,45.9%,26.6%,6.9%,831
4,7:15 PM,Shota Imanaga,@,1.04,1.68,0.41,1.80,10.2%,21.1%,39.3%,32.9%,6.4%,986
5,7:05 PM,Trevor Rogers,vs,0.82,-0.86,0.87,1.60,9.8%,18.8%,42.7%,22.6%,8.3%,717
6,6:45 PM,Taj Bradley,@,0.65,0.66,0.11,1.19,10.3%,15.3%,42.3%,31.1%,8.1%,946
7,10:10 PM,Zac Gallen,@,0.61,0.25,0.60,1.44,9.4%,14.5%,43.9%,28.6%,6.4%,1173
8,9:40 PM,Luis Severino,vs,0.23,0.26,-0.04,1.16,7.7%,16.8%,36.6%,26.5%,8.0%,1096
9,6:45 PM,Paxton Schultz,vs,0.22,-0.60,0.94,0.76,9.3%,8.4%,45.2%,36.8%,6.8%,221
10,7:10 PM,Slade Cecconi,vs,0.20,-0.42,0.92,1.27,8.2%,11.9%,35.6%,26.7%,7.2%,922
11,7:10 PM,Max Meyer,@,0.15,-0.39,0.52,0.75,8.7%,11.7%,45.4%,28.2%,8.1%,653
12,6:40 PM,Chris Paddack,vs,0.14,-0.03,0.37,1.15,8.1%,12.5%,40.5%,26.6%,6.1%,969
13,7:10 PM,Freddy Peralta,vs,0.12,0.09,-0.02,1.22,5.7%,17.5%,36.7%,27.5%,8.2%,1173
14,8:40 PM,Logan Webb,@,0.07,0.12,-0.00,0.95,7.4%,23.5%,48.4%,14.7%,5.6%,1191
15,7:15 PM,Andre Pallante,vs,0.01,0.03,-0.06,1.18,5.9%,19.5%,33.7%,21.9%,8.3%,1066
16,7:10 PM,Tyler Samaniego,@,-0.08,1.07,-1.11,1.27,5.2%,17.8%,38.1%,22.7%,5.9%,86
17,10:15 PM,Justin Wrobleski,vs,-0.13,0.38,-0.27,0.69,7.5%,8.4%,42.0%,31.1%,7.4%,662
18,8:05 PM,MacKenzie Gore,vs,-0.13,0.09,-0.12,0.73,7.4%,9.4%,40.5%,29.5%,7.4%,1012
19,7:40 PM,Troy Melton,@,-0.19,-0.09,0.18,0.43,7.1%,5.9%,53.9%,39.5%,4.6%,260
20,8:05 PM,Stephen Kolek,@,-0.33,-0.68,0.59,1.00,5.3%,11.2%,38.8%,23.0%,6.4%,657
21,10:10 PM,George Kirby,vs,-0.34,-0.02,-0.48,0.77,6.4%,11.1%,40.5%,22.8%,6.6%,1006
22,8:10 PM,Kai-Wei Teng,vs,-0.63,-0.23,-0.60,0.39,6.2%,6.6%,36.1%,24.7%,8.5%,352
23,7:10 PM,Walbert Urena,@,-0.65,-0.55,-0.57,0.39,7.9%,4.9%,34.7%,23.7%,6.7%,276
24,7:10 PM,Nick Martinez,vs,-0.67,-0.54,-0.54,0.57,6.0%,7.1%,32.3%,25.7%,6.8%,1052
25,10:15 PM,Zack Wheeler,@,-0.68,-0.49,-0.70,0.39,7.2%,7.6%,35.5%,21.2%,6.8%,847
26,8:10 PM,Coleman Crow,@,-1.04,-0.88,-0.75,0.00,6.5%,0.0%,32.3%,29.0%,7.6%,80
27,9:40 PM,Carlos Rodon,@,-1.26,-0.52,-1.16,0.16,6.8%,2.2%,22.8%,15.4%,7.5%,947
28,6:45 PM,Lucas Giolito,@,-1.58,-1.05,-0.78,0.19,1.6%,2.6%,34.7%,17.0%,6.3%,693
29,6:45 PM,Jared Jones,vs,-,-,-,-,-,-,-,-,-,0
