Matchup,NYM @ TEX
Pitcher,Sean Manaea
Pitcher Team,NYM
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,138.2,601,0.263,0.344,0.472,0.209,1.32,23,1.49,6.8%,22.1%,21.8%,19.0%,11.1%,8.50,59.3%,8.2%,10.9%,41.3%,30.2%,16.8%,22.2%
vsLHB,44.1,181,0.241,0.301,0.386,0.145,1.15,5,1.02,6.1%,26.3%,28.2%,24.2%,12.6%,10.35,60.8%,7.6%,8.8%,36.0%,17.5%,20.0%,14.9%
vsRHB,93.2,420,0.273,0.363,0.511,0.238,1.41,18,1.73,7.1%,20.4%,19.0%,16.7%,10.5%,7.69,58.6%,8.5%,11.7%,43.3%,35.0%,16.2%,25.0%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Elias Diaz RHB,,+640,34,3.60,5,0,0,89.4,295.4,2,0,-,-,40.0%,20.0%,20.0%,77.6,87.5%,12.5%,12.5%,80.0%,80.0%,60.0%,0.0%,20.0%,20.0%,60.0%,20.0%,20.0%,66.7%
Danny Jansen RHB,,+610,24,3.60,5,0,0,68.1,73.1,0,0,-,-,-,20.0%,-,69.2,-,33.3%,33.3%,60.0%,-,-,-,-,60.0%,40.0%,40.0%,20.0%,50.0%
Joc Pederson LHB,—,N/A,21,3.00,5,0,0,87.4,195.1,0,0,-,-,20.0%,20.0%,20.0%,69.2,12.5%,37.5%,12.5%,80.0%,40.0%,20.0%,0.0%,20.0%,40.0%,40.0%,40.0%,20.0%,100.0%
Brandon Nimmo LHB,,+593,18,4.20,5,0,0,90.0,295.7,0,0,-,-,-,40.0%,20.0%,71.6,28.6%,42.9%,28.6%,100.0%,20.0%,-,-,20.0%,80.0%,40.0%,60.0%,-,25.0%
Corey Seager LHB,,+359,17,4.60,5,0,0,88.8,246.2,1,1,-,-,20.0%,20.0%,60.0%,70.9,25.0%,37.5%,12.5%,80.0%,80.0%,40.0%,0.0%,40.0%,20.0%,40.0%,60.0%,-,40.0%
Jake Burger RHB,,+362,26,4.40,5,0,2,93.2,276.2,3,3,40.0%,-,20.0%,60.0%,40.0%,76.0,60.0%,60.0%,60.0%,100.0%,60.0%,40.0%,0.0%,20.0%,-,20.0%,60.0%,20.0%,33.3%
Nicky Lopez LHB,—,N/A,7,2.80,5,0,0,89.3,317.3,3,2,-,-,20.0%,-,40.0%,67.8,-,57.1%,-,100.0%,80.0%,80.0%,0.0%,-,20.0%,20.0%,60.0%,20.0%,33.3%
Josh Jung RHB,,+568,19,4.40,5,0,2,99.3,288.8,2,1,40.0%,-,20.0%,80.0%,80.0%,70.8,-,50.0%,30.0%,100.0%,80.0%,20.0%,0.0%,60.0%,20.0%,40.0%,-,60.0%,50.0%
Cody Freeman RHB,—,N/A,17,1.80,5,0,0,71.6,205.8,0,0,-,-,-,20.0%,-,69.0,-,75.0%,25.0%,100.0%,20.0%,20.0%,0.0%,-,40.0%,40.0%,20.0%,40.0%,20.0%
Ezequiel Duran RHB,,+820,25,4.20,5,0,0,93.2,232.5,0,0,-,-,20.0%,40.0%,60.0%,73.4,16.7%,33.3%,33.3%,85.7%,60.0%,-,-,60.0%,40.0%,40.0%,60.0%,-,100.0%
Justin Foscue RHB,,+482,33,2.60,5,0,0,94.8,276.2,1,1,-,-,-,80.0%,20.0%,70.9,11.1%,44.4%,11.1%,90.0%,60.0%,40.0%,0.0%,20.0%,40.0%,20.0%,80.0%,-,20.0%
Wyatt Langford RHB,,+469,17,4.40,5,0,1,89.3,246.1,1,1,20.0%,-,-,20.0%,20.0%,75.2,40.0%,20.0%,-,100.0%,40.0%,40.0%,0.0%,-,20.0%,-,100.0%,-,50.0%
Evan Carter LHB,—,N/A,9,3.40,5,0,0,76.2,229.1,1,0,-,-,-,-,20.0%,68.2,-,75.0%,-,80.0%,60.0%,40.0%,0.0%,20.0%,-,-,20.0%,80.0%,25.0%
Alejandro Osuna LHB,—,N/A,4,1.60,5,0,0,81.9,273.5,0,0,-,-,-,20.0%,60.0%,72.0,16.7%,33.3%,16.7%,100.0%,60.0%,20.0%,0.0%,40.0%,40.0%,-,100.0%,-,20.0%
