Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Austin Hedges","CLE","Sonny Gray","BOS","9","0.333","0.33","0.67","1.00","1","0","0","2","2","2","9","44.4","0.455","2"
"Jazz Chisholm Jr.","NYY","Luis Severino","ATH","11","0.455","0.38","0.64","1.09","2","1","0","2","3","5","12","9.1","0.571","3"
"Mitch Garver","SEA","Zac Gallen","ARI","12","0.333","0.25","0.50","0.83","2","0","0","2","2","4","10","16.7","0.385","1"
"Matt Olson","ATL","Brady Singer","CIN","12","0.333","0.50","0.50","0.83","2","0","0","2","2","4","10","50.0","0.467","3"
"Shohei Ohtani","LAD","Jesus Luzardo","PHI","14","0.143","0.00","0.43","0.57","0","0","0","2","2","2","8","42.9","0.143","0"
"Miguel Rojas","LAD","Zack Wheeler","PHI","32","0.281","0.30","0.25","0.53","6","0","1","2","3","7","17","21.9","0.303","1"
"Freddie Freeman","LAD","Zack Wheeler","PHI","54","0.389","0.46","0.19","0.57","15","4","0","2","6","8","31","22.2","0.514","15"
"Brandon Marsh","PHI","Justin Wrobleski","LAD","1","1.000","0.00","3.00","4.00","0","0","0","1","1","3","4","0.0","1.000","0"
"Alec Burleson","STL","Ben Brown","CHC","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","0.0","0.333","0"
"Nolan Gorman","STL","Ben Brown","CHC","3","0.333","0.00","1.00","1.33","0","0","0","1","1","2","4","33.3","0.333","0"
"Brice Turang","MIL","Peter Lambert","HOU","3","0.667","0.50","1.00","1.67","1","0","0","1","1","2","5","0.0","0.750","1"
"Danny Jansen","TEX","Seth Lugo","KC","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Jorge Soler","LAA","Drew Rasmussen","TB","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Eric Haase","SF","Michael Lorenzen","COL","3","0.333","0.00","1.00","1.33","0","0","0","1","1","1","4","33.3","0.333","0"
"Ezequiel Tovar","COL","Adrian Houser","SF","4","0.500","0.50","0.75","1.25","1","0","0","1","1","2","5","25.0","0.500","0"
"Brent Rooker","ATH","Ryan Weathers","NYY","4","0.250","0.00","0.75","1.00","0","0","0","1","1","2","4","25.0","0.250","0"
"Rob Refsnyder","SEA","Ryne Nelson","ARI","4","0.250","0.00","0.75","1.00","0","0","0","1","1","1","4","25.0","0.400","1"
"Patrick Bailey","CLE","Sonny Gray","BOS","5","0.200","0.00","0.60","0.80","0","0","0","1","1","1","4","40.0","0.200","0"
"Dominic Smith","ATL","Brady Singer","CIN","5","0.400","0.50","0.60","1.00","1","0","0","1","1","2","5","40.0","0.571","1"
"Paul Goldschmidt","NYY","Luis Severino","ATH","5","0.400","0.33","0.80","1.20","0","1","0","1","2","3","6","20.0","0.625","3"
"Kyle Tucker","LAD","Zack Wheeler","PHI","8","0.125","0.00","0.38","0.50","0","0","0","1","1","1","4","25.0","0.364","3"
"Matt Chapman","SF","Ryan Feltner","COL","8","0.500","0.60","0.50","1.00","2","1","0","1","2","2","8","25.0","0.500","0"
"Aaron Judge","NYY","Luis Severino","ATH","8","0.500","0.75","0.50","1.00","2","1","0","1","2","4","8","37.5","0.556","1"
"Austin Riley","ATL","Brady Singer","CIN","9","0.222","0.33","0.33","0.56","1","0","0","1","1","2","5","55.6","0.222","0"
"Max Muncy","LAD","Zack Wheeler","PHI","9","0.222","0.25","0.33","0.56","1","0","0","1","1","2","5","44.4","0.417","3"
"Yandy Diaz","TB","Reid Detmers","LAA","10","0.300","0.22","0.40","0.70","1","1","0","1","2","1","7","0.0","0.364","1"
"Eugenio Suarez","CIN","Martin Perez","ATL","11","0.545","0.71","0.36","0.91","4","1","0","1","2","5","10","36.4","0.625","4"
"Freddie Freeman","LAD","Jesus Luzardo","PHI","11","0.364","0.43","0.55","0.91","1","1","1","1","3","2","10","27.3","0.364","0"
"Brent Rooker","ATH","Carlos Rodon","NYY","12","0.083","0.00","0.25","0.33","0","0","0","1","1","3","4","41.7","0.083","0"
"Josh Bell","MIN","Mitch Keller","PIT","14","0.429","0.38","0.29","0.71","4","1","0","1","2","3","10","0.0","0.556","4"
"Amed Rosario","NYY","Luis Severino","ATH","16","0.188","0.22","0.19","0.38","2","0","0","1","1","1","6","37.5","0.188","0"
"Kyle Tucker","LAD","Jesus Luzardo","PHI","17","0.059","0.00","0.18","0.24","0","0","0","1","1","1","4","35.3","0.059","0"
"Joc Pederson","TEX","Seth Lugo","KC","19","0.105","0.08","0.16","0.26","1","0","0","1","1","1","5","31.6","0.150","1"
"Rhys Hoskins","CLE","Sonny Gray","BOS","20","0.250","0.33","0.25","0.50","2","2","0","1","3","6","10","35.0","0.250","0"
"Ezequiel Tovar","COL","Logan Webb","SF","21","0.333","0.43","0.14","0.48","6","0","0","1","1","4","10","28.6","0.333","0"
"Jahmai Jones","DET","Anthony Kay","CWS","1","1.000","1.00","1.00","2.00","0","1","0","0","1","3","2","0.0","1.000","0"
"Bryce Harper","PHI","Justin Wrobleski","LAD","1","1.000","1.00","1.00","2.00","0","1","0","0","1","2","2","0.0","1.000","0"
"David Hamilton","MIL","Peter Lambert","HOU","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Carson Kelly","CHC","Kyle Leahy","STL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Marcell Ozuna","PIT","Bailey Ober","MIN","2","1.000","1.00","0.50","1.50","1","1","0","0","1","2","3","0.0","1.000","0"
"Seiya Suzuki","CHC","Kyle Leahy","STL","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Bryan Reynolds","PIT","Bailey Ober","MIN","3","0.333","0.50","0.33","0.67","0","1","0","0","1","1","2","33.3","0.333","0"
"Xavier Edwards","MIA","Christian Scott","NYM","4","0.750","0.75","0.25","1.00","2","1","0","0","1","0","4","0.0","0.800","1"
"Michael Busch","CHC","Kyle Leahy","STL","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.400","0"
"Alex Call","LAD","Jesus Luzardo","PHI","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Victor Robles","SEA","Zac Gallen","ARI","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Edgar Quero","CWS","Framber Valdez","DET","6","0.833","0.83","0.17","1.00","4","1","0","0","1","4","6","0.0","0.833","0"
"Tyler Freeman","COL","Adrian Houser","SF","6","0.333","0.40","0.33","0.67","0","2","0","0","2","2","4","16.7","0.429","1"
"Trevor Larnach","MIN","Mitch Keller","PIT","6","0.333","0.33","0.17","0.50","1","1","0","0","1","0","3","0.0","0.333","0"
"Byron Buxton","MIN","Mitch Keller","PIT","6","0.333","0.40","0.17","0.50","1","1","0","0","1","1","3","16.7","0.333","0"
"Luis Arraez","SF","Ryan Feltner","COL","7","0.429","0.43","0.14","0.57","2","1","0","0","1","1","4","0.0","0.429","0"
"Willy Adames","SF","Michael Lorenzen","COL","7","0.143","0.17","0.29","0.43","0","0","1","0","1","1","3","14.3","0.125","0"
"Will Smith","LAD","Zack Wheeler","PHI","8","0.375","0.60","0.13","0.50","2","1","0","0","1","2","4","37.5","0.444","1"
"Shea Langeliers","ATH","Carlos Rodon","NYY","8","0.500","0.57","0.13","0.63","3","1","0","0","1","0","5","12.5","0.556","1"
"Mike Yastrzemski","ATL","Brady Singer","CIN","8","0.125","0.20","0.13","0.25","0","1","0","0","1","0","2","37.5","0.222","1"
"Miguel Vargas","CWS","Framber Valdez","DET","9","0.333","0.38","0.33","0.67","1","1","1","0","2","0","6","11.1","0.455","2"
"Jesus Sanchez","TOR","Brandon Young","BAL","9","0.444","0.50","0.11","0.56","3","1","0","0","1","1","5","11.1","0.444","0"
"Orlando Arcia","MIN","Mitch Keller","PIT","10","0.500","0.56","0.10","0.60","4","1","0","0","1","1","6","10.0","0.500","0"
"Harrison Bader","SF","Michael Lorenzen","COL","11","0.364","0.57","0.09","0.45","3","1","0","0","1","3","5","36.4","0.462","2"
"Randal Grichuk","CWS","Framber Valdez","DET","11","0.364","0.40","0.18","0.55","2","2","0","0","2","1","6","9.1","0.417","1"
"Will Smith","LAD","Jesus Luzardo","PHI","12","0.167","0.22","0.08","0.25","1","1","0","0","1","1","3","25.0","0.286","2"
"Cody Bellinger","NYY","Luis Severino","ATH","12","0.333","0.40","0.08","0.42","3","1","0","0","1","1","5","16.7","0.333","0"
"Adam Frazier","LAA","Drew Rasmussen","TB","12","0.417","0.45","0.08","0.50","4","1","0","0","1","4","6","8.3","0.462","1"
"Mookie Betts","LAD","Jesus Luzardo","PHI","14","0.143","0.17","0.07","0.21","1","1","0","0","1","0","3","14.3","0.143","0"
"Jake McCarthy","COL","Logan Webb","SF","25","0.320","0.36","0.12","0.44","6","1","1","0","2","4","11","12.0","0.346","1"
"Jose Ramirez","CLE","Sonny Gray","BOS","45","0.200","0.23","0.04","0.24","7","2","0","0","2","3","11","13.3","0.234","2"
