Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Jackson Merrill","SD","Grant Holmes","ATL","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Richie Palacios","TB","Michael Wacha","KC","3","0.667","0.67","0.67","1.33","0","2","0","0","2","0","4","0.0","0.667","0"
"Vaughn Grissom","LAA","Kyle Bradish","BAL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Francisco Alvarez","NYM","Shota Imanaga","CHC","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","50.0","0.500","0"
"Rafael Marchan","PHI","Foster Griffin","WSH","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Pavin Smith","ARI","Andre Pallante","STL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","4","4","0.0","0.500","0"
"Seiya Suzuki","CHC","Kodai Senga","NYM","4","0.500","0.50","0.25","0.75","1","1","0","0","1","2","3","0.0","0.600","1"
"Maikel Garcia","KC","Drew Rasmussen","TB","4","0.500","0.50","0.25","0.75","1","1","0","0","1","0","3","0.0","0.500","0"
"Jose Caballero","NYY","Framber Valdez","DET","13","0.462","0.50","0.38","0.85","3","2","0","1","3","3","11","23.1","0.500","2"
"Sal Frelick","MIL","Brady Singer","CIN","9","0.444","0.44","0.22","0.67","3","0","1","0","1","1","6","0.0","0.444","0"
"Kerry Carpenter","DET","Gerrit Cole","NYY","9","0.444","0.80","0.22","0.67","3","0","1","0","1","0","6","44.4","0.444","0"
"Brett Baty","NYM","Shota Imanaga","CHC","5","0.400","0.33","0.60","1.00","1","0","0","1","1","3","5","20.0","0.400","0"
"Jazz Chisholm Jr.","NYY","Framber Valdez","DET","5","0.400","0.33","0.60","1.00","1","0","0","1","1","2","5","20.0","0.400","0"
"Ty France","SD","Grant Holmes","ATL","5","0.400","0.50","0.20","0.60","1","1","0","0","1","0","3","20.0","0.500","1"
"Alex Bregman","CHC","Kodai Senga","NYM","5","0.400","0.50","0.20","0.60","1","1","0","0","1","1","3","20.0","0.400","0"
"Yandy Diaz","TB","Michael Wacha","KC","10","0.400","0.38","0.40","0.80","2","1","0","1","2","1","8","10.0","0.571","4"
"Byron Buxton","MIN","Eric Lauer","LAD","10","0.400","0.29","0.60","1.00","2","0","0","2","2","2","10","10.0","0.500","2"
"Jackson Chourio","MIL","Brady Singer","CIN","8","0.375","0.75","0.13","0.50","2","1","0","0","1","0","4","50.0","0.375","0"
"Brice Turang","MIL","Brady Singer","CIN","8","0.375","0.50","0.25","0.63","1","2","0","0","2","2","5","37.5","0.455","2"
"George Springer","TOR","Hunter Brown","HOU","8","0.375","0.50","0.38","0.75","2","0","0","1","1","2","6","37.5","0.444","1"
"Jose Altuve","HOU","Dylan Cease","TOR","17","0.353","0.31","0.35","0.71","4","0","0","2","2","2","12","11.8","0.389","1"
"Cedric Mullins","TB","Michael Wacha","KC","26","0.346","0.39","0.38","0.73","4","2","1","2","5","5","19","23.1","0.370","0"
