Matchup,MIN @ TEX
Pitcher,MacKenzie Gore
Pitcher Team,TEX
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,71.0,309,0.231,0.303,0.370,0.139,1.35,6,0.76,10.7%,25.4%,24.6%,19.9%,12.2%,9.63,60.8%,7.6%,8.6%,44.4%,25.3%,10.0%,18.2%
vsLHB,16.0,78,0.273,0.351,0.409,0.136,1.88,1,0.56,15.4%,23.9%,20.5%,17.4%,10.9%,9.00,67.9%,10.9%,10.0%,46.0%,24.0%,8.3%,16.0%
vsRHB,55.0,231,0.217,0.287,0.357,0.140,1.20,5,0.82,9.1%,25.8%,26.0%,20.7%,12.6%,9.82,58.4%,6.6%,8.1%,43.9%,25.7%,10.5%,18.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Byron Buxton RHB,,+381,20,16,4.20,2,3,0.500,0.562,1.000,0.500,0.646,12.5%,18.5%,25.0%,9.6%,98.2,289.2,3,2,20.0%,10.0%,20.0%,70.0%,50.0%,75.0,56.0%,28.0%,24.0%,96.2%,40.0%,50.0%,30.0%,30.0%,50.0%,30.0%,20.0%,53.3%
Luke Keaschall RHB,,+1140,18,13,4.00,1,1,0.308,0.308,0.615,0.308,0.396,-,16.0%,7.7%,10.0%,79.6,242.7,2,1,8.3%,8.3%,25.0%,33.3%,50.0%,68.7,-,21.7%,4.3%,92.0%,8.3%,0.0%,41.7%,33.3%,33.3%,-,66.7%,57.1%
Orlando Arcia RHB,,+1200,5,12,2.60,1,1,0.250,0.250,0.500,0.250,0.323,-,28.1%,25.0%,17.3%,85.4,254.8,1,1,-,-,22.2%,33.3%,11.1%,71.2,21.4%,21.4%,-,90.3%,22.2%,50.0%,22.2%,55.6%,55.6%,22.2%,22.2%,25.0%
Royce Lewis RHB,,+640,18,10,4.20,1,1,0.333,0.400,0.667,0.333,0.453,10.0%,20.8%,10.0%,9.4%,85.9,203.7,1,1,12.5%,12.5%,37.5%,37.5%,25.0%,76.1,68.2%,13.6%,13.6%,91.7%,25.0%,50.0%,25.0%,37.5%,62.5%,37.5%,-,28.6%
Tristan Gray LHB,—,N/A,2,10,2.80,1,1,0.222,0.300,0.556,0.333,0.371,-,40.0%,50.0%,21.1%,88.9,309.7,1,1,25.0%,25.0%,25.0%,50.0%,50.0%,73.6,28.6%,14.3%,-,77.8%,50.0%,50.0%,25.0%,25.0%,25.0%,75.0%,-,55.6%
Josh Bell SHB,,+600,9,17,3.40,0,0,0.125,0.176,0.125,-,0.147,-,28.2%,29.4%,16.9%,81.0,211.4,0,0,-,-,-,9.1%,9.1%,69.8,3.4%,13.8%,3.4%,74.4%,9.1%,0.0%,9.1%,72.7%,36.4%,36.4%,27.3%,45.5%
Austin Martin RHB,,+1040,12,15,3.20,0,1,0.083,0.267,0.083,-,0.199,6.7%,36.4%,40.0%,14.3%,90.3,271.9,2,1,16.7%,-,-,16.7%,33.3%,67.5,-,33.3%,5.6%,81.8%,66.7%,0.0%,33.3%,-,-,66.7%,33.3%,18.2%
Brooks Lee SHB,,+790,15,11,4.20,0,0,-,0.182,-,-,0.118,18.2%,26.3%,18.2%,11.1%,80.0,219.7,1,0,-,-,-,14.3%,14.3%,70.2,16.7%,27.8%,-,94.7%,28.6%,0.0%,14.3%,42.9%,28.6%,28.6%,42.9%,11.1%
Kody Clemens LHB,,+537,24,10,3.60,0,0,0.200,0.200,0.200,-,0.178,-,23.8%,10.0%,13.2%,97.4,278.3,1,0,-,-,11.1%,55.6%,22.2%,72.8,16.7%,44.4%,22.2%,85.7%,22.2%,0.0%,22.2%,55.6%,55.6%,33.3%,11.1%,27.3%
Ryan Kreidler RHB,,+850,19,10,1.60,0,0,0.250,0.400,0.250,-,0.308,20.0%,44.4%,10.0%,19.0%,88.4,274.7,1,0,-,-,14.3%,28.6%,28.6%,74.5,44.4%,22.2%,11.1%,100.0%,14.3%,0.0%,14.3%,71.4%,57.1%,28.6%,14.3%,22.2%
Victor Caratini SHB,—,N/A,6,9,3.40,0,0,0.250,0.333,0.250,-,0.278,-,31.2%,33.3%,14.7%,82.1,210.8,0,0,-,-,20.0%,20.0%,40.0%,68.9,7.7%,23.1%,-,86.7%,20.0%,0.0%,20.0%,40.0%,20.0%,60.0%,20.0%,44.4%
Alex Jackson RHB,,+830,-,9,2.80,0,0,0.125,0.222,0.125,-,0.179,-,36.8%,55.6%,19.4%,75.4,295.7,1,1,-,-,33.3%,33.3%,33.3%,71.4,17.6%,11.8%,5.9%,89.5%,33.3%,0.0%,33.3%,-,33.3%,33.3%,33.3%,44.4%
Trevor Larnach LHB,—,N/A,5,6,3.20,0,0,0.200,0.333,0.200,-,0.256,16.7%,8.3%,-,4.3%,78.4,271.9,2,0,-,-,40.0%,-,40.0%,71.3,-,11.1%,-,75.0%,40.0%,0.0%,40.0%,20.0%,40.0%,60.0%,-,28.6%
