Matchup,SEA @ DET
Pitcher,Bryan Woo
Pitcher Team,SEA
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,70.2,279,0.208,0.248,0.319,0.112,0.96,6,0.76,5.0%,24.4%,24.4%,19.7%,13.2%,8.66,71.3%,7.6%,6.7%,43.6%,32.8%,7.8%,15.4%
vsLHB,38.0,155,0.199,0.254,0.326,0.128,1.03,4,0.95,7.1%,22.4%,23.9%,18.3%,11.7%,8.76,69.0%,6.1%,8.5%,46.2%,38.7%,7.3%,17.0%
vsRHB,32.1,124,0.218,0.241,0.311,0.092,0.90,2,0.56,2.4%,26.9%,25.0%,21.5%,15.2%,8.63,74.2%,9.7%,4.5%,40.4%,25.8%,8.7%,13.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jake Rogers RHB,N/A,20,3.20,1,1,0.118,0.250,0.294,0.176,0.247,15.0%,19.4%,25.0%,10.6%,81.0,8.3%,8.3%,41.7%,41.7%,25.0%,70.6,-,17.6%,2.9%,94.4%,33.3%,25.0%,16.7%,8.3%,41.7%,33.3%,25.0%,41.7%
Dillon Dingler RHB,+660,20,4.60,1,2,0.333,0.500,0.600,0.267,0.468,20.0%,12.9%,10.0%,5.9%,93.2,15.4%,-,30.8%,61.5%,53.8%,72.8,24.1%,34.5%,24.1%,93.5%,38.5%,20.0%,38.5%,23.1%,38.5%,46.2%,15.4%,25.0%
Spencer Torkelson RHB,+577,18,4.20,1,2,0.333,0.389,0.600,0.267,0.412,5.6%,32.0%,33.3%,13.3%,90.6,20.0%,10.0%,40.0%,30.0%,70.0%,73.8,33.3%,23.8%,9.5%,84.0%,40.0%,25.0%,50.0%,10.0%,50.0%,50.0%,-,31.2%
Gleyber Torres RHB,+1220,15,4.40,1,1,0.357,0.400,0.571,0.214,0.421,6.7%,16.7%,13.3%,7.1%,84.8,8.3%,-,8.3%,41.7%,41.7%,67.9,-,31.8%,18.2%,91.7%,25.0%,33.3%,25.0%,50.0%,16.7%,50.0%,33.3%,20.0%
Wenceel Perez SHB,+880,11,4.20,1,1,0.111,0.273,0.444,0.333,0.309,18.2%,26.7%,18.2%,9.5%,86.5,-,-,28.6%,14.3%,14.3%,69.1,9.1%,36.4%,-,78.6%,57.1%,25.0%,-,14.3%,28.6%,28.6%,42.9%,28.6%
Kerry Carpenter LHB,+350,6,2.80,1,1,0.333,0.333,0.833,0.500,0.498,-,33.3%,33.3%,14.7%,92.5,25.0%,25.0%,50.0%,50.0%,50.0%,72.0,20.0%,13.3%,6.7%,100.0%,50.0%,50.0%,25.0%,25.0%,75.0%,-,25.0%,14.3%
Matt Vierling RHB,+1180,18,4.00,0,0,0.167,0.167,0.167,-,0.148,-,18.4%,33.3%,10.1%,92.2,8.3%,-,-,58.3%,25.0%,70.8,9.1%,30.3%,15.2%,86.8%,25.0%,0.0%,8.3%,58.3%,33.3%,50.0%,16.7%,20.8%
Kevin McGonigle LHB,+760,12,4.60,0,0,0.182,0.250,0.364,0.182,0.263,8.3%,20.0%,16.7%,11.1%,87.5,11.1%,-,11.1%,55.6%,22.2%,69.8,18.8%,37.5%,12.5%,88.9%,33.3%,0.0%,11.1%,33.3%,44.4%,44.4%,11.1%,22.2%
Zach McKinstry LHB,+1260,11,3.20,0,0,-,0.182,-,-,0.118,18.2%,0.0%,-,-,77.5,-,-,-,11.1%,22.2%,68.1,3.8%,23.1%,-,86.7%,44.4%,0.0%,11.1%,22.2%,11.1%,44.4%,44.4%,35.7%
Colt Keith LHB,+910,11,2.80,0,0,-,0.091,-,-,0.059,9.1%,15.0%,9.1%,7.1%,94.5,11.1%,-,22.2%,44.4%,44.4%,72.1,30.0%,30.0%,15.0%,100.0%,55.6%,0.0%,22.2%,11.1%,22.2%,55.6%,22.2%,14.3%
Riley Greene LHB,+537,9,4.60,0,0,0.143,0.333,0.143,-,0.243,22.2%,36.4%,22.2%,17.0%,87.9,-,-,-,60.0%,40.0%,75.2,57.1%,14.3%,9.5%,95.5%,20.0%,0.0%,20.0%,60.0%,20.0%,40.0%,40.0%,28.6%
Jahmai Jones RHB,N/A,8,2.20,0,0,-,-,-,-,-,-,50.0%,50.0%,28.0%,75.0,-,-,-,25.0%,-,70.1,8.3%,8.3%,-,85.7%,25.0%,0.0%,-,25.0%,-,50.0%,50.0%,50.0%
Zack Short RHB,+732,8,3.00,0,0,0.167,0.375,0.167,-,0.282,12.5%,20.7%,25.0%,9.8%,82.3,-,-,25.0%,25.0%,50.0%,70.3,11.1%,3.7%,3.7%,93.1%,-,-,50.0%,25.0%,25.0%,50.0%,25.0%,26.7%
