Matchup,BAL @ BOS
Pitcher,Trevor Rogers
Pitcher Team,BAL
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,48.2,220,0.291,0.365,0.503,0.211,1.56,8,1.48,8.2%,23.1%,17.3%,13.2%,11.6%,7.03,67.0%,7.3%,8.0%,38.0%,23.9%,17.9%,19.6%
vsLHB,12.2,52,0.213,0.290,0.404,0.191,1.11,1,0.71,7.7%,26.4%,25.0%,19.4%,13.5%,9.24,67.3%,10.1%,5.7%,28.6%,14.3%,-,14.3%
vsRHB,36.0,168,0.316,0.388,0.533,0.217,1.72,7,1.75,8.3%,22.0%,14.9%,11.4%,11.0%,6.25,66.9%,6.5%,8.6%,40.6%,26.6%,20.6%,21.1%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jarren Duran LHB,+610,17,5.00,1,1,0.214,0.353,0.429,0.214,0.343,17.6%,37.5%,23.5%,13.6%,78.6,-,-,10.0%,30.0%,30.0%,75.7,52.6%,15.8%,15.8%,79.2%,-,-,30.0%,40.0%,30.0%,40.0%,30.0%,15.0%
Ceddanne Rafaela RHB,+525,12,4.80,1,1,0.111,0.333,0.444,0.333,0.343,16.7%,30.0%,25.0%,12.2%,95.2,16.7%,-,16.7%,50.0%,33.3%,69.8,5.3%,31.6%,10.5%,95.0%,50.0%,33.3%,16.7%,33.3%,50.0%,-,50.0%,40.0%
Marcelo Mayer LHB,+730,10,3.60,1,1,0.400,0.400,0.700,0.300,0.477,-,33.3%,10.0%,22.7%,83.3,-,-,22.2%,33.3%,22.2%,74.0,50.0%,33.3%,-,85.7%,33.3%,33.3%,11.1%,44.4%,33.3%,22.2%,44.4%,66.7%
Wilyer Abreu LHB,+520,17,4.60,0,0,0.467,0.529,0.600,0.133,0.488,11.8%,31.2%,11.8%,13.2%,81.2,7.7%,-,7.7%,30.8%,38.5%,72.5,21.4%,25.0%,14.3%,87.5%,23.1%,0.0%,23.1%,46.2%,30.8%,38.5%,30.8%,18.2%
Willson Contreras RHB,+390,15,4.40,0,1,0.385,0.467,0.615,0.231,0.467,-,41.7%,13.3%,19.2%,88.8,9.1%,-,45.5%,27.3%,45.5%,76.1,66.7%,29.2%,12.5%,100.0%,27.3%,0.0%,27.3%,27.3%,63.6%,27.3%,9.1%,28.6%
Caleb Durbin RHB,+930,15,4.20,0,1,0.286,0.267,0.429,0.143,0.288,-,21.4%,20.0%,11.1%,90.1,8.3%,8.3%,16.7%,50.0%,50.0%,69.4,7.7%,38.5%,19.2%,92.9%,33.3%,0.0%,33.3%,25.0%,33.3%,58.3%,8.3%,33.3%
Connor Wong RHB,N/A,14,3.80,0,0,0.154,0.214,0.154,-,0.174,7.1%,25.0%,14.3%,13.3%,84.2,-,-,9.1%,27.3%,18.2%,71.3,10.0%,35.0%,5.0%,87.0%,36.4%,0.0%,18.2%,27.3%,18.2%,54.5%,27.3%,33.3%
Andruw Monasterio RHB,+875,13,2.60,0,0,0.231,0.231,0.385,0.154,0.264,-,24.1%,38.5%,11.9%,82.8,-,-,12.5%,25.0%,12.5%,69.5,-,20.0%,8.0%,89.3%,37.5%,0.0%,12.5%,37.5%,25.0%,37.5%,37.5%,44.4%
Masataka Yoshida LHB,N/A,13,4.00,0,0,0.250,0.308,0.250,-,0.255,7.7%,16.7%,15.4%,7.9%,87.4,-,-,10.0%,30.0%,50.0%,69.5,-,40.0%,-,83.3%,10.0%,0.0%,50.0%,40.0%,30.0%,50.0%,20.0%,27.3%
Isiah Kiner-Falefa RHB,+1020,10,4.20,0,0,0.286,0.500,0.286,-,0.373,30.0%,15.0%,10.0%,7.7%,85.8,16.7%,-,-,33.3%,50.0%,68.4,5.0%,20.0%,10.0%,100.0%,16.7%,0.0%,33.3%,33.3%,16.7%,66.7%,16.7%,25.0%
Carlos Narvaez RHB,+610,7,4.00,0,0,0.429,0.429,0.571,0.143,0.436,-,21.7%,14.3%,13.9%,93.7,-,-,-,33.3%,50.0%,70.1,5.3%,26.3%,5.3%,90.5%,16.7%,0.0%,50.0%,33.3%,16.7%,33.3%,50.0%,33.3%
Mickey Gasper SHB,+328,5,4.40,0,0,0.200,0.200,0.200,-,0.178,-,40.0%,60.0%,26.7%,62.6,-,-,-,-,-,72.2,-,11.1%,-,90.0%,-,-,-,50.0%,50.0%,50.0%,-,75.0%
