Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Joe Mack","MIA","Robert Stock","NYM","2","1.000","1.00","1.50","2.50","1","0","0","1","1","1","5","0.0","1.000","0"
"Aaron Judge","NYY","Tomoyuki Sugano","COL","9","0.778","0.80","1.00","1.78","4","0","0","3","3","3","16","11.1","0.800","1"
"Ezequiel Tovar","COL","Will Warren","NYY","4","0.750","1.00","0.50","1.25","1","2","0","0","2","0","5","25.0","0.750","0"
"Drew Gilbert","SF","Andre Pallante","STL","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Luke Maile","KC","Zac Gallen","ARI","3","0.667","1.00","0.33","1.00","1","1","0","0","1","2","3","33.3","0.667","0"
"Dillon Dingler","DET","Zebby Matthews","MIN","5","0.600","0.75","0.20","0.80","2","1","0","0","1","0","4","20.0","0.600","0"
"Colt Keith","DET","Zebby Matthews","MIN","7","0.571","0.60","0.71","1.29","1","2","0","1","3","3","9","14.3","0.667","2"
"Carson Benge","NYM","Janson Junk","MIA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Jordan Beck","COL","Will Warren","NYY","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Daniel Schneemann","CLE","Shane Baz","BAL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","2","2","50.0","0.500","0"
"Jarren Duran","BOS","Ryan Johnson","LAA","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.500","0"
"Denzel Clarke","ATH","Braydon Fisher","TOR","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Brayan Rocchio","CLE","Shane Baz","BAL","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.500","0"
"Josh Rojas","KC","Zac Gallen","ARI","4","0.500","0.33","1.00","1.50","0","1","0","1","2","1","6","0.0","0.600","1"
"Ryan McMahon","NYY","Tomoyuki Sugano","COL","4","0.500","0.33","0.75","1.25","1","0","0","1","1","1","5","0.0","0.500","0"
"Isaac Paredes","HOU","Cristopher Sanchez","PHI","8","0.500","0.50","0.38","0.88","3","0","0","1","1","1","7","12.5","0.500","0"
"Mickey Moniak","COL","Will Warren","NYY","5","0.400","0.50","0.20","0.60","1","1","0","0","1","1","3","20.0","0.400","0"
