Matchup,ARI @ CIN
Pitcher,Michael Soroka
Pitcher Team,ARI
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,74.0,306,0.239,0.289,0.373,0.134,1.15,6,0.73,5.6%,22.1%,23.2%,19.9%,10.9%,8.64,64.2%,6.6%,8.0%,33.3%,27.2%,10.3%,19.7%
vsLHB,43.1,190,0.276,0.331,0.431,0.155,1.36,4,0.83,5.8%,18.3%,20.0%,18.5%,8.8%,7.89,63.9%,6.9%,9.5%,34.3%,28.5%,10.3%,19.7%
vsRHB,30.1,116,0.182,0.222,0.282,0.100,0.86,2,0.59,5.2%,27.9%,28.4%,21.7%,14.4%,9.79,64.7%,6.0%,5.3%,31.6%,25.0%,10.5%,19.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
8 Tyler Stephenson RHB,,+565,16,23,4.00,2,2,0.318,0.348,0.682,0.364,0.437,4.3%,18.9%,17.4%,8.6%,93.2,260.8,5,5,11.1%,5.6%,16.7%,50.0%,44.4%,71.6,21.9%,43.8%,18.8%,100.0%,27.8%,40.0%,16.7%,44.4%,27.8%,38.9%,33.3%,33.3%
2 JJ Bleday LHB,,+325,19,22,5.00,2,2,0.400,0.455,0.850,0.450,0.544,9.1%,9.8%,13.6%,4.8%,90.5,276.8,7,3,11.8%,5.9%,41.2%,47.1%,58.8%,75.0,52.5%,25.0%,12.5%,97.6%,29.4%,40.0%,52.9%,5.9%,47.1%,41.2%,11.8%,23.8%
9 Matt McLain RHB,,+589,21,24,4.40,1,3,0.238,0.333,0.476,0.238,0.349,12.5%,28.6%,29.2%,11.6%,93.8,295.9,4,3,21.4%,-,14.3%,64.3%,50.0%,71.9,10.0%,36.7%,26.7%,85.7%,28.6%,25.0%,28.6%,35.7%,28.6%,57.1%,14.3%,11.5%
4 Nathaniel Lowe LHB,,+489,28,24,2.80,1,2,0.217,0.250,0.348,0.130,0.263,4.2%,7.7%,12.5%,3.4%,85.4,245.8,2,2,10.5%,5.3%,5.3%,31.6%,31.6%,75.3,48.5%,18.2%,15.2%,91.7%,26.3%,20.0%,15.8%,47.4%,31.6%,31.6%,36.8%,26.1%
5 Spencer Steer RHB,,+650,26,24,4.00,1,1,0.158,0.333,0.368,0.211,0.313,20.8%,26.5%,29.2%,10.6%,86.6,266.7,1,1,8.3%,8.3%,25.0%,25.0%,16.7%,70.5,9.4%,21.9%,9.4%,94.1%,8.3%,100.0%,16.7%,75.0%,75.0%,25.0%,-,27.3%
6 Eugenio Suarez RHB,,+319,21,16,4.20,1,1,0.067,0.062,0.267,0.200,0.131,-,22.6%,12.5%,11.5%,87.3,248.8,3,1,-,-,23.1%,38.5%,15.4%,71.5,10.7%,25.0%,10.7%,90.3%,23.1%,33.3%,15.4%,46.2%,38.5%,38.5%,23.1%,45.5%
3 Sal Stewart RHB,,+572,18,16,4.80,0,1,0.214,0.312,0.357,0.143,0.296,12.5%,26.1%,18.8%,8.2%,92.6,271.9,3,1,18.2%,-,-,54.5%,27.3%,74.1,45.5%,27.3%,9.1%,100.0%,9.1%,0.0%,27.3%,54.5%,9.1%,63.6%,27.3%,21.1%
7 Noelvi Marte RHB,,N/A,8,13,4.00,0,0,0.500,0.538,0.583,0.083,0.490,7.7%,10.0%,-,4.0%,94.7,176.1,0,0,-,-,-,50.0%,8.3%,72.8,26.3%,42.1%,26.3%,95.0%,-,-,8.3%,91.7%,41.7%,41.7%,16.7%,35.0%
1 Edwin Arroyo SHB,,+970,9,9,3.60,0,0,0.429,0.556,0.429,-,0.441,22.2%,17.2%,22.2%,10.0%,93.5,186.4,0,0,-,-,20.0%,20.0%,20.0%,69.0,11.5%,15.4%,-,96.3%,-,-,20.0%,80.0%,80.0%,20.0%,-,30.0%
