Matchup,MIA @ WSH
Pitcher,Sandy Alcantara
Pitcher Team,MIA
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,75.1,323,0.266,0.322,0.418,0.152,1.33,9,1.08,6.5%,21.5%,15.8%,15.8%,10.9%,6.09,65.3%,7.4%,6.5%,36.7%,25.7%,12.7%,14.3%
vsLHB,41.0,182,0.287,0.358,0.491,0.204,1.51,7,1.54,7.7%,20.8%,14.8%,13.4%,11.0%,5.93,63.2%,6.7%,9.3%,38.6%,30.7%,14.0%,15.0%
vsRHB,33.2,141,0.238,0.277,0.323,0.085,1.13,2,0.53,5.0%,22.6%,17.0%,20.0%,10.8%,6.42,68.1%,8.3%,2.9%,34.3%,19.0%,10.0%,13.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Curtis Mead RHB,+750,20,4.00,3,4,0.278,0.350,0.778,0.500,0.469,10.0%,14.6%,20.0%,6.4%,93.3,28.6%,14.3%,21.4%,57.1%,42.9%,73.2,27.0%,32.4%,18.9%,90.2%,57.1%,37.5%,14.3%,28.6%,35.7%,42.9%,21.4%,0.0%
Luis Garcia Jr. LHB,+670,23,4.00,2,3,0.304,0.304,0.609,0.304,0.393,-,19.5%,8.7%,11.4%,92.7,14.3%,4.8%,14.3%,47.6%,38.1%,72.7,30.8%,41.0%,17.9%,95.1%,14.3%,0.0%,33.3%,47.6%,52.4%,33.3%,14.3%,45.5%
CJ Abrams LHB,+503,21,4.20,2,2,0.471,0.571,0.941,0.471,0.614,19.0%,24.4%,9.5%,11.9%,90.3,13.3%,13.3%,33.3%,46.7%,46.7%,73.5,30.0%,25.0%,12.5%,97.6%,33.3%,40.0%,33.3%,26.7%,46.7%,46.7%,6.7%,38.1%
Jacob Young RHB,+1460,18,3.40,2,2,0.267,0.389,0.667,0.400,0.448,5.6%,18.2%,16.7%,6.1%,93.1,8.3%,8.3%,25.0%,58.3%,25.0%,69.8,-,50.0%,27.8%,85.7%,33.3%,50.0%,8.3%,58.3%,58.3%,33.3%,8.3%,11.1%
Keibert Ruiz SHB,+910,12,3.60,2,3,0.333,0.333,0.833,0.500,0.498,-,9.1%,8.3%,5.4%,89.7,18.2%,18.2%,54.5%,54.5%,36.4%,68.8,-,47.4%,31.6%,90.5%,54.5%,33.3%,18.2%,18.2%,63.6%,18.2%,18.2%,50.0%
Drew Millas SHB,+617,28,4.00,1,1,0.240,0.321,0.360,0.120,0.303,10.7%,22.7%,14.3%,9.7%,80.9,4.8%,4.8%,9.5%,14.3%,33.3%,67.8,4.8%,23.8%,7.1%,97.7%,19.0%,25.0%,33.3%,28.6%,23.8%,23.8%,42.9%,27.6%
Dylan Crews RHB,+760,23,4.40,1,1,0.227,0.261,0.364,0.136,0.277,-,26.5%,21.7%,15.5%,94.4,5.9%,5.9%,5.9%,52.9%,23.5%,73.7,27.5%,27.5%,12.5%,85.1%,17.6%,33.3%,23.5%,47.1%,35.3%,35.3%,29.4%,44.0%
Jorbit Vivas LHB,N/A,22,3.20,1,2,0.263,0.318,0.526,0.263,0.351,9.1%,23.7%,18.2%,12.5%,87.5,12.5%,6.2%,18.8%,37.5%,12.5%,70.0,3.1%,28.1%,12.5%,88.9%,43.8%,14.3%,12.5%,31.2%,37.5%,43.8%,18.8%,43.5%
Jose Tena LHB,+410,19,2.60,1,1,0.235,0.316,0.471,0.235,0.339,10.5%,47.7%,31.6%,27.6%,92.7,9.1%,-,9.1%,63.6%,45.5%,74.3,38.6%,15.9%,11.4%,100.0%,18.2%,50.0%,36.4%,45.5%,18.2%,45.5%,36.4%,47.1%
James Wood LHB,+301,19,4.60,1,3,0.333,0.579,0.583,0.250,0.490,36.8%,21.4%,15.8%,6.9%,97.4,22.2%,-,-,66.7%,55.6%,77.6,72.0%,28.0%,12.0%,89.3%,44.4%,0.0%,33.3%,22.2%,22.2%,55.6%,22.2%,6.2%
Daylen Lile LHB,+830,24,4.20,0,1,0.174,0.167,0.304,0.130,0.195,-,20.0%,8.3%,14.3%,83.1,4.5%,4.5%,22.7%,18.2%,22.7%,70.9,5.9%,17.6%,2.0%,94.4%,45.5%,0.0%,9.1%,40.9%,59.1%,13.6%,27.3%,63.6%
Nasim Nuñez SHB,+1440,19,3.40,0,0,0.158,0.158,0.158,-,0.141,-,17.9%,15.8%,9.6%,81.8,-,-,12.5%,25.0%,37.5%,68.4,2.8%,13.9%,5.6%,97.3%,25.0%,0.0%,12.5%,56.2%,43.8%,43.8%,12.5%,50.0%
Andres Chaparro RHB,N/A,1,2.20,0,0,1.000,1.000,1.000,-,0.890,-,0.0%,-,-,72.1,-,-,-,-,-,74.5,33.3%,-,-,100.0%,100.0%,0.0%,-,-,-,100.0%,-,0.0%
