HR Split,Overall
Dates,="6/22/2026"
Games,13

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:10 PM,Kodai Senga,vs,1.46,0.85,1.51,2.86,11.6%,28.9%,36.8%,34.5%,6.4%,682
2,7:10 PM,Shota Imanaga,@,1.21,0.23,1.36,2.49,11.4%,29.8%,36.6%,32.4%,6.7%,1060
3,7:40 PM,Eric Lauer,@,1.06,1.10,0.95,2.41,10.7%,20.3%,38.5%,40.3%,6.7%,822
4,10:10 PM,Grant Holmes,@,0.91,0.93,0.29,2.03,11.7%,22.6%,46.0%,29.1%,6.6%,891
5,7:40 PM,Gavin Williams,@,0.77,0.37,0.96,1.60,11.5%,25.0%,50.3%,25.2%,8.3%,1216
6,7:10 PM,Brady Singer,vs,0.75,0.56,0.77,2.12,10.2%,23.2%,40.4%,31.1%,5.9%,1128
7,7:40 PM,Zebby Matthews,vs,0.73,0.58,0.57,1.85,12.0%,19.2%,40.0%,32.8%,7.8%,662
8,7:45 PM,Merrill Kelly,@,0.72,0.94,0.11,1.99,12.4%,20.3%,41.2%,28.0%,5.6%,1183
9,6:45 PM,Foster Griffin,vs,0.27,-0.94,0.78,1.60,9.3%,22.0%,37.9%,28.4%,6.9%,457
10,7:40 PM,Anthony Kay,vs,0.27,0.14,0.30,1.64,9.1%,23.8%,39.5%,23.6%,6.9%,432
11,10:10 PM,Michael King,vs,0.24,0.22,0.21,1.56,10.5%,19.0%,37.2%,26.9%,7.1%,778
12,9:38 PM,Kyle Bradish,@,-0.07,0.04,-0.12,1.37,9.3%,21.1%,36.6%,22.0%,6.1%,598
13,6:40 PM,Kumar Rocker,@,-0.09,0.49,-0.86,1.31,9.0%,13.6%,45.1%,22.1%,6.7%,697
14,8:40 PM,Ryan Feltner,vs,-0.23,-0.24,-0.06,1.15,6.9%,16.8%,41.2%,25.0%,8.6%,402
15,6:40 PM,Tyler Phillips,vs,-0.24,-0.04,-0.30,1.20,7.7%,12.3%,42.7%,28.4%,6.6%,639
16,6:10 PM,Framber Valdez,vs,-0.41,-0.40,-0.13,1.05,6.9%,16.3%,40.8%,23.3%,7.1%,1290
17,7:07 PM,Dylan Cease,vs,-0.51,-0.03,-1.01,1.02,5.8%,21.9%,37.0%,23.5%,6.0%,1150
18,7:45 PM,Andre Pallante,vs,-0.62,-0.15,-0.75,1.03,5.9%,20.2%,33.5%,19.0%,7.7%,1145
19,9:38 PM,Samuel Aldegheri,vs,-0.68,0.37,-0.55,0.88,6.2%,8.2%,36.6%,36.9%,5.6%,247
20,6:10 PM,Gerrit Cole,@,-0.73,-0.71,-0.33,1.32,5.1%,13.6%,28.2%,28.2%,4.7%,222
21,6:40 PM,Drew Rasmussen,vs,-0.79,-0.30,-1.05,0.83,5.5%,16.9%,33.4%,21.3%,8.2%,1007
22,6:40 PM,Michael Wacha,@,-0.85,-0.43,-0.86,0.91,4.3%,11.9%,35.0%,25.0%,8.4%,1230
23,8:40 PM,Jake Bennett,@,-1.05,-1.96,-0.24,0.44,7.6%,8.3%,36.4%,18.2%,8.6%,170
24,7:07 PM,Hunter Brown,@,-1.77,-1.07,-1.61,0.13,3.6%,2.1%,32.3%,22.7%,7.0%,857
