Split,vsLHB
Range,L10
Dates,="7/27/2026"
Games,12

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
6:45 PM,Andrew Alvarez,vs,9.2,48,3.41,0.349,0.390,2.07,0.140,0.488,0,-,21,21.6%,12.5%,10.2%,9.5%,5.59,5,10.4%,49.0%,6.5%,37,43.2%,1,2.7%,8.1%,-,13.5%
6:40 PM,Tyler Phillips,vs,22.1,109,6.28,0.330,0.405,1.97,0.216,0.546,5,2.01,53,22.2%,13.8%,13.9%,9.9%,6.04,12,11.0%,59.5%,8.2%,82,50.0%,8,9.8%,22.0%,22.2%,13.4%
6:45 PM,Max Scherzer,@,13.2,69,9.90,0.322,0.447,1.98,0.339,0.661,6,3.95,39,15.4%,8.7%,6.7%,7.7%,3.95,8,11.6%,62.3%,7.0%,54,35.2%,7,13.0%,31.5%,29.4%,35.2%
2:35 PM,George Kirby,@,29.0,131,4.55,0.317,0.377,1.59,0.220,0.537,5,1.55,66,20.5%,16.8%,17.6%,10.4%,6.83,7,5.3%,66.4%,8.7%,101,47.5%,9,8.9%,30.7%,16.1%,11.9%
2:35 PM,Kumar Rocker,vs,26.0,118,5.52,0.303,0.386,1.58,0.266,0.569,7,2.42,62,27.2%,22.0%,18.6%,12.8%,9.00,8,6.8%,55.1%,8.0%,84,45.2%,9,10.7%,27.4%,21.7%,25.0%
6:40 PM,Mitch Keller,vs,34.0,154,5.63,0.294,0.389,1.56,0.250,0.544,7,1.85,74,19.7%,18.2%,16.9%,9.3%,7.41,13,8.4%,59.4%,6.9%,109,45.9%,11,10.1%,31.2%,11.8%,16.5%
7:40 PM,Noah Schultz,vs,8.0,42,6.22,0.294,0.388,1.75,0.147,0.441,1,1.12,15,14.3%,14.3%,16.7%,5.7%,6.75,4,9.5%,53.5%,8.3%,28,25.0%,2,7.1%,39.3%,9.1%,10.7%
7:10 PM,Slade Cecconi,@,31.2,141,4.55,0.289,0.347,1.52,0.188,0.477,5,1.42,61,18.9%,18.4%,15.9%,8.9%,7.39,11,7.8%,65.2%,6.1%,104,46.2%,8,7.7%,23.1%,16.7%,13.5%
7:45 PM,David Peterson,@,14.0,59,4.46,0.281,0.337,1.29,0.211,0.491,3,1.93,28,24.8%,22.0%,22.0%,12.0%,8.36,2,3.4%,69.5%,9.1%,43,41.9%,4,9.3%,23.3%,30.0%,18.6%
6:40 PM,Merrill Kelly,@,31.2,142,7.17,0.280,0.382,1.55,0.256,0.536,9,2.56,67,17.1%,12.7%,12.9%,8.4%,5.12,14,9.9%,57.3%,4.3%,108,42.6%,10,9.3%,30.6%,27.3%,17.6%
9:40 PM,Jack Perkins,vs,18.1,90,6.32,0.280,0.395,1.91,0.253,0.533,5,2.45,40,25.8%,26.7%,22.0%,10.6%,11.78,14,15.6%,58.9%,6.3%,52,34.6%,4,7.7%,40.4%,23.8%,19.2%
7:10 PM,Martin Perez,@,13.2,60,5.15,0.273,0.352,1.46,0.218,0.491,3,1.98,27,22.5%,21.7%,13.5%,10.6%,8.56,5,8.3%,63.3%,8.8%,42,45.2%,3,7.1%,21.4%,33.3%,19.0%
9:38 PM,Tatsuya Imai,@,28.1,126,4.55,0.272,0.350,1.48,0.211,0.482,6,1.91,55,29.4%,27.8%,21.2%,14.2%,11.12,11,8.7%,52.4%,8.7%,80,47.5%,10,12.5%,31.2%,24.0%,12.5%
9:45 PM,Tyler Mahle,vs,29.2,123,4.28,0.254,0.333,1.21,0.237,0.491,6,1.82,56,23.5%,26.0%,19.9%,11.5%,9.71,7,5.7%,62.9%,5.6%,84,32.1%,3,3.6%,32.1%,18.5%,17.9%
9:38 PM,Walbert Urena,vs,26.0,122,4.10,0.252,0.322,1.69,0.087,0.340,1,0.35,35,26.2%,18.0%,14.3%,11.7%,7.62,18,14.8%,59.8%,5.3%,81,38.3%,5,6.2%,19.8%,6.2%,9.9%
9:40 PM,Payton Tolle,@,18.0,74,3.43,0.250,0.287,1.11,0.153,0.403,2,1.00,29,25.4%,17.6%,17.1%,13.4%,6.50,2,2.7%,61.3%,9.3%,59,28.8%,3,5.1%,20.3%,16.7%,13.6%
6:40 PM,Kyle Bradish,@,32.2,137,4.20,0.240,0.294,1.29,0.120,0.360,4,1.10,45,19.9%,19.0%,22.4%,9.3%,7.16,12,8.8%,60.6%,5.0%,99,36.4%,6,6.1%,24.2%,12.5%,12.1%
6:40 PM,Zack Wheeler,@,34.0,140,3.75,0.219,0.291,1.15,0.164,0.383,6,1.59,49,34.1%,32.9%,23.6%,16.7%,12.18,11,7.9%,55.7%,3.8%,82,42.7%,4,4.9%,29.3%,25.0%,14.6%
9:45 PM,Brandon Sproat,@,25.2,111,3.61,0.219,0.304,1.21,0.135,0.354,2,0.70,34,22.8%,26.1%,17.9%,11.1%,10.17,10,9.0%,59.6%,7.2%,67,44.8%,4,6.0%,22.4%,13.3%,14.9%
7:10 PM,Chase Burns,vs,36.2,149,3.48,0.188,0.273,1.09,0.165,0.353,5,1.23,47,30.7%,32.2%,21.5%,14.6%,11.78,15,10.1%,59.7%,6.4%,86,33.7%,9,10.5%,34.9%,16.7%,19.8%
6:40 PM,Keider Montero,vs,19.1,75,2.12,0.171,0.178,0.88,0.029,0.200,0,-,14,21.5%,22.7%,22.4%,10.4%,7.91,5,6.7%,55.4%,6.5%,53,32.1%,2,3.8%,24.5%,-,11.3%
7:10 PM,Zach Thornton,vs,8.0,29,4.10,0.143,0.184,0.62,0.107,0.250,1,1.12,7,23.6%,13.8%,14.3%,12.1%,4.50,1,3.4%,55.2%,10.3%,24,45.8%,4,16.7%,41.7%,10.0%,20.8%
7:40 PM,Max Fried,@,16.0,52,1.54,0.140,0.148,0.50,0.040,0.180,0,-,9,23.9%,26.9%,26.4%,11.1%,7.88,1,1.9%,53.8%,7.9%,37,27.0%,2,5.4%,24.3%,-,-
