Matchup,COL @ ATH
Pitcher,Tomoyuki Sugano
Pitcher Team,COL
Opposing Team,ATH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,68.1,287,0.262,0.342,0.485,0.223,1.29,12,1.58,7.0%,16.7%,13.6%,12.7%,7.5%,5.14,60.8%,8.8%,15.5%,46.5%,31.4%,14.1%,20.4%
vsLHB,31.1,138,0.272,0.386,0.584,0.312,1.50,9,2.59,9.4%,20.3%,13.8%,14.1%,9.2%,5.46,60.1%,8.7%,19.8%,46.2%,34.9%,21.6%,20.8%
vsRHB,36.1,149,0.252,0.300,0.393,0.141,1.13,3,0.74,4.7%,13.5%,13.4%,11.6%,6.0%,4.95,61.3%,8.9%,11.7%,46.7%,28.3%,5.9%,20.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nick Kurtz LHB,,N/A,32,16,5.20,3,3,0.333,0.500,1.083,0.750,0.612,25.0%,40.6%,18.8%,16.9%,98.1,362.2,7,6,33.3%,11.1%,11.1%,77.8%,66.7%,80.0,94.4%,22.2%,16.7%,81.8%,66.7%,33.3%,22.2%,11.1%,22.2%,55.6%,22.2%,56.2%
Shea Langeliers RHB,,N/A,22,31,5.20,1,1,0.129,0.129,0.258,0.129,0.166,-,25.9%,19.4%,14.3%,90.0,290.6,11,4,16.0%,4.0%,8.0%,32.0%,52.0%,75.0,48.6%,31.4%,11.4%,94.6%,44.0%,9.1%,28.0%,20.0%,24.0%,48.0%,28.0%,35.3%
Jacob Wilson RHB,,N/A,18,28,3.80,1,1,0.360,0.429,0.520,0.160,0.412,10.7%,14.3%,10.7%,6.7%,77.8,226.4,2,1,4.5%,4.5%,13.6%,18.2%,40.9%,64.0,-,30.3%,6.1%,86.8%,31.8%,14.3%,18.2%,45.5%,22.7%,31.8%,45.5%,43.3%
Zack Gelof RHB,,N/A,24,27,4.40,1,3,0.292,0.370,0.500,0.208,0.376,11.1%,27.1%,25.9%,12.5%,78.3,270.9,4,3,6.2%,-,6.2%,25.0%,31.2%,73.7,26.3%,5.3%,5.3%,70.4%,43.8%,14.3%,18.8%,25.0%,31.2%,31.2%,37.5%,20.7%
Carlos Cortes LHB,—,N/A,17,21,2.80,1,2,0.211,0.286,0.421,0.211,0.307,9.5%,10.3%,4.8%,4.3%,89.4,257.6,4,2,17.6%,11.8%,11.8%,35.3%,29.4%,70.8,9.5%,33.3%,19.0%,95.5%,35.3%,16.7%,11.8%,41.2%,29.4%,17.6%,52.9%,18.2%
Alika Williams RHB,,N/A,7,20,4.20,1,1,0.200,0.200,0.400,0.200,0.258,-,19.4%,35.0%,8.7%,85.4,294.8,4,1,-,-,25.0%,41.7%,41.7%,68.7,4.5%,18.2%,9.1%,91.7%,16.7%,0.0%,33.3%,33.3%,50.0%,41.7%,8.3%,38.1%
Lawrence Butler LHB,—,N/A,24,18,3.00,1,2,0.188,0.278,0.438,0.250,0.309,11.1%,31.2%,22.2%,19.2%,93.9,298.1,2,2,9.1%,-,18.2%,54.5%,36.4%,74.9,56.2%,25.0%,18.8%,84.2%,18.2%,50.0%,27.3%,54.5%,36.4%,36.4%,27.3%,55.6%
Max Muncy RHB,,N/A,22,25,4.00,0,1,0.182,0.200,0.227,0.045,0.186,-,36.0%,24.0%,19.8%,86.6,220.0,2,2,11.1%,-,16.7%,27.8%,27.8%,75.2,60.0%,24.0%,4.0%,89.3%,27.8%,0.0%,16.7%,38.9%,44.4%,33.3%,22.2%,53.8%
Tyler Soderstrom LHB,—,N/A,21,22,4.60,0,0,0.250,0.455,0.250,-,0.339,27.3%,8.8%,9.1%,3.8%,86.5,93.4,0,0,-,-,-,35.7%,7.1%,74.1,31.6%,10.5%,-,95.0%,-,-,7.1%,78.6%,28.6%,57.1%,14.3%,45.0%
Henry Bolte RHB,,N/A,12,21,3.80,0,0,0.333,0.429,0.389,0.056,0.372,4.8%,47.5%,33.3%,30.2%,92.2,298.6,1,0,-,-,20.0%,50.0%,-,79.1,84.2%,26.3%,21.1%,73.1%,20.0%,0.0%,-,80.0%,60.0%,30.0%,10.0%,54.5%
Jeff McNeil LHB,—,N/A,36,20,3.00,0,0,0.111,0.200,0.111,-,0.154,10.0%,23.8%,25.0%,13.2%,89.2,261.8,4,0,-,-,23.1%,15.4%,38.5%,68.4,8.1%,24.3%,-,97.4%,15.4%,0.0%,30.8%,38.5%,46.2%,30.8%,23.1%,52.4%
Jonah Heim SHB,,N/A,13,19,2.60,0,0,0.118,0.211,0.118,-,0.162,10.5%,20.0%,21.1%,9.2%,89.2,251.6,2,0,-,-,7.7%,23.1%,30.8%,69.3,9.5%,47.6%,14.3%,91.3%,38.5%,0.0%,23.1%,38.5%,23.1%,53.8%,23.1%,28.6%
Colby Thomas RHB,,N/A,1,7,2.40,0,1,0.143,0.143,0.143,-,0.127,-,26.7%,14.3%,22.2%,83.0,312.2,1,1,-,-,-,16.7%,16.7%,75.4,50.0%,-,-,76.9%,33.3%,0.0%,16.7%,50.0%,16.7%,83.3%,-,71.4%
