Matchup,SEA @ DET
Pitcher,Bryce Miller
Pitcher Team,SEA
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,21.0,79,0.197,0.227,0.316,0.118,0.86,2,0.86,3.8%,29.3%,25.3%,20.8%,16.5%,8.57,60.3%,8.7%,3.6%,25.0%,25.0%,14.3%,14.3%
vsLHB,11.0,39,0.162,0.171,0.216,0.054,0.73,0,-,5.1%,29.7%,23.1%,19.1%,17.2%,7.36,60.5%,9.6%,-,14.3%,25.0%,-,7.1%
vsRHB,10.0,40,0.231,0.280,0.410,0.179,1.00,2,1.80,2.5%,28.9%,27.5%,22.4%,15.8%,9.90,60.0%,7.9%,7.1%,35.7%,25.0%,28.6%,21.4%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Spencer Torkelson RHB,+440,19,4.20,2,2,0.235,0.316,0.647,0.412,0.407,5.3%,40.6%,42.1%,15.7%,90.6,22.2%,22.2%,55.6%,44.4%,55.6%,73.2,25.0%,17.9%,10.7%,87.5%,33.3%,66.7%,33.3%,33.3%,88.9%,11.1%,-,25.0%
Kerry Carpenter LHB,+390,11,3.40,2,2,0.364,0.364,0.909,0.545,0.544,-,36.0%,36.4%,17.6%,89.6,14.3%,14.3%,57.1%,42.9%,57.1%,71.8,12.5%,16.7%,4.2%,96.0%,42.9%,66.7%,28.6%,14.3%,71.4%,-,28.6%,23.5%
Gleyber Torres RHB,+920,14,4.20,1,1,0.500,0.571,0.750,0.250,0.561,14.3%,27.3%,14.3%,11.1%,86.7,10.0%,-,10.0%,40.0%,40.0%,67.3,-,33.3%,14.3%,95.5%,20.0%,50.0%,40.0%,30.0%,10.0%,10.0%,80.0%,20.0%
Dillon Dingler RHB,+490,14,4.60,1,2,0.273,0.429,0.636,0.364,0.443,21.4%,33.3%,14.3%,10.0%,93.1,22.2%,-,22.2%,44.4%,44.4%,72.9,21.4%,50.0%,21.4%,93.3%,55.6%,20.0%,22.2%,11.1%,33.3%,55.6%,11.1%,9.1%
Wenceel Perez SHB,N/A,13,4.20,1,1,0.091,0.231,0.364,0.273,0.261,15.4%,30.0%,23.1%,12.0%,87.1,-,-,25.0%,12.5%,12.5%,69.5,6.2%,31.2%,-,84.2%,62.5%,20.0%,-,12.5%,25.0%,25.0%,50.0%,33.3%
Matt Vierling RHB,N/A,19,4.00,0,0,0.158,0.158,0.158,-,0.141,-,15.6%,26.3%,9.8%,91.0,7.1%,-,-,42.9%,35.7%,71.0,11.5%,46.2%,19.2%,81.2%,21.4%,0.0%,21.4%,42.9%,28.6%,50.0%,21.4%,28.6%
Zach McKinstry LHB,+1300,17,3.20,0,0,0.077,0.176,0.077,-,0.129,11.8%,12.5%,17.6%,6.6%,80.3,-,-,8.3%,8.3%,25.0%,67.9,2.9%,20.0%,-,87.5%,41.7%,0.0%,16.7%,25.0%,8.3%,50.0%,41.7%,41.2%
Colt Keith LHB,+820,16,3.20,0,0,0.067,0.125,0.067,-,0.096,6.2%,23.1%,18.8%,10.5%,90.5,8.3%,-,16.7%,41.7%,41.7%,73.2,36.0%,28.0%,16.0%,96.2%,41.7%,0.0%,25.0%,25.0%,33.3%,50.0%,16.7%,17.6%
Kevin McGonigle LHB,+650,15,4.40,0,0,0.214,0.267,0.357,0.143,0.270,6.7%,17.4%,13.3%,8.3%,90.5,8.3%,-,8.3%,66.7%,25.0%,70.3,15.8%,47.4%,21.1%,90.5%,33.3%,0.0%,16.7%,41.7%,41.7%,50.0%,8.3%,14.3%
Jake Rogers RHB,N/A,14,3.20,0,0,0.077,0.143,0.077,-,0.110,7.1%,34.5%,35.7%,16.1%,90.5,-,-,37.5%,50.0%,25.0%,70.7,-,22.2%,-,93.1%,37.5%,0.0%,25.0%,12.5%,37.5%,25.0%,37.5%,38.9%
Riley Greene LHB,+470,13,4.60,0,0,0.273,0.385,0.273,-,0.305,15.4%,42.9%,30.8%,20.3%,101.9,14.3%,-,-,85.7%,28.6%,74.9,53.6%,21.4%,17.9%,100.0%,14.3%,0.0%,28.6%,57.1%,14.3%,57.1%,28.6%,29.4%
Jahmai Jones RHB,N/A,10,2.20,0,0,-,-,-,-,-,-,52.2%,50.0%,30.0%,83.3,-,-,20.0%,60.0%,20.0%,71.6,10.5%,15.8%,10.5%,86.4%,40.0%,0.0%,20.0%,-,20.0%,40.0%,40.0%,63.6%
Zack Short RHB,+920,10,2.80,0,1,0.125,0.300,0.125,-,0.226,10.0%,17.9%,20.0%,8.3%,75.7,-,-,33.3%,33.3%,33.3%,69.6,4.3%,8.7%,8.7%,82.1%,16.7%,0.0%,33.3%,16.7%,50.0%,33.3%,16.7%,25.0%
