Matchup,CHC @ COL
Pitcher,Edward Cabrera
Pitcher Team,CHC
Opposing Team,COL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.2,246,0.275,0.345,0.459,0.185,1.42,11,1.72,8.5%,27.6%,21.1%,18.9%,13.2%,8.12,59.7%,6.2%,12.9%,40.9%,24.0%,24.4%,22.2%
vsLHB,31.1,143,0.283,0.338,0.417,0.134,1.56,4,1.15,9.1%,22.4%,16.1%,16.8%,10.3%,6.61,61.1%,6.2%,11.3%,40.6%,20.8%,18.2%,20.8%
vsRHB,25.1,103,0.263,0.354,0.516,0.253,1.30,7,2.49,7.8%,33.6%,28.2%,21.0%,16.8%,10.30,57.7%,6.2%,15.4%,41.5%,29.2%,31.6%,24.6%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hunter Goodman RHB,,+309,28,28,4.40,5,5,0.350,0.500,1.150,0.800,0.614,25.0%,27.5%,17.9%,12.2%,93.2,308.8,8,6,37.5%,18.8%,37.5%,50.0%,50.0%,74.8,46.2%,28.2%,15.4%,100.0%,37.5%,66.7%,31.2%,18.8%,43.8%,37.5%,18.8%,36.0%
Jake McCarthy LHB,,+740,26,24,4.80,2,2,0.300,0.375,0.650,0.350,0.420,12.5%,17.5%,16.7%,8.3%,87.7,275.5,5,2,11.8%,5.9%,11.8%,35.3%,47.1%,71.1,7.9%,26.3%,10.5%,97.4%,35.3%,33.3%,23.5%,29.4%,29.4%,41.2%,29.4%,32.0%
Ezequiel Tovar RHB,,+610,19,21,4.20,2,3,0.316,0.333,0.684,0.368,0.419,4.8%,25.0%,38.1%,16.7%,91.4,287.2,4,3,25.0%,8.3%,33.3%,33.3%,50.0%,72.1,24.4%,14.6%,7.3%,87.2%,50.0%,33.3%,25.0%,16.7%,41.7%,33.3%,25.0%,76.2%
TJ Rumfield LHB,,+690,33,25,4.20,1,1,0.182,0.240,0.364,0.182,0.258,8.0%,19.0%,20.0%,10.3%,83.6,282.4,5,2,-,-,16.7%,33.3%,27.8%,70.2,15.4%,23.1%,5.1%,95.1%,33.3%,16.7%,22.2%,38.9%,50.0%,16.7%,33.3%,47.6%
Willi Castro SHB,,+660,30,24,4.40,1,2,0.316,0.458,0.526,0.211,0.424,20.8%,25.5%,20.8%,12.0%,89.6,303.1,4,3,7.1%,7.1%,7.1%,57.1%,50.0%,73.1,35.7%,19.0%,4.8%,91.3%,50.0%,14.3%,28.6%,21.4%,21.4%,57.1%,21.4%,33.3%
Troy Johnston LHB,,+860,16,23,4.20,0,1,0.381,0.435,0.524,0.143,0.416,8.7%,20.0%,13.0%,10.5%,90.8,264.2,4,2,5.6%,-,22.2%,27.8%,44.4%,69.0,-,27.1%,10.4%,96.0%,5.6%,0.0%,50.0%,38.9%,33.3%,50.0%,16.7%,41.7%
Kyle Karros RHB,,+880,14,21,3.40,0,1,0.333,0.429,0.444,0.111,0.387,9.5%,22.2%,14.3%,11.0%,86.5,321.7,3,2,-,-,6.7%,40.0%,40.0%,69.9,7.7%,25.6%,7.7%,92.9%,13.3%,0.0%,26.7%,60.0%,33.3%,33.3%,33.3%,33.3%
Brett Sullivan LHB,—,N/A,10,19,2.00,0,1,0.056,0.053,0.056,-,0.047,-,13.2%,21.1%,7.4%,86.7,236.6,2,1,-,-,20.0%,20.0%,20.0%,67.2,2.8%,30.6%,2.8%,94.7%,26.7%,0.0%,13.3%,40.0%,53.3%,20.0%,26.7%,18.8%
Sterlin Thompson LHB,,+820,8,17,2.40,0,0,0.308,0.471,0.385,0.077,0.389,17.6%,12.9%,17.6%,5.1%,89.4,263.0,2,0,-,-,-,50.0%,30.0%,75.4,56.7%,16.7%,13.3%,96.8%,10.0%,0.0%,30.0%,60.0%,30.0%,50.0%,20.0%,33.3%
Edouard Julien LHB,,+775,18,17,2.20,0,1,0.571,0.647,0.714,0.143,0.578,17.6%,17.2%,17.6%,6.6%,93.9,247.1,1,1,9.1%,9.1%,18.2%,54.5%,54.5%,71.9,17.9%,28.6%,14.3%,96.6%,9.1%,0.0%,36.4%,54.5%,45.5%,36.4%,18.2%,40.0%
Chad Stevens RHB,—,N/A,4,10,1.60,0,0,0.143,0.300,0.143,-,0.219,20.0%,31.6%,30.0%,14.0%,85.7,292.3,3,0,-,-,-,20.0%,60.0%,72.6,31.2%,12.5%,-,94.1%,40.0%,0.0%,60.0%,-,-,60.0%,40.0%,46.2%
Braxton Fulford RHB,—,N/A,-,6,2.20,0,0,0.200,0.333,0.200,-,0.256,16.7%,30.0%,16.7%,12.5%,85.8,280.8,2,0,-,-,-,25.0%,50.0%,70.6,22.2%,33.3%,11.1%,90.0%,25.0%,0.0%,50.0%,25.0%,25.0%,50.0%,25.0%,20.0%
Cole Carrigg SHB,—,N/A,-,4,4.00,0,0,0.250,0.250,0.750,0.500,0.405,-,20.0%,25.0%,14.3%,85.9,273.1,1,0,-,-,-,33.3%,33.3%,75.8,75.0%,25.0%,-,80.0%,33.3%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,75.0%
