HR Split,Overall
Dates,="7/1/2026"
Games,14

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:40 PM,Seth Lugo,vs,1.25,0.57,1.42,1.78,10.0%,17.3%,42.4%,34.4%,9.2%,1099
2,8:10 PM,Taj Bradley,@,1.14,1.46,-0.40,1.56,10.7%,17.9%,46.0%,33.1%,8.7%,1085
3,3:07 PM,Braydon Fisher,vs,1.07,1.65,-0.44,1.64,11.9%,20.7%,38.4%,30.9%,4.7%,437
4,8:40 PM,Kyle Freeland,vs,0.99,-0.62,1.18,1.51,12.2%,14.4%,45.4%,31.9%,8.2%,1175
5,8:10 PM,Andrew Abbott,@,0.85,-0.64,1.11,1.67,8.3%,21.6%,39.4%,27.7%,6.5%,1190
6,9:40 PM,Zac Gallen,vs,0.58,0.47,0.36,1.59,9.7%,14.2%,41.7%,28.0%,5.3%,1330
7,1:10 PM,Joey Cantillo,vs,0.53,0.26,0.49,1.41,10.2%,17.5%,35.0%,32.5%,6.5%,887
8,1:35 PM,Troy Melton,@,0.46,0.83,-0.92,1.80,6.9%,15.7%,32.6%,27.3%,7.1%,484
9,12:35 PM,Noah Schultz,@,0.31,-1.05,0.72,1.08,12.4%,15.5%,39.9%,25.1%,8.3%,273
10,7:40 PM,Shane McClanahan,@,0.30,1.19,-0.21,1.15,10.1%,16.9%,42.7%,25.0%,8.0%,420
11,8:10 PM,Tatsuya Imai,vs,0.02,0.13,0.00,0.95,7.9%,21.4%,42.1%,20.2%,9.3%,301
12,2:20 PM,Colin Rea,vs,0.02,-0.60,1.17,1.20,10.1%,11.1%,38.3%,26.5%,7.7%,1178
13,3:07 PM,Freddy Peralta,@,-0.01,0.55,-1.34,1.29,5.6%,21.2%,36.4%,22.4%,6.3%,1301
14,7:15 PM,Michael McGreevy,@,-0.02,0.11,-0.04,1.23,7.3%,15.3%,38.9%,25.7%,7.2%,871
15,1:35 PM,Payton Tolle,vs,-0.25,0.54,-0.42,1.13,6.4%,14.1%,33.4%,29.3%,9.7%,484
16,2:20 PM,Walker Buehler,@,-0.31,-0.80,0.79,0.85,8.9%,15.5%,41.5%,19.5%,8.9%,999
17,8:40 PM,Max Meyer,@,-0.33,-0.58,0.45,0.96,6.9%,15.6%,40.4%,25.6%,6.9%,810
18,1:35 PM,Will Warren,vs,-0.40,-0.46,0.28,0.90,8.6%,15.0%,37.7%,20.9%,7.8%,1220
19,8:10 PM,Shane Drohan,vs,-0.50,-1.08,0.33,0.91,8.0%,12.5%,34.0%,27.9%,7.9%,323
20,6:40 PM,Paul Skenes,@,-0.52,0.00,-0.43,0.87,7.8%,11.8%,41.4%,25.9%,5.9%,1223
21,9:40 PM,J.T. Ginn,vs,-0.54,-0.15,-0.41,1.03,6.4%,12.7%,37.5%,24.5%,6.0%,887
22,6:40 PM,Zack Wheeler,vs,-0.57,0.00,-0.85,0.95,6.2%,17.3%,33.4%,24.8%,5.3%,989
23,1:10 PM,MacKenzie Gore,@,-0.60,-0.46,-0.21,0.77,7.5%,10.6%,44.1%,27.2%,6.6%,1190
24,9:40 PM,Trevor McDonald,@,-0.94,0.10,-1.63,0.74,5.0%,15.1%,39.2%,17.8%,7.1%,394
25,7:15 PM,Reynaldo Lopez,vs,-1.19,-0.56,-0.26,0.74,4.7%,6.5%,35.4%,26.4%,8.9%,265
26,1:35 PM,Andrew Alvarez,@,-1.33,-0.84,-0.74,0.46,3.2%,15.5%,48.1%,11.3%,6.2%,348
