Matchup,TOR @ SEA
Pitcher,Dylan Cease
Pitcher Team,TOR
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.0,238,0.210,0.278,0.314,0.105,1.23,5,0.79,10.9%,35.4%,35.3%,25.3%,16.2%,13.26,65.6%,6.4%,6.3%,34.9%,24.6%,16.1%,20.6%
vsLHB,31.1,137,0.205,0.296,0.333,0.128,1.37,4,1.15,13.9%,37.3%,37.2%,25.5%,16.6%,14.65,66.4%,5.6%,7.6%,34.8%,25.8%,23.5%,19.7%
vsRHB,25.2,101,0.215,0.254,0.290,0.075,1.05,1,0.35,6.9%,32.8%,32.7%,25.0%,15.7%,11.57,64.4%,7.5%,5.0%,35.0%,23.3%,7.1%,21.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Randy Arozarena RHB,,+700,16,23,4.40,1,1,0.158,0.304,0.316,0.158,0.285,13.0%,33.3%,26.1%,14.4%,87.7,274.1,3,1,7.7%,-,-,30.8%,23.1%,71.0,12.5%,17.5%,5.0%,95.2%,38.5%,30.8%,25.0%,7.7%,53.8%,46.2%,23.1%,30.8%,18.2%
Luke Raley LHB,,+600,27,19,3.20,1,2,0.188,0.316,0.375,0.188,0.307,15.8%,33.3%,15.8%,16.9%,93.9,278.9,7,2,7.7%,-,46.2%,53.8%,30.8%,74.6,48.5%,30.3%,12.1%,91.7%,76.9%,53.8%,14.3%,23.1%,15.4%,46.2%,15.4%,38.5%,26.7%
Cal Raleigh SHB,,+390,18,18,4.20,1,1,0.188,0.278,0.438,0.250,0.309,11.1%,34.3%,33.3%,15.4%,94.4,232.9,3,1,-,-,40.0%,50.0%,20.0%,74.0,50.0%,25.0%,12.5%,91.4%,60.0%,50.0%,20.0%,10.0%,20.0%,60.0%,20.0%,20.0%,47.6%
Cole Young LHB,,+900,10,17,4.00,1,2,0.294,0.294,0.529,0.235,0.355,-,12.9%,5.9%,7.8%,90.3,237.1,3,1,6.2%,6.2%,31.2%,31.2%,37.5%,71.4,20.7%,34.5%,13.8%,96.7%,62.6%,18.8%,33.3%,43.8%,25.0%,37.5%,56.2%,6.2%,50.0%
Dominic Canzone LHB,,+520,16,14,3.60,1,1,0.250,0.357,0.500,0.250,0.370,14.3%,16.7%,21.4%,9.5%,91.0,291.9,3,3,11.1%,-,11.1%,44.4%,22.2%,75.6,57.1%,33.3%,19.0%,87.5%,55.5%,33.3%,33.3%,22.2%,33.3%,11.1%,77.8%,11.1%,22.2%
Victor Robles RHB,—,N/A,9,24,3.80,0,1,0.182,0.250,0.182,-,0.202,8.3%,15.6%,16.7%,8.9%,83.2,263.0,3,2,5.6%,-,5.6%,27.8%,16.7%,68.7,-,22.2%,5.6%,83.7%,33.4%,27.8%,0.0%,5.6%,55.6%,33.3%,50.0%,16.7%,36.4%
Mitch Garver RHB,—,N/A,22,19,3.40,0,0,0.188,0.316,0.188,-,0.243,15.8%,31.2%,26.3%,13.2%,90.7,221.6,2,0,-,-,36.4%,36.4%,72.7%,71.4,6.5%,22.6%,9.7%,96.9%,81.8%,18.2%,0.0%,63.6%,18.2%,45.5%,45.5%,9.1%,40.0%
JP Crawford LHB,,+1000,17,18,4.80,0,0,0.167,0.167,0.167,-,0.148,-,22.2%,33.3%,11.8%,88.6,228.2,2,2,-,-,-,41.7%,16.7%,70.8,17.2%,20.7%,6.9%,85.3%,41.6%,33.3%,0.0%,8.3%,41.7%,8.3%,75.0%,16.7%,53.8%
Julio Rodriguez RHB,,+560,17,18,4.60,0,1,0.353,0.389,0.353,-,0.337,-,10.7%,11.1%,5.8%,91.8,270.4,3,1,-,-,13.3%,60.0%,53.3%,75.5,56.0%,44.0%,24.0%,89.3%,53.3%,13.3%,0.0%,40.0%,46.7%,40.0%,20.0%,40.0%,55.6%
Josh Naylor LHB,,+680,20,16,4.60,0,0,0.312,0.312,0.375,0.062,0.302,-,3.0%,-,1.9%,89.2,300.2,7,4,-,-,18.8%,31.2%,56.2%,70.7,10.3%,31.0%,10.3%,90.6%,81.3%,37.5%,0.0%,43.8%,18.8%,18.8%,56.2%,25.0%,50.0%
