Matchup,KC @ MIN
Pitcher,Zebby Matthews
Pitcher Team,MIN
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,23.1,95,0.225,0.300,0.427,0.202,1.03,5,1.93,4.2%,26.0%,25.3%,21.2%,12.1%,9.26,70.5%,8.9%,12.3%,36.9%,33.8%,22.7%,18.5%
vsLHB,13.1,56,0.200,0.299,0.400,0.200,1.05,3,2.02,7.1%,28.4%,33.9%,27.1%,13.1%,12.82,66.1%,8.1%,12.9%,35.5%,41.9%,23.1%,25.8%
vsRHB,10.0,39,0.256,0.302,0.462,0.205,1.00,2,1.80,-,22.5%,12.8%,11.6%,10.7%,4.50,76.9%,10.0%,11.8%,38.2%,26.5%,22.2%,11.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Vinnie Pasquantino LHB,+488,29,5.00,1,2,0.333,0.379,0.556,0.222,0.402,6.9%,13.7%,13.8%,6.2%,85.8,8.7%,4.3%,21.7%,30.4%,43.5%,71.1,16.0%,26.0%,6.0%,100.0%,26.1%,16.7%,26.1%,30.4%,34.8%,52.2%,13.0%,31.0%
Bobby Witt Jr. RHB,+476,20,5.00,1,2,0.222,0.300,0.444,0.222,0.322,10.0%,30.6%,30.0%,14.5%,94.6,16.7%,8.3%,33.3%,50.0%,75.0%,73.2,25.0%,18.8%,9.4%,91.4%,66.7%,12.5%,33.3%,-,33.3%,33.3%,33.3%,26.1%
Michael Massey LHB,+720,19,3.80,1,1,0.312,0.368,0.562,0.250,0.386,10.5%,15.4%,21.1%,8.3%,89.5,7.7%,7.7%,30.8%,23.1%,38.5%,72.0,8.6%,20.0%,5.7%,89.7%,46.2%,16.7%,30.8%,23.1%,46.2%,46.2%,7.7%,26.3%
Nick Loftin RHB,+1140,11,4.00,1,1,0.100,0.182,0.400,0.300,0.256,-,25.0%,27.3%,12.1%,86.7,14.3%,14.3%,14.3%,28.6%,28.6%,69.1,-,33.3%,8.3%,75.0%,42.9%,33.3%,14.3%,28.6%,42.9%,57.1%,-,22.2%
Lane Thomas RHB,N/A,10,3.20,1,2,0.125,0.300,0.500,0.375,0.340,20.0%,33.3%,40.0%,14.3%,89.0,25.0%,25.0%,50.0%,25.0%,50.0%,73.8,46.7%,13.3%,6.7%,83.3%,50.0%,50.0%,25.0%,-,50.0%,25.0%,25.0%,36.4%
Salvador Perez RHB,+526,25,4.80,0,1,0.087,0.160,0.087,-,0.126,4.0%,37.0%,24.0%,21.0%,89.6,11.8%,-,29.4%,41.2%,41.2%,71.2,19.5%,31.7%,9.8%,89.1%,41.2%,0.0%,29.4%,23.5%,35.3%,41.2%,23.5%,52.4%
Carter Jensen LHB,+432,20,4.00,0,2,0.053,0.100,0.105,0.053,0.096,5.0%,25.0%,30.0%,11.3%,84.6,-,-,30.8%,23.1%,15.4%,73.4,31.4%,17.1%,2.9%,81.4%,69.2%,0.0%,-,7.7%,38.5%,23.1%,38.5%,25.0%
Isaac Collins SHB,+650,19,4.00,0,0,0.125,0.263,0.125,-,0.196,15.8%,34.4%,42.1%,13.3%,78.1,-,-,12.5%,25.0%,37.5%,72.6,16.7%,13.3%,6.7%,93.8%,37.5%,0.0%,12.5%,37.5%,50.0%,37.5%,12.5%,14.3%
Jac Caglianone LHB,+549,18,4.60,0,1,0.200,0.333,0.200,-,0.256,16.7%,46.2%,44.4%,21.2%,97.6,14.3%,-,14.3%,85.7%,42.9%,77.2,76.9%,15.4%,10.3%,100.0%,28.6%,0.0%,57.1%,14.3%,28.6%,57.1%,14.3%,36.4%
Kyle Isbel LHB,+1240,16,2.40,0,1,0.286,0.312,0.429,0.143,0.311,6.2%,19.4%,25.0%,8.5%,83.5,-,-,9.1%,27.3%,9.1%,72.1,28.6%,14.3%,7.1%,93.3%,36.4%,0.0%,18.2%,27.3%,9.1%,45.5%,45.5%,15.8%
Maikel Garcia RHB,N/A,11,4.00,0,0,0.364,0.364,0.364,-,0.324,-,11.1%,9.1%,4.2%,87.7,-,-,-,10.0%,50.0%,71.7,12.5%,25.0%,6.2%,88.9%,40.0%,0.0%,20.0%,30.0%,10.0%,50.0%,40.0%,16.7%
Starling Marte RHB,N/A,6,2.20,0,0,0.200,0.333,0.400,0.200,0.332,-,16.7%,33.3%,10.0%,90.1,-,-,-,33.3%,-,72.3,40.0%,20.0%,10.0%,83.3%,33.3%,0.0%,-,66.7%,66.7%,33.3%,-,40.0%
Tyler Tolbert RHB,N/A,2,1.80,0,0,-,-,-,-,-,-,50.0%,50.0%,16.7%,102.8,-,-,-,100.0%,-,61.0,-,50.0%,50.0%,100.0%,-,-,-,100.0%,100.0%,-,-,0.0%
