Matchup,ARI @ MIA
Pitcher,Tyler Phillips
Pitcher Team,MIA
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,43.1,188,0.224,0.289,0.321,0.097,1.36,2,0.42,11.7%,27.9%,19.1%,21.2%,12.4%,7.48,60.5%,6.9%,6.2%,34.9%,25.6%,6.1%,13.2%
vsLHB,23.1,101,0.225,0.289,0.326,0.101,1.33,1,0.39,10.9%,33.0%,23.8%,23.1%,14.3%,9.26,60.2%,7.4%,4.6%,36.9%,23.1%,6.7%,7.7%
vsRHB,19.1,87,0.224,0.288,0.316,0.092,1.45,1,0.47,12.6%,21.6%,13.8%,18.2%,9.9%,5.59,60.9%,6.3%,7.8%,32.8%,28.1%,5.6%,18.8%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Adrian Del Castillo LHB,—,N/A,15,19,2.60,1,1,0.375,0.474,0.562,0.188,0.447,15.8%,29.2%,15.8%,15.9%,92.4,246.6,1,1,-,-,33.3%,50.0%,50.0%,73.4,39.1%,39.1%,21.7%,95.8%,16.7%,50.0%,50.0%,33.3%,50.0%,41.7%,8.3%,46.2%
Ryan Waldschmidt RHB,,+1350,12,19,4.00,0,0,0.211,0.211,0.211,-,0.187,-,30.3%,36.8%,18.5%,91.4,266.6,2,0,-,-,25.0%,50.0%,33.3%,72.8,23.3%,26.7%,10.0%,90.9%,25.0%,0.0%,33.3%,41.7%,50.0%,25.0%,25.0%,71.4%
Tommy Troy RHB,,+1140,12,18,3.80,0,1,0.176,0.222,0.176,-,0.184,5.6%,16.7%,27.8%,7.6%,80.8,329.0,3,1,16.7%,-,-,25.0%,8.3%,71.5,10.7%,17.9%,7.1%,96.6%,16.7%,0.0%,16.7%,66.7%,25.0%,58.3%,16.7%,14.3%
Nolan Arenado RHB,,+810,21,16,3.80,0,0,0.286,0.375,0.286,-,0.312,-,32.1%,43.8%,15.8%,87.0,198.2,0,0,-,-,28.6%,42.9%,42.9%,71.6,15.4%,19.2%,3.8%,92.9%,14.3%,0.0%,28.6%,57.1%,57.1%,28.6%,14.3%,16.7%
Gabriel Moreno RHB,,+1060,30,13,4.20,0,1,0.200,0.385,0.300,0.100,0.321,15.4%,0.0%,-,-,91.9,279.9,3,1,10.0%,-,-,50.0%,40.0%,71.0,5.3%,47.4%,21.1%,86.4%,20.0%,0.0%,40.0%,40.0%,30.0%,40.0%,30.0%,6.7%
Corbin Carroll LHB,,+475,17,11,4.00,0,0,0.182,0.182,0.182,-,0.162,-,11.8%,18.2%,5.6%,91.8,274.1,1,0,11.1%,11.1%,11.1%,44.4%,22.2%,75.1,58.8%,35.3%,17.6%,100.0%,22.2%,0.0%,11.1%,66.7%,66.7%,22.2%,11.1%,20.0%
Ketel Marte SHB,,+475,18,10,4.20,0,0,0.250,0.400,0.250,-,0.308,20.0%,33.3%,30.0%,20.5%,94.5,256.9,1,0,-,-,20.0%,40.0%,40.0%,73.4,40.0%,20.0%,5.0%,76.9%,20.0%,0.0%,20.0%,40.0%,60.0%,20.0%,20.0%,50.0%
Ildemaro Vargas SHB,,+1200,19,8,1.80,0,0,0.143,0.250,0.143,-,0.201,-,13.3%,-,7.4%,80.3,225.1,1,1,14.3%,-,14.3%,28.6%,28.6%,69.0,7.7%,15.4%,7.7%,86.7%,14.3%,0.0%,14.3%,28.6%,14.3%,85.7%,-,0.0%
Pavin Smith LHB,,+1000,13,7,3.20,0,0,-,0.143,-,-,0.093,14.3%,33.3%,57.1%,13.9%,87.6,-,0,0,-,-,-,50.0%,-,70.0,-,7.7%,-,86.7%,-,-,-,100.0%,50.0%,50.0%,-,33.3%
Geraldo Perdomo SHB,,+1200,5,7,4.00,0,0,0.429,0.429,0.429,-,0.381,-,7.1%,-,2.7%,88.2,222.0,0,0,-,-,28.6%,71.4%,57.1%,66.7,-,41.7%,25.0%,85.7%,-,-,57.1%,42.9%,42.9%,28.6%,28.6%,12.5%
Aramis Garcia RHB,,+699,2,4,2.60,0,0,0.250,0.250,0.250,-,0.222,-,11.1%,25.0%,6.7%,70.2,244.7,0,0,-,-,-,-,33.3%,70.0,-,33.3%,-,75.0%,-,-,33.3%,66.7%,33.3%,66.7%,-,66.7%
Jorge Barrosa SHB,—,N/A,10,4,2.20,0,1,0.333,0.500,0.667,0.333,0.480,25.0%,60.0%,25.0%,20.0%,92.6,337.5,1,1,50.0%,50.0%,100.0%,50.0%,100.0%,70.1,11.1%,11.1%,11.1%,90.0%,100.0%,0.0%,-,-,100.0%,-,-,0.0%
LuJames Groover RHB,—,N/A,2,3,3.75,0,0,0.333,0.333,0.333,-,0.297,-,16.7%,33.3%,5.9%,86.4,246.7,0,0,-,-,-,-,50.0%,71.4,16.7%,33.3%,-,100.0%,50.0%,0.0%,50.0%,-,-,-,100.0%,25.0%
