Matchup,TB @ NYY
Pitcher,Gerrit Cole
Pitcher Team,NYY
Opposing Team,TB

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,13.2,1.61,="18-58",.310,.534,0.224,3,4,0,5,20.6,4,.365,.899
Batting Second,15.1,1.11,="15-61",.246,.410,0.164,2,4,0,4,25.4,2,.270,.680
Batting Third,16.0,1.00,="13-59",.220,.390,0.170,3,1,0,7,24.2,3,.258,.648
Batting Fourth,16.0,0.88,="10-57",.175,.368,0.193,3,2,0,7,24.6,4,.230,.598
Batting Fifth,13.0,1.31,="12-51",.235,.431,0.196,2,4,0,6,22.4,5,.316,.747
Batting Sixth,10.2,1.88,="19-51",.373,.706,0.333,4,3,1,10,19.2,1,.385,1.091
Batting Seventh,12.0,0.83,="9-45",.200,.422,0.222,3,1,0,6,23.4,1,.217,.639
Batting Eighth,12.0,0.83,="9-45",.200,.289,0.089,1,1,0,2,34.8,1,.217,.506
Batting Ninth,12.1,0.65,="7-44",.159,.227,0.068,0,1,1,1,31.1,1,.178,.405

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Yandy Diaz RHB,Batting First ​,="139-478",.291,.433,0.142,15,21,1,67,15.4,42,.354,.787
Jonathan Aranda LHB,Batting Second ​,="109-383",.285,.452,0.167,15,19,0,58,22.7,36,.356,.808
Junior Caminero RHB,Batting Third ​,="96-352",.273,.554,0.281,27,16,1,64,19.4,46,.362,.916
Ryan Vilade RHB,Batting Fourth ​,="31-100",.310,.560,0.250,6,5,1,21,18.3,16,.403,.963
Liam Hicks LHB,Batting Fourth ​,="47-146",.322,.527,0.205,8,6,0,36,9.1,11,.382,.909
Chandler Simpson LHB,Batting Fifth ​,="71-219",.324,.361,0.037,0,8,0,16,6.0,8,.345,.706
Jonny DeLuca RHB,Batting Sixth ​,="32-131",.244,.382,0.138,4,6,0,18,20.0,4,.267,.649
Victor Mesa Jr. LHB,Batting Sixth ​,="18-73",.247,.452,0.205,5,0,0,10,29.1,5,.304,.756
Ben Williamson RHB,Batting Sixth ​,="18-96",.188,.240,0.052,0,3,1,5,21.4,6,.243,.483
Cedric Mullins LHB,Batting Seventh ​,="27-135",.200,.341,0.141,5,2,1,18,17.2,10,.264,.605
Nick Fortes RHB,Batting Eighth ​,="31-135",.230,.289,0.059,1,5,0,12,13.7,4,.271,.560
Richie Palacios LHB,Batting Eighth ​,="29-114",.254,.439,0.185,5,6,0,21,11.9,17,.353,.792
Jorge Mateo RHB,Batting Ninth ​,="20-92",.217,.272,0.055,1,2,0,6,36.1,3,.250,.522
Taylor Walls SHB,Batting Ninth ​,="53-250",.212,.284,0.072,2,8,2,28,24.3,31,.301,.585
