Matchup,CIN @ PIT
Pitcher,Paul Skenes
Pitcher Team,PIT
Opposing Team,CIN

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,9.2,1.76,="11-39",.282,.590,0.308,3,3,0,4,26.7,6,.378,.968
Batting Second,12.1,0.57,="6-44",.136,.136,0.000,0,0,0,1,31.1,1,.156,.292
Batting Third,11.0,1.00,="9-39",.231,.410,0.179,2,1,0,5,32.6,2,.279,.689
Batting Fourth,11.0,0.82,="8-42",.190,.333,0.143,1,3,0,3,30.2,1,.209,.542
Batting Fifth,8.1,2.04,="14-39",.359,.641,0.282,2,5,0,7,26.2,3,.405,1.046
Batting Sixth,8.0,1.00,="6-29",.207,.345,0.138,0,2,1,6,33.3,2,.314,.659
Batting Seventh,9.2,0.41,="4-33",.121,.152,0.031,0,1,0,1,26.5,0,.147,.299
Batting Eighth,9.0,0.56,="4-31",.129,.226,0.097,1,0,0,1,37.5,1,.156,.382
Batting Ninth,8.2,0.46,="2-26",.077,.077,0.000,0,0,0,1,33.3,2,.172,.249

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Blake Dunn RHB,Batting First ​,="24-98",.245,.316,0.071,1,4,0,4,21.7,6,.302,.618
Elly De La Cruz SHB,Batting Second ​,="17-71",.239,.451,0.212,2,5,2,8,32.5,7,.325,.776
JJ Bleday LHB,Batting Third ​,="7-31",.226,.484,0.258,2,2,0,4,22.9,3,.314,.798
Sal Stewart RHB,Batting Fourth ​,="55-199",.276,.508,0.232,11,13,0,37,20.4,28,.365,.873
Nathaniel Lowe LHB,Batting Fifth ​,="15-60",.250,.550,0.300,5,3,0,10,25.4,7,.328,.878
Eugenio Suarez RHB,Batting Sixth ​,="7-33",.212,.394,0.182,1,3,0,4,37.1,1,.257,.651
Spencer Steer RHB,Batting Seventh ​,="12-40",.300,.500,0.200,1,5,0,4,24.4,1,.317,.817
Tyler Stephenson RHB,Batting Eighth ​,="25-92",.272,.446,0.174,4,4,0,11,18.7,14,.364,.810
Matt McLain RHB,Batting Ninth ​,="10-47",.213,.383,0.170,1,5,0,4,23.5,3,.260,.643
