Matchup,PIT @ PHI
Pitcher,Bubba Chandler
Pitcher Team,PIT
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,51.1,219,0.217,0.298,0.354,0.138,1.31,4,0.70,11.9%,24.3%,21.0%,17.0%,11.9%,8.06,63.0%,8.6%,6.9%,36.1%,29.2%,9.5%,11.8%
vsLHB,26.1,116,0.214,0.321,0.418,0.204,1.37,3,1.03,12.9%,22.5%,20.7%,16.2%,11.1%,8.20,65.2%,9.8%,9.3%,36.0%,33.3%,12.0%,14.7%
vsRHB,25.0,103,0.220,0.273,0.286,0.066,1.24,1,0.36,10.7%,26.4%,21.4%,17.9%,12.9%,7.92,60.6%,7.3%,4.3%,36.2%,24.6%,5.9%,8.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kyle Schwarber LHB,,+180,26,15,4.60,3,3,0.385,0.400,1.077,0.692,0.582,6.7%,24.2%,26.7%,11.4%,101.0,304.0,4,4,20.0%,10.0%,50.0%,90.0%,60.0%,78.3,83.3%,30.0%,20.0%,93.8%,80.0%,30.0%,66.7%,50.0%,20.0%,60.0%,40.0%,-,16.7%
Bryce Harper LHB,,+300,30,14,4.40,4,4,0.643,0.643,1.714,1.071,0.997,-,23.1%,21.4%,13.0%,99.8,302.8,4,4,27.3%,9.1%,27.3%,72.7%,54.5%,74.5,52.0%,40.0%,28.0%,96.2%,72.8%,36.4%,100.0%,36.4%,27.3%,36.4%,54.5%,9.1%,41.7%
Bryson Stott LHB,,+520,15,13,4.20,0,1,0.333,0.538,0.556,0.222,0.464,30.8%,10.0%,7.7%,3.8%,97.2,299.5,3,2,12.5%,12.5%,12.5%,62.5%,37.5%,70.3,10.0%,26.7%,10.0%,100.0%,62.5%,37.5%,0.0%,25.0%,37.5%,37.5%,25.0%,37.5%,5.9%
Trea Turner RHB,,+650,31,21,4.60,0,0,0.350,0.381,0.400,0.050,0.346,4.8%,20.9%,14.3%,10.2%,87.0,191.1,1,0,-,-,18.8%,50.0%,37.5%,71.6,17.9%,25.6%,12.8%,90.7%,37.5%,-,-,37.5%,37.5%,25.0%,56.2%,18.8%,25.0%
Justin Crawford LHB,,+1100,6,20,3.60,0,1,0.316,0.350,0.368,0.053,0.318,5.0%,29.7%,25.0%,15.7%,83.8,268.1,3,2,-,-,-,50.0%,64.3%,68.9,5.7%,25.7%,5.7%,94.6%,78.5%,21.4%,0.0%,57.1%,14.3%,-,64.3%,35.7%,41.2%
Brandon Marsh LHB,,+492,15,18,4.40,2,2,0.412,0.444,0.765,0.353,0.517,5.6%,22.0%,27.8%,13.0%,89.0,241.7,2,2,16.7%,8.3%,33.3%,41.7%,50.0%,72.3,18.9%,16.2%,13.5%,90.2%,58.3%,25.0%,66.7%,33.3%,25.0%,58.3%,16.7%,25.0%,63.2%
Gabriel Rincones Jr. LHB,,+800,8,15,3.40,0,0,0.067,0.067,0.067,-,0.059,-,27.5%,33.3%,17.2%,90.1,290.6,2,1,-,-,-,40.0%,10.0%,76.2,66.7%,11.1%,8.3%,90.0%,40.0%,40.0%,0.0%,-,60.0%,30.0%,20.0%,50.0%,35.7%
J.T. Realmuto RHB,,+710,15,25,4.20,0,0,0.227,0.280,0.364,0.136,0.276,8.0%,27.9%,20.0%,14.1%,89.1,281.3,7,1,5.6%,-,11.1%,33.3%,50.0%,73.4,34.2%,36.8%,2.6%,92.7%,77.8%,38.9%,0.0%,38.9%,22.2%,27.8%,33.3%,38.9%,33.3%
Edmundo Sosa RHB,—,N/A,20,18,3.40,1,2,0.278,0.278,0.556,0.278,0.357,-,27.8%,16.7%,17.9%,87.5,288.7,3,3,13.3%,-,6.7%,33.3%,46.7%,71.1,21.2%,24.2%,12.1%,91.7%,53.3%,20.0%,33.3%,33.3%,46.7%,26.7%,46.7%,26.7%,33.3%
Garrett Stubbs LHB,—,N/A,7,14,3.00,0,0,0.167,0.286,0.167,-,0.225,7.1%,7.1%,-,3.8%,77.0,240.3,3,0,-,-,8.3%,33.3%,33.3%,67.7,-,33.3%,4.8%,87.5%,50.0%,16.7%,0.0%,33.3%,25.0%,16.7%,66.7%,16.7%,30.8%
