Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Victor Mesa Jr.,LHB,TB,Jose Cabrera,R,67.9,60,30,75,55.5
James Wood,LHB,WSH,Brandon Young,R,42.3,63.6,16.6,54.8,45.2
Dalton Rushing,LHB,LAD,Randy Vasquez,R,30.4,46.6,26.7,59.5,42.2
TJ Rumfield,LHB,COL,Mike Paredes,R,43.8,39.3,31.8,57.4,42
Kyle Stowers,LHB,MIA,Andre Pallante,R,33.6,32.3,37.2,60.6,41
Jake McCarthy,LHB,COL,Mike Paredes,R,49.2,46,22.6,40.3,37.9
Jordan Walker,RHB,STL,Ryan Gusto,R,60,31.1,36.8,38.9,37.6
Jonathan Aranda,LHB,TB,Jose Cabrera,R,40.7,35,32.3,45,37.3
Josh Bell,SHB,MIN,Michael Lorenzen,R,28.3,34,32,48.5,36.5
Shohei Ohtani,LHB,LAD,Randy Vasquez,R,32.8,36.9,23,49.6,35.5
Rhys Hoskins,RHB,CLE,Logan Gilbert,R,46,25.5,25.5,50.4,33.8
Mickey Moniak,LHB,COL,Mike Paredes,R,39.1,24.1,27.6,52.2,33.7
Luke Raley,LHB,SEA,Slade Cecconi,R,28.1,23.3,25.2,60.1,33.6
Kody Clemens,LHB,MIN,Michael Lorenzen,R,25.9,36.3,13.6,53.4,32.7
Hunter Feduccia,LHB,TB,Jose Cabrera,R,36,34.6,15,50,32.7
Casey Schmitt,RHB,SF,Bryce Elder,R,34.6,23.9,24.1,54.2,32.6
Dylan Crews,RHB,WSH,Brandon Young,R,34.6,41.2,20.1,33.4,32.3
Leo Jimenez,RHB,MIA,Andre Pallante,R,32.3,54.1,,39.9,32.1
Bryce Eldridge,LHB,SF,Bryce Elder,R,26.2,44,21,30.6,32
Manny Machado,RHB,SD,Yoshinobu Yamamoto,R,29.1,28.7,30.6,39,31.9
Max Muncy,LHB,LAD,Randy Vasquez,R,25,30.9,24.5,43.4,31.5
Nick Kurtz,LHB,ATH,Reid Detmers,L,51.9,28.6,36.7,20.7,31.4
Seiya Suzuki,RHB,CHC,Kyle Harrison,L,25.9,30.7,30.7,34.7,31.2
Masyn Winn,RHB,STL,Ryan Gusto,R,26.2,28.9,20.4,47.8,30.8
Zach Neto,RHB,LAA,Jack Perkins,R,37.8,28.2,23.9,38.3,30.4
Andy Pages,RHB,LAD,Randy Vasquez,R,28.8,24.8,20.8,48.7,30
Kyle Manzardo,LHB,CLE,Logan Gilbert,R,22.9,20.3,28.1,48.4,29.9
Lars Nootbaar,LHB,STL,Ryan Gusto,R,64.5,33.1,10.3,33.1,29.4
JP Crawford,LHB,SEA,Slade Cecconi,R,25,30.4,28.3,28.9,28.9
Luis Garcia Jr.,LHB,WSH,Brandon Young,R,44,26.4,25.6,30.2,28.9
Pedro Pages,RHB,STL,Ryan Gusto,R,27,32.7,31.1,21.1,28.8
Colt Emerson,LHB,SEA,Slade Cecconi,R,25.8,32.5,30.2,22.2,28.6
Jo Adell,RHB,LAA,Jack Perkins,R,40.2,26.1,4.9,54.2,28.2
Vaughn Grissom,RHB,LAA,Jack Perkins,R,34.3,24.9,24.9,32.6,27.8
Joe Mack,LHB,MIA,Andre Pallante,R,52.5,13.6,22.7,42,27.3
David Fry,RHB,CLE,Logan Gilbert,R,41,30,22.2,22.2,26.8
Freddie Freeman,LHB,LAD,Randy Vasquez,R,25.2,23.7,17.9,41.9,26.7
Jorge Soler,RHB,LAA,Jack Perkins,R,47.7,19.1,23.3,32.7,26.6
Curtis Mead,RHB,WSH,Brandon Young,R,25.2,27.5,26.3,26.2,26.6
Cal Raleigh,SHB,SEA,Slade Cecconi,R,26.4,20,20,43.2,26.4
Shea Langeliers,RHB,ATH,Reid Detmers,L,18.4,31,25.5,22.8,26
Jacob Young,RHB,WSH,Brandon Young,R,58.2,21.8,31.2,12.6,26
Trevor Larnach,LHB,MIN,Michael Lorenzen,R,37.5,18.7,8.8,52,25.9
Josh Naylor,LHB,SEA,Slade Cecconi,R,52.2,17,15.1,39.9,25.7
Owen Caissie,LHB,MIA,Andre Pallante,R,44,25.3,15.7,30.9,25.7
Drake Baldwin,LHB,ATL,Logan Webb,R,24,19.4,12,51.6,25.7
Richie Palacios,LHB,TB,Jose Cabrera,R,40.8,28.4,4.9,40,25.5
Coby Mayo,RHB,BAL,Foster Griffin,L,25.6,26,17.7,34.3,25.5
Eric Haase,RHB,SF,Bryce Elder,R,32.8,23.7,21.6,28.6,25.2
Dominic Canzone,LHB,SEA,Slade Cecconi,R,37.5,23.5,19.6,28.9,25.1
JJ Wetherholt,LHB,STL,Ryan Gusto,R,22.1,21.2,10.3,49,25
Ryan Ward,LHB,LAD,Randy Vasquez,R,51.6,10.1,10.1,51.6,24.6
Willy Adames,RHB,SF,Bryce Elder,R,38.8,12,17.3,45.4,24.6
Gary Sanchez,RHB,MIL,David Peterson,L,37.5,20.5,11.4,40.3,24.4
Mitch Garver,RHB,SEA,Slade Cecconi,R,38.9,18,18,34.6,24.2
Ivan Herrera,RHB,STL,Ryan Gusto,R,40.6,17.6,32.3,16.7,24.1
Rafael Devers,LHB,SF,Bryce Elder,R,34.3,16.2,17.1,38.9,24
Willi Castro,SHB,COL,Mike Paredes,R,38.7,16.1,17.5,36,23.8
Josh Lowe,LHB,LAA,Jack Perkins,R,24.8,15.4,18.8,41.1,23.8
