Matchup,MIN @ TEX
Pitcher,Jack Leiter
Pitcher Team,TEX
Opposing Team,MIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,76.0,335,0.247,0.327,0.422,0.176,1.39,12,1.42,9.9%,25.5%,23.6%,20.6%,12.1%,9.36,55.2%,6.7%,10.0%,40.2%,32.4%,15.5%,19.2%
vsLHB,41.1,188,0.262,0.349,0.451,0.189,1.55,7,1.52,11.2%,23.8%,21.3%,19.9%,11.2%,8.71,53.2%,6.7%,13.6%,40.0%,32.8%,17.1%,20.0%
vsRHB,34.1,147,0.227,0.300,0.386,0.159,1.22,5,1.31,8.2%,27.6%,26.5%,21.4%,13.3%,10.22,57.8%,6.8%,5.3%,40.4%,31.9%,13.3%,18.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Brooks Lee SHB,,+710,17,26,4.20,3,3,0.208,0.269,0.625,0.417,0.375,7.7%,14.9%,3.8%,8.8%,91.1,270.0,8,5,4.3%,4.3%,43.5%,34.8%,43.5%,71.2,15.9%,34.1%,11.4%,97.8%,39.1%,22.2%,34.8%,21.7%,60.9%,17.4%,21.7%,50.0%
Byron Buxton RHB,,+264,20,21,4.40,3,3,0.444,0.524,1.000,0.556,0.623,14.3%,17.0%,4.8%,9.8%,95.5,312.4,8,5,17.6%,5.9%,17.6%,70.6%,35.3%,75.5,47.8%,26.1%,23.9%,97.9%,35.3%,33.3%,29.4%,29.4%,35.3%,58.8%,5.9%,62.5%
Victor Caratini SHB,,+610,24,26,3.40,2,4,0.304,0.385,0.739,0.435,0.469,7.7%,24.3%,19.2%,8.7%,90.2,283.6,6,4,22.2%,16.7%,22.2%,44.4%,50.0%,71.2,10.3%,41.4%,24.1%,78.4%,33.3%,33.3%,22.2%,38.9%,50.0%,27.8%,22.2%,20.0%
Josh Bell SHB,,+440,29,24,3.60,2,4,0.292,0.292,0.625,0.333,0.392,-,17.4%,25.0%,10.0%,86.9,247.2,5,3,16.7%,11.1%,16.7%,38.9%,33.3%,72.8,32.5%,32.5%,15.0%,88.9%,11.1%,50.0%,33.3%,38.9%,22.2%,44.4%,33.3%,45.8%
Kody Clemens LHB,,+340,33,21,4.20,2,3,0.300,0.333,0.700,0.400,0.437,4.8%,26.8%,14.3%,13.8%,92.2,265.5,4,1,11.8%,11.8%,29.4%,41.2%,35.3%,72.1,13.2%,31.6%,10.5%,92.7%,29.4%,20.0%,29.4%,35.3%,58.8%,11.8%,29.4%,40.9%
Royce Lewis RHB,,+501,17,26,4.20,1,2,0.304,0.346,0.478,0.174,0.351,7.7%,24.4%,15.4%,12.4%,88.3,238.7,4,2,10.0%,5.0%,25.0%,40.0%,25.0%,75.5,59.5%,21.4%,11.9%,93.3%,30.0%,16.7%,20.0%,35.0%,45.0%,30.0%,25.0%,35.0%
Trevor Larnach LHB,,+540,30,20,3.80,1,1,0.389,0.450,0.611,0.222,0.459,5.0%,21.1%,15.0%,8.8%,86.9,269.8,4,3,13.3%,6.7%,20.0%,40.0%,53.3%,72.5,29.7%,18.9%,5.4%,100.0%,46.7%,14.3%,26.7%,20.0%,26.7%,40.0%,33.3%,13.0%
Luke Keaschall RHB,,+1200,13,25,4.00,0,0,0.238,0.360,0.333,0.095,0.315,12.0%,31.0%,28.0%,11.5%,90.5,269.8,3,1,-,-,28.6%,42.9%,57.1%,70.1,11.1%,37.0%,11.1%,93.1%,21.4%,0.0%,50.0%,28.6%,50.0%,14.3%,35.7%,25.0%
Tristan Gray LHB,,+570,28,21,3.00,0,1,0.263,0.286,0.316,0.053,0.261,4.8%,27.9%,28.6%,14.8%,82.0,272.5,3,1,-,-,7.1%,35.7%,42.9%,73.3,39.5%,18.4%,10.5%,88.4%,21.4%,0.0%,28.6%,42.9%,35.7%,35.7%,28.6%,36.4%
Austin Martin RHB,—,N/A,14,20,3.60,0,1,0.167,0.250,0.222,0.056,0.217,10.0%,21.4%,25.0%,8.1%,89.9,273.7,1,1,-,-,7.7%,38.5%,23.1%,70.1,-,40.0%,12.0%,89.3%,30.8%,0.0%,7.7%,61.5%,38.5%,38.5%,23.1%,27.8%
Ryan Kreidler RHB,—,N/A,17,18,1.80,0,0,0.118,0.167,0.235,0.118,0.176,5.6%,33.3%,27.8%,20.8%,85.9,278.3,3,1,-,-,16.7%,25.0%,25.0%,74.0,42.4%,18.2%,9.1%,100.0%,33.3%,0.0%,16.7%,41.7%,41.7%,41.7%,16.7%,76.5%
Alex Jackson RHB,—,N/A,11,17,3.20,0,0,0.471,0.471,0.647,0.176,0.486,-,31.6%,23.5%,18.8%,85.0,242.9,2,0,-,-,7.7%,46.2%,38.5%,73.0,29.4%,14.7%,8.8%,91.9%,23.1%,0.0%,23.1%,46.2%,30.8%,46.2%,23.1%,50.0%
Kyler Fedko RHB,—,N/A,-,2,2.50,0,0,-,-,-,-,-,-,0.0%,-,-,89.6,292.1,0,0,-,-,50.0%,-,50.0%,70.5,-,66.7%,33.3%,100.0%,-,-,50.0%,50.0%,100.0%,-,-,50.0%
