HR Split,Overall
Dates,="6/15/2026"
Games,10

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,8:05 PM,Shota Imanaga,vs,1.66,0.72,1.69,2.90,12.1%,31.6%,41.5%,34.1%,6.5%,1040
2,10:10 PM,Eric Lauer,vs,1.16,0.93,1.13,2.52,10.3%,20.4%,41.4%,41.1%,6.1%,789
3,9:40 PM,Ryne Nelson,vs,0.77,0.41,0.64,1.96,9.5%,19.1%,42.9%,34.4%,7.6%,1078
4,6:45 PM,Mitch Spence,@,0.63,1.91,-0.47,2.09,8.9%,29.8%,39.7%,23.7%,4.8%,416
5,7:10 PM,Tobias Myers,@,0.46,0.18,0.16,1.47,7.8%,17.2%,47.0%,29.4%,9.6%,386
6,9:40 PM,Jared Jones,@,0.44,1.34,-1.16,1.32,10.3%,14.3%,46.2%,35.9%,7.5%,116
7,8:05 PM,Michael Lorenzen,@,0.36,0.33,0.17,1.59,9.2%,18.4%,41.2%,27.3%,7.3%,1035
8,6:40 PM,Zack Wheeler,vs,0.09,-0.02,0.05,1.39,8.3%,24.7%,36.5%,25.1%,6.3%,916
9,7:10 PM,Chase Burns,vs,0.02,-0.08,0.03,1.00,10.6%,14.8%,39.7%,30.5%,6.8%,601
10,8:10 PM,Troy Melton,@,-0.00,-0.11,-0.05,1.74,6.6%,11.6%,38.7%,25.3%,6.6%,420
11,9:40 PM,J.T. Ginn,vs,-0.25,-0.42,0.05,1.10,6.7%,14.7%,41.8%,24.4%,6.7%,797
12,6:45 PM,Andrew Alvarez,vs,-0.26,-0.23,-0.07,0.86,5.4%,31.3%,45.3%,11.0%,7.0%,275
13,8:10 PM,Kai-Wei Teng,vs,-0.42,-0.25,-0.44,1.02,4.7%,18.5%,39.8%,23.2%,7.1%,465
14,7:45 PM,Dustin May,vs,-0.54,-0.59,-0.28,0.61,7.0%,8.7%,45.3%,23.2%,7.2%,1005
15,10:10 PM,Nick Martinez,@,-0.58,-0.60,-0.09,0.88,7.0%,10.0%,33.1%,27.5%,7.5%,1133
16,8:05 PM,MacKenzie Gore,vs,-0.68,-0.57,-0.35,0.48,6.9%,6.2%,44.9%,23.8%,7.0%,1093
17,6:40 PM,Ryan Gusto,@,-0.70,-0.55,-0.35,0.27,10.2%,2.4%,47.8%,13.8%,7.1%,533
18,9:40 PM,Walbert Urena,@,-0.96,-1.14,-0.23,0.63,5.6%,9.4%,32.9%,24.9%,5.9%,365
