Matchup,CIN @ WSH
Pitcher,Andrew Alvarez
Pitcher Team,WSH
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.0,276,0.258,0.318,0.362,0.104,1.45,2,0.28,11.2%,27.1%,22.8%,20.6%,12.1%,8.86,51.4%,6.6%,5.0%,43.6%,15.1%,7.4%,16.2%
vsLHB,18.0,80,0.268,0.327,0.394,0.127,1.56,1,0.50,11.2%,25.7%,20.0%,16.2%,11.2%,8.00,51.9%,7.3%,3.6%,41.8%,14.5%,12.5%,12.7%
vsRHB,45.0,196,0.254,0.314,0.349,0.095,1.44,1,0.20,11.2%,27.7%,24.0%,22.7%,12.5%,9.40,51.3%,6.3%,5.6%,44.4%,15.3%,5.3%,17.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Elly De La Cruz SHB,,+390,23,4.40,10,2,2,97.3,323.4,3,2,30.0%,20.0%,20.0%,60.0%,50.0%,76.5,71.4%,57.1%,28.6%,87.5%,50.0%,-,-,50.0%,50.0%,50.0%,30.0%,20.0%,42.9%
Sal Stewart RHB,,+390,16,4.20,10,1,1,96.5,241.7,2,2,20.0%,-,-,60.0%,30.0%,72.1,15.0%,45.0%,25.0%,100.0%,50.0%,20.0%,50.0%,30.0%,50.0%,30.0%,50.0%,20.0%,0.0%
Eugenio Suarez RHB,,+370,23,3.80,10,1,1,83.9,221.9,1,1,10.0%,10.0%,10.0%,30.0%,20.0%,71.2,8.3%,25.0%,25.0%,85.7%,40.0%,40.0%,25.0%,-,50.0%,50.0%,20.0%,30.0%,28.6%
JJ Bleday LHB,,+430,14,4.00,10,1,1,85.1,301.1,3,1,10.0%,10.0%,30.0%,30.0%,30.0%,72.2,18.2%,36.4%,18.2%,84.6%,40.0%,30.0%,33.3%,10.0%,60.0%,50.0%,40.0%,10.0%,30.0%
Matt McLain RHB,,+800,22,3.40,10,1,1,79.8,266.6,1,1,10.0%,10.0%,20.0%,10.0%,30.0%,72.5,15.4%,23.1%,7.7%,92.9%,70.0%,50.0%,20.0%,20.0%,10.0%,40.0%,20.0%,40.0%,22.2%
TJ Friedl LHB,—,N/A,6,3.60,10,0,0,77.2,186.1,1,1,-,-,-,30.0%,20.0%,72.4,11.1%,55.6%,11.1%,75.0%,10.0%,10.0%,0.0%,-,40.0%,50.0%,40.0%,10.0%,44.4%
Noelvi Marte RHB,,+760,17,3.80,10,0,1,94.0,289.7,4,1,10.0%,10.0%,40.0%,40.0%,20.0%,72.4,35.7%,57.1%,21.4%,93.3%,70.0%,70.0%,0.0%,-,20.0%,50.0%,20.0%,30.0%,44.4%
Ke'Bryan Hayes RHB,,+870,16,2.80,10,0,0,93.5,240.8,1,1,-,-,20.0%,60.0%,60.0%,70.8,14.3%,42.9%,21.4%,100.0%,80.0%,20.0%,0.0%,60.0%,20.0%,20.0%,50.0%,30.0%,14.3%
Tyler Stephenson RHB,,+520,8,4.40,10,0,0,91.4,264.1,3,0,-,-,50.0%,60.0%,50.0%,71.9,-,88.9%,22.2%,90.0%,90.0%,40.0%,0.0%,50.0%,10.0%,50.0%,20.0%,30.0%,42.9%
Dane Myers RHB,,+770,10,4.20,10,0,0,79.9,188.4,0,0,-,-,10.0%,10.0%,40.0%,71.9,42.9%,14.3%,7.1%,87.5%,40.0%,-,-,40.0%,20.0%,30.0%,40.0%,30.0%,16.7%
Ivan Johnson SHB,—,N/A,-,1.80,3,0,0,88.5,278.4,2,1,-,-,-,33.3%,33.3%,74.5,50.0%,33.3%,16.7%,100.0%,66.7%,66.7%,0.0%,-,-,-,66.7%,33.3%,66.7%
Jose Trevino RHB,,+580,3,3.20,3,0,0,90.8,168.8,0,0,-,-,-,66.7%,33.3%,71.2,-,50.0%,50.0%,100.0%,-,-,-,-,66.7%,33.3%,-,66.7%,50.0%
Héctor Rodríguez LHB,—,N/A,-,3.67,1,0,0,68.4,185.4,0,0,-,-,-,-,100.0%,74.4,50.0%,-,-,100.0%,100.0%,-,-,100.0%,-,-,100.0%,-,0.0%
