Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jordan Walker,RHB,STL,Andrew Abbott,L,45.4,50.6,34.9,62.3,48.3
Derek Hill,RHB,PHI,Will Warren,R,21.1,37.2,44.5,58,43
Esmerlyn Valdez,RHB,PIT,Jameson Taillon,R,37.3,40.2,43.2,35.3,39.6
Drake Baldwin,LHB,ATL,Shane Baz,R,44.4,32.7,32.7,53.4,39
Nathaniel Lowe,LHB,CIN,Kyle Leahy,R,33.2,24.9,36.3,57.1,37.2
Liam Hicks,LHB,MIA,Walker Buehler,R,43.7,42.1,21.7,46.4,37.2
JJ Wetherholt,LHB,STL,Andrew Abbott,L,22.4,33.9,32.7,46.5,35.5
Jake Bauers,LHB,MIL,Kyle Freeland,L,55.3,31.3,23.2,45.3,34.8
Mickey Moniak,LHB,COL,Jacob Misiorowski,R,40.7,20.2,37.3,47,34.1
Salvador Perez,RHB,KC,Framber Valdez,L,30.1,46,8.9,47.9,33.8
Rhys Hoskins,RHB,CLE,Drew Rasmussen,R,42.1,30.9,25.2,42.7,33.3
Dylan Crews,RHB,WSH,Kohl Drake,L,19.4,43.1,31.4,27.5,33.3
Riley Greene,LHB,DET,Luinder Avila,R,32.2,43.4,9.4,48.4,33.3
Josh Smith,LHB,TEX,Logan Gilbert,R,26.8,38.1,10.2,56,33.1
Jazz Chisholm Jr.,LHB,NYY,Cristopher Sanchez,L,40.9,17.3,36.4,47.9,33
Jo Adell,RHB,LAA,Carson Whisenhunt,L,31.4,36.3,36.8,23.2,32.7
Luis Campusano,RHB,SD,Janson Junk,R,50,31.5,20.3,42.4,32.7
Henry Bolte,RHB,ATH,Connor Prielipp,L,35.4,14.6,18.8,71.8,32.2
Kyle Schwarber,LHB,PHI,Will Warren,R,34.7,28.7,28.7,39.8,32.1
Travis Bazzana,LHB,CLE,Drew Rasmussen,R,33.2,18.3,28,55.6,32
Luke Raley,LHB,SEA,Jacob deGrom,R,27,28.7,29.2,41.7,31.9
James Wood,LHB,WSH,Kohl Drake,L,37.3,30.8,19,45.5,31.6
Seiya Suzuki,RHB,CHC,Braxton Ashcraft,R,56.4,22.6,24.3,42.5,31.5
Jake McCarthy,LHB,COL,Jacob Misiorowski,R,70.8,25.9,20.8,36.1,31.4
Rodolfo Durán,RHB,SD,Janson Junk,R,42,25.1,29.7,36,30.9
Willson Contreras,RHB,BOS,Kevin Gausman,R,34.8,27.9,26.5,37.3,30.5
Michael Conforto,LHB,CHC,Braxton Ashcraft,R,36.5,27,19,45.4,30.2
