Matchup,SF @ MIL
Pitcher,Landen Roupp
Pitcher Team,SF
Opposing Team,MIL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.0,248,0.219,0.273,0.317,0.098,1.18,3,0.45,8.9%,26.2%,27.0%,22.6%,11.1%,10.05,57.8%,5.1%,2.6%,26.3%,16.0%,12.0%,14.1%
vsLHB,34.1,141,0.194,0.259,0.274,0.081,1.17,1,0.26,11.3%,24.6%,24.8%,21.0%,10.1%,9.17,55.6%,5.0%,1.1%,29.5%,14.8%,7.7%,18.2%
vsRHB,25.2,107,0.250,0.292,0.370,0.120,1.21,2,0.70,5.6%,28.4%,29.9%,24.8%,12.4%,11.22,60.7%,5.2%,4.4%,22.1%,17.6%,16.7%,8.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jake Bauers LHB,+490,12,3.80,1,1,0.455,0.500,0.727,0.273,0.532,-,10.0%,8.3%,4.2%,90.5,20.0%,10.0%,30.0%,40.0%,40.0%,78.8,94.7%,26.3%,21.1%,95.0%,20.0%,50.0%,30.0%,50.0%,60.0%,30.0%,10.0%,16.7%
Christian Yelich LHB,+880,10,4.40,1,1,0.300,0.300,0.700,0.400,0.426,-,42.1%,30.0%,18.6%,84.1,14.3%,14.3%,14.3%,14.3%,57.1%,71.8,29.4%,23.5%,5.9%,94.4%,57.1%,25.0%,28.6%,14.3%,28.6%,28.6%,42.9%,23.1%
William Contreras RHB,+650,15,4.00,0,0,0.643,0.667,0.786,0.143,0.628,6.7%,14.3%,6.7%,7.1%,94.7,15.4%,7.7%,7.7%,46.2%,46.2%,74.5,42.9%,47.6%,19.0%,100.0%,23.1%,0.0%,38.5%,38.5%,23.1%,53.8%,23.1%,31.6%
Garrett Mitchell LHB,+680,13,3.60,0,0,0.182,0.308,0.273,0.091,0.266,15.4%,47.8%,30.8%,22.9%,92.8,-,-,-,42.9%,14.3%,78.2,80.0%,20.0%,10.0%,87.0%,14.3%,0.0%,28.6%,57.1%,28.6%,57.1%,14.3%,16.7%
Blake Perkins SHB,N/A,13,1.80,0,0,-,0.154,-,-,0.100,15.4%,32.0%,46.2%,12.9%,84.6,-,-,-,20.0%,-,68.9,-,10.0%,-,83.3%,20.0%,0.0%,-,80.0%,60.0%,40.0%,-,13.3%
Jackson Chourio RHB,+508,13,4.20,0,0,0.273,0.385,0.273,-,0.305,15.4%,28.0%,30.8%,11.7%,90.1,-,-,14.3%,57.1%,42.9%,76.3,72.0%,16.0%,12.0%,100.0%,28.6%,0.0%,28.6%,28.6%,42.9%,14.3%,42.9%,35.7%
Luis Rengifo SHB,+980,12,3.20,0,0,0.250,0.250,0.250,-,0.222,-,22.7%,-,12.8%,77.2,-,-,25.0%,25.0%,-,69.2,5.3%,31.6%,-,90.5%,16.7%,0.0%,-,66.7%,50.0%,16.7%,33.3%,62.5%
Joey Ortiz RHB,+1075,11,3.40,0,0,-,0.364,-,-,0.236,36.4%,36.4%,9.1%,10.0%,98.2,-,-,-,83.3%,16.7%,74.4,50.0%,40.0%,40.0%,100.0%,16.7%,0.0%,16.7%,66.7%,66.7%,16.7%,16.7%,36.4%
Brice Turang LHB,+840,9,4.20,0,0,-,0.222,-,-,0.144,22.2%,21.4%,22.2%,9.2%,75.2,-,-,20.0%,20.0%,20.0%,71.2,17.4%,13.0%,-,82.1%,-,-,20.0%,80.0%,80.0%,-,20.0%,43.8%
Andrew Vaughn RHB,N/A,8,2.80,0,0,0.429,0.500,0.429,-,0.415,12.5%,5.9%,-,3.0%,91.7,-,-,14.3%,28.6%,28.6%,67.8,-,41.2%,5.9%,100.0%,-,-,42.9%,57.1%,28.6%,28.6%,42.9%,25.0%
Gary Sanchez RHB,N/A,7,2.60,0,0,-,0.286,-,-,0.196,14.3%,0.0%,14.3%,-,87.2,-,-,-,50.0%,25.0%,74.6,33.3%,33.3%,33.3%,100.0%,-,-,25.0%,75.0%,25.0%,75.0%,-,10.0%
David Hamilton LHB,+1140,7,3.00,0,0,0.286,0.286,0.286,-,0.254,-,17.6%,28.6%,7.5%,79.8,-,-,20.0%,20.0%,20.0%,70.0,6.7%,13.3%,6.7%,93.8%,20.0%,0.0%,20.0%,40.0%,40.0%,60.0%,-,12.5%
Sal Frelick LHB,+1260,6,3.20,0,0,0.400,0.500,0.600,0.200,0.468,16.7%,0.0%,-,-,84.2,-,-,20.0%,-,20.0%,68.4,-,50.0%,-,100.0%,-,-,20.0%,80.0%,100.0%,-,-,22.2%
