Bat Side,R
Condition,all

#,BALLPARK,ELEV,ROOF,BBE,PARK,HR,HITS,1B,2B,3B,K,BB,BARREL,HARDHIT,DIST,AVG EV,AVG DIST
1,Coors Field,5190',Open,"6,488",1.14,1.06,1.13,1.13,1.15,1.36,0.87,1.03,1.04,1.05,1.07,88.3,172.9
2,Sutter Health Park,24',Open,"3,644",1.05,1.03,1.03,1.01,1.10,0.88,0.95,1.08,0.92,0.99,1.00,87.8,172.4
3,Chase Field,1086',Retractable,"5,734",1.05,0.99,1.03,1.00,1.11,1.51,0.93,0.98,1.06,1.04,1.03,88.9,167.9
4,Angel Stadium,151',Open,"6,197",1.04,1.03,1.04,1.05,0.99,1.02,1.00,1.03,1.00,1.01,1.01,88.6,171
5,Oriole Park at Camden Yards,33',Open,"5,374",1.02,0.95,1.03,1.05,1.02,1.25,0.97,0.96,1.02,1.05,1.00,89.2,169.4
6,Great American Ball Park,535',Open,"6,124",1.02,1.11,1.00,0.96,1.04,0.80,1.00,1.04,1.02,0.97,1.00,88,174.2
7,Target Field,828',Open,"5,700",1.02,0.97,1.03,1.02,1.10,1.02,0.99,0.97,1.03,1.01,1.01,88.5,172
8,Rogers Centre,270',Retractable,"6,171",1.02,1.09,1.01,1.01,0.99,0.80,1.02,0.98,1.05,1.03,1.00,88.8,167.7
9,Nationals Park,35',Open,"5,337",1.01,0.99,1.01,1.03,0.97,1.01,0.95,1.00,1.03,1.04,0.99,88.3,158.6
10,Dodger Stadium,515',Open,"5,350",1.01,1.16,0.99,0.96,0.96,0.85,1.04,1.00,1.02,1.00,1.00,88.5,174.3
11,Daikin Park,45',Retractable,"6,499",1.01,1.09,1.00,0.98,1.01,0.90,1.07,1.03,0.95,1.00,0.99,87.8,163
12,Truist Park,1001',Open,"5,446",1.01,0.93,1.04,1.06,1.02,1.09,1.05,0.98,0.98,1.02,1.01,88.6,163.4
13,Tropicana Field,15',Dome,"2,593",1.00,1.07,0.99,0.96,0.97,1.15,0.99,0.99,1.04,0.97,1.01,87.6,167.8
14,Kauffman Stadium,856',Open,"5,930",1.00,0.93,1.00,0.99,1.05,1.21,0.95,1.01,1.02,1.02,1.02,89,168.1
15,Citizens Bank Park,20',Open,"5,809",1.00,0.98,1.02,1.04,0.99,1.03,1.04,0.96,0.89,1.00,0.99,88.3,159.2
16,Fenway Park,21',Open,"5,345",1.00,0.91,1.03,1.07,0.97,0.90,0.98,0.98,0.93,0.99,0.99,87.9,155.1
17,Progressive Field,653',Open,"4,245",1.00,0.88,1.02,1.03,1.10,0.89,1.05,1.03,0.95,1.01,1.00,88.5,164.5
18,loanDepot park,10',Retractable,"5,956",0.99,0.90,1.00,0.99,1.06,1.23,0.97,1.04,1.02,1.02,0.99,88.1,157.1
19,Rate Field,595',Open,"5,717",0.99,0.94,1.00,1.02,0.98,0.77,0.96,1.07,1.00,1.01,0.99,88.4,167.2
20,PNC Park,780',Open,"6,125",0.99,0.83,1.02,1.03,1.10,0.91,0.97,0.99,0.95,1.03,1.00,88.2,159.7
21,Petco Park,23',Open,"5,594",0.99,1.09,0.99,0.98,0.93,0.95,1.06,1.02,1.05,0.99,0.99,88.4,163.7
22,Comerica Park,600',Open,"5,352",0.99,1.01,0.99,1.00,0.95,0.81,0.98,0.98,0.96,0.99,1.00,88.5,166.2
23,Yankee Stadium,55',Open,"4,956",0.98,1.05,0.97,0.94,0.96,0.99,1.02,1.06,1.02,1.03,1.00,89.4,170.4
24,American Family Field,597',Retractable,"5,502",0.98,1.06,0.99,0.99,0.94,0.77,1.08,1.01,0.97,0.98,1.01,87.9,166
25,Oracle Park,',Open,"5,895",0.98,0.83,1.01,1.03,1.04,1.20,0.97,0.96,0.94,1.01,0.99,88.4,162
26,Citi Field,10',Open,"5,497",0.98,1.00,0.98,0.98,0.95,0.94,1.04,1.06,0.99,1.00,1.00,88.4,163.9
27,Busch Stadium,460',Open,"5,800",0.97,0.86,0.99,1.02,1.01,0.89,0.93,0.94,0.97,1.03,1.00,88.8,160.6
28,Wrigley Field,595',Open,"5,797",0.95,1.04,0.95,0.96,0.84,0.93,1.02,0.97,1.00,1.02,0.99,88.4,165.9
29,Globe Life Field,545',Retractable,"5,398",0.94,0.92,0.95,0.97,0.93,0.88,1.02,0.96,1.02,1.02,1.00,88.4,169.4
30,T-Mobile Park,10',Retractable,"4,723",0.92,0.95,0.95,0.95,0.92,0.76,1.10,0.93,0.97,0.97,1.00,88.1,161.8
