Matchup,KC @ LAD
Pitcher,Michael Wacha
Pitcher Team,KC
Opposing Team,LAD

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,19.1,0.83,="11-66",.167,.242,0.075,1,2,0,4,24.7,5,.233,.475
Batting Second,16.1,1.53,="16-61",.262,.443,0.181,2,5,0,5,18.3,9,.366,.809
Batting Third,19.1,0.67,="9-63",.143,.175,0.032,0,2,0,1,29.4,4,.191,.366
Batting Fourth,15.0,1.53,="16-60",.267,.517,0.250,3,4,1,9,14.7,7,.353,.870
Batting Fifth,14.2,1.57,="21-65",.323,.615,0.292,4,5,1,8,16.4,2,.343,.958
Batting Sixth,14.2,1.50,="17-58",.293,.466,0.173,2,4,0,10,9.4,5,.359,.825
Batting Seventh,15.0,1.20,="13-56",.232,.429,0.197,2,5,0,7,20.6,5,.306,.735
Batting Eighth,13.2,1.24,="14-55",.255,.473,0.218,3,3,0,7,19.0,3,.293,.766
Batting Ninth,15.0,0.60,="8-51",.157,.235,0.078,0,0,2,2,18.9,1,.173,.408

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Shohei Ohtani LHB,Batting First ​,="123-418",.294,.545,0.251,26,23,2,72,22.8,69,.396,.941
Andy Pages RHB,Batting Second ​,="66-252",.262,.429,0.167,8,14,2,30,20.4,27,.340,.769
Freddie Freeman LHB,Batting Third ​,="84-259",.324,.541,0.217,13,17,0,40,16.8,39,.411,.952
Mookie Betts RHB,Batting Fourth ​,="43-165",.261,.436,0.175,7,8,0,21,12.2,16,.326,.762
Max Muncy LHB,Batting Fifth ​,="35-125",.280,.528,0.248,7,8,1,20,18.9,22,.392,.920
Kyle Tucker LHB,Batting Sixth ​,="28-111",.252,.405,0.153,3,4,2,16,17.3,13,.331,.736
Tommy Edman SHB,Batting Sixth ​,="12-33",.364,.606,0.242,1,3,1,5,19.4,2,.417,1.023
Teoscar Hernandez RHB,Batting Seventh ​,="25-96",.260,.438,0.178,5,2,0,19,26.2,6,.311,.749
Alex Call RHB,Batting Eighth ​,="10-43",.233,.256,0.023,0,1,0,8,17.6,5,.333,.589
Miguel Rojas RHB,Batting Ninth ​,="13-52",.250,.327,0.077,1,1,0,4,13.8,3,.310,.637
Enrique Hernandez RHB,Batting Ninth ​,="4-7",.571,1.286,0.715,1,2,0,2,14.3,0,.571,1.857
Ben Rortvedt LHB,Batting Ninth ​,="1-4",.250,.250,0.000,0,0,0,0,0.0,0,.250,.500
Hunter Feduccia LHB,Batting Ninth ​,="21-77",.273,.403,0.130,1,5,1,5,19.8,8,.341,.744
