Matchup,WSH @ BOS
Pitcher,Connelly Early
Pitcher Team,BOS
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,56.1,243,0.248,0.328,0.436,0.188,1.28,11,1.76,7.4%,24.5%,24.3%,21.1%,12.0%,9.43,61.9%,7.1%,10.6%,41.2%,30.0%,18.8%,17.5%
vsLHB,17.2,69,0.188,0.246,0.312,0.125,0.91,2,1.02,5.8%,28.1%,30.4%,26.2%,14.8%,10.70,72.5%,9.0%,9.3%,34.9%,30.2%,7.7%,2.3%
vsRHB,38.2,174,0.273,0.361,0.487,0.214,1.45,9,2.09,8.0%,22.9%,21.8%,19.0%,11.0%,8.84,57.7%,6.4%,11.1%,43.6%,29.9%,22.9%,23.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Curtis Mead RHB,,+495,19,18,3.80,1,2,0.235,0.278,0.412,0.176,0.301,5.6%,15.6%,22.2%,6.9%,86.6,231.9,3,2,7.7%,7.7%,7.7%,46.2%,30.8%,72.7,37.5%,25.0%,20.8%,77.4%,61.6%,38.5%,20.0%,23.1%,15.4%,7.7%,69.2%,23.1%,23.5%
James Wood LHB,,+360,28,18,4.60,1,1,0.278,0.278,0.611,0.333,0.378,-,29.6%,38.9%,14.3%,92.5,327.1,3,2,18.2%,9.1%,18.2%,63.6%,54.5%,76.5,62.5%,29.2%,25.0%,88.9%,36.4%,9.1%,100.0%,27.3%,54.5%,63.6%,18.2%,18.2%,55.6%
Jacob Young RHB,,+1060,7,20,2.60,0,1,0.250,0.250,0.400,0.150,0.278,-,13.5%,15.0%,6.6%,91.6,275.6,2,1,5.9%,-,23.5%,47.1%,35.3%,69.4,2.9%,32.4%,14.7%,94.4%,64.7%,23.5%,0.0%,41.2%,35.3%,41.2%,52.9%,5.9%,31.8%
Keibert Ruiz SHB,,+870,9,18,3.60,0,0,0.353,0.389,0.412,0.059,0.354,5.6%,16.1%,11.1%,8.5%,79.4,216.3,0,0,-,-,13.3%,26.7%,33.3%,67.4,-,30.8%,11.5%,86.7%,46.6%,13.3%,0.0%,33.3%,40.0%,46.7%,40.0%,13.3%,52.4%
Nasim Nuñez SHB,,+1500,13,17,3.40,0,0,0.214,0.353,0.286,0.071,0.294,17.6%,28.6%,29.4%,12.7%,89.7,245.2,0,0,-,-,11.1%,22.2%,11.1%,71.1,11.5%,23.1%,7.7%,92.9%,22.2%,11.1%,0.0%,11.1%,77.8%,66.7%,11.1%,22.2%,31.2%
Andres Chaparro RHB,,+600,16,16,3.20,0,0,0.154,0.312,0.231,0.077,0.257,18.8%,29.4%,25.0%,13.2%,96.8,326.6,2,1,-,-,22.2%,77.8%,22.2%,75.4,59.4%,25.0%,12.5%,94.1%,33.3%,33.3%,0.0%,-,66.7%,66.7%,33.3%,-,35.0%
Dylan Crews RHB,,+547,17,15,4.20,0,0,0.571,0.600,0.643,0.071,0.543,6.7%,34.5%,13.3%,16.1%,93.3,247.4,1,0,-,-,8.3%,58.3%,33.3%,72.4,29.6%,25.9%,18.5%,96.4%,33.3%,8.3%,0.0%,25.0%,66.7%,25.0%,58.3%,16.7%,41.2%
Jorbit Vivas LHB,—,N/A,8,12,3.00,0,0,0.273,0.333,0.273,-,0.277,8.3%,25.0%,8.3%,12.8%,75.0,186.4,0,0,-,-,-,10.0%,30.0%,67.7,-,11.1%,-,90.0%,30.0%,10.0%,0.0%,20.0%,60.0%,20.0%,30.0%,50.0%,50.0%
Daylen Lile LHB,,+940,12,12,3.40,0,0,0.273,0.333,0.273,-,0.282,-,17.2%,8.3%,9.8%,78.6,189.6,2,0,-,-,10.0%,10.0%,30.0%,69.0,-,18.5%,-,96.4%,50.0%,30.0%,0.0%,20.0%,30.0%,30.0%,30.0%,40.0%,47.1%
Drew Millas SHB,—,N/A,1,11,3.80,0,0,0.250,0.455,0.250,-,0.339,27.3%,30.0%,27.3%,12.0%,77.3,227.9,0,0,-,-,-,20.0%,20.0%,67.3,-,27.3%,-,78.6%,20.0%,-,-,20.0%,60.0%,40.0%,40.0%,20.0%,33.3%
Jose Tena LHB,—,N/A,2,10,2.00,0,0,0.250,0.400,0.500,0.250,0.388,10.0%,57.1%,50.0%,22.9%,75.4,236.3,0,0,-,-,-,-,66.7%,72.4,33.3%,-,-,75.0%,66.7%,-,-,66.7%,33.3%,-,33.3%,66.7%,18.2%
CJ Abrams LHB,,+578,25,7,3.60,0,0,0.286,0.286,0.429,0.143,0.309,-,17.6%,28.6%,7.9%,89.5,251.2,1,1,20.0%,-,20.0%,40.0%,20.0%,74.4,46.2%,7.7%,7.7%,81.2%,40.0%,20.0%,0.0%,20.0%,20.0%,20.0%,60.0%,20.0%,50.0%
Luis Garcia Jr. LHB,—,N/A,16,7,4.00,0,1,0.333,0.429,0.333,-,0.347,14.3%,11.8%,14.3%,6.9%,96.3,320.5,1,0,-,-,-,60.0%,-,74.2,31.2%,25.0%,18.8%,94.1%,20.0%,20.0%,0.0%,-,80.0%,40.0%,40.0%,20.0%,60.0%
