Matchup,NYM @ ATL
Pitcher,Christian Scott
Pitcher Team,NYM
Opposing Team,ATL

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,10.1,1.06,="7-38",.184,.184,0.000,0,0,0,1,31.8,4,.295,.479
Batting Second,8.2,1.62,="9-35",.257,.429,0.172,1,3,0,2,25.0,5,.350,.779
Batting Third,9.2,1.14,="8-35",.229,.429,0.200,2,1,0,4,31.6,3,.289,.718
Batting Fourth,8.2,1.27,="8-33",.242,.364,0.122,1,1,0,6,27.8,3,.306,.670
Batting Fifth,7.0,1.86,="8-29",.276,.552,0.276,2,2,0,4,17.6,5,.382,.934
Batting Sixth,7.1,1.36,="7-29",.241,.310,0.069,0,2,0,3,20.6,3,.353,.663
Batting Seventh,8.0,0.75,="3-27",.111,.259,0.148,1,1,0,3,38.7,3,.226,.485
Batting Eighth,8.1,0.72,="3-28",.107,.143,0.036,0,1,0,0,51.6,3,.194,.337
Batting Ninth,6.0,2.00,="9-27",.333,.481,0.148,0,2,1,3,16.1,3,.419,.900

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Ronald Acuna Jr. RHB,Batting First ​,="52-211",.246,.403,0.157,7,10,1,22,22.0,36,.366,.769
Ozzie Albies SHB,Batting Second ​,="27-146",.185,.356,0.171,6,7,0,15,23.4,9,.234,.590
Drake Baldwin LHB,Batting Second ​,="56-196",.286,.485,0.199,11,6,0,33,22.6,18,.355,.840
Matt Olson LHB,Batting Third ​,="96-369",.260,.537,0.277,27,21,0,59,24.2,43,.340,.877
Lane Thomas RHB,Batting Fourth ​,="16-62",.258,.516,0.258,3,7,0,7,26.1,7,.333,.849
Michael Harris II LHB,Batting Fourth ​,="30-117",.256,.385,0.129,2,7,1,14,16.4,3,.279,.664
Mauricio Dubon RHB,Batting Fifth ​,="38-137",.277,.423,0.146,4,6,1,27,12.7,9,.320,.743
Austin Riley RHB,Batting Fifth ​,="25-107",.234,.355,0.121,3,2,1,14,33.3,10,.317,.672
Dominic Smith LHB,Batting Seventh ​,="25-78",.321,.462,0.141,3,2,0,17,12.8,3,.353,.815
Mike Yastrzemski LHB,Batting Eighth ​,="19-101",.188,.297,0.109,3,2,0,10,21.6,12,.284,.581
Sean Murphy RHB,Batting Eighth ​,="1-10",.100,.100,0.000,0,0,0,0,30.0,0,.100,.200
Ha-Seong Kim RHB,Batting Eighth ​,="3-38",.079,.079,0.000,0,0,0,2,25.6,5,.186,.265
Jim Jarvis LHB,Batting Ninth ​,="17-75",.227,.320,0.093,1,2,1,9,18.1,5,.284,.604
