HR Split,Overall
Dates,="7/2/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,10:10 PM,Randy Vasquez,@,1.46,0.73,1.50,1.73,13.0%,16.3%,47.2%,30.4%,10.2%,1027
2,10:10 PM,Roki Sasaki,vs,1.30,0.54,1.42,1.66,10.9%,24.7%,43.9%,26.8%,8.1%,624
3,9:40 PM,Bryce Miller,vs,0.77,-0.18,1.44,1.49,9.1%,22.1%,30.6%,33.2%,8.0%,710
4,12:35 PM,Jared Jones,@,0.60,1.02,-0.27,1.52,9.4%,15.3%,39.4%,27.5%,6.6%,199
5,7:40 PM,Ian Seymour,@,0.46,1.89,-0.69,1.41,6.9%,16.2%,34.9%,35.9%,8.5%,533
6,3:10 PM,Michael Lorenzen,vs,0.46,0.17,0.61,1.31,8.0%,14.4%,46.9%,29.8%,6.8%,1109
7,7:40 PM,Stephen Kolek,vs,0.45,0.25,0.39,1.43,7.9%,19.2%,39.7%,20.5%,7.2%,789
8,8:05 PM,Nathan Eovaldi,vs,0.25,0.13,0.14,1.25,7.4%,20.8%,35.6%,23.2%,7.1%,1040
9,3:10 PM,Ryan Gusto,@,0.03,0.24,-0.25,0.99,9.9%,7.0%,46.7%,26.7%,7.8%,637
10,2:10 PM,Chase Burns,@,0.00,0.29,-0.64,1.03,7.8%,15.7%,36.6%,28.2%,7.0%,677
11,6:40 PM,Slade Cecconi,vs,-0.06,0.17,-0.38,1.14,7.5%,12.4%,39.4%,23.6%,6.8%,1057
12,7:15 PM,Dustin May,@,-0.27,-0.48,0.21,0.80,8.0%,11.6%,42.8%,25.9%,7.0%,1036
13,8:05 PM,Framber Valdez,@,-0.29,-0.58,0.04,0.91,6.9%,14.9%,40.8%,17.7%,7.4%,1341
14,6:40 PM,Davis Martin,@,-0.32,-0.35,-0.25,0.90,6.0%,13.6%,43.4%,21.4%,6.9%,1093
15,9:40 PM,Walbert Urena,@,-0.89,-0.65,-0.68,0.65,5.6%,10.4%,34.6%,22.3%,6.0%,432
16,12:35 PM,Alan Rangel,vs,-0.96,-0.47,-1.09,0.76,4.6%,9.4%,27.4%,31.0%,4.0%,148
17,2:10 PM,Jacob Misiorowski,vs,-1.20,-1.32,-0.44,0.45,3.4%,10.5%,34.5%,21.1%,7.6%,822
18,7:15 PM,Hurston Waldrep,vs,-1.80,-1.39,-1.06,0.21,1.7%,10.7%,39.5%,8.0%,4.8%,253
