Matchup,CWS @ NYY
Pitcher,Sean Burke
Pitcher Team,CWS
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,73.2,313,0.232,0.310,0.396,0.164,1.26,9,1.10,8.9%,21.5%,23.3%,17.4%,9.9%,8.92,64.3%,6.7%,6.8%,37.2%,29.0%,10.0%,20.8%
vsLHB,42.2,185,0.233,0.322,0.417,0.184,1.36,6,1.27,10.8%,20.0%,22.2%,17.4%,9.3%,8.65,63.8%,6.1%,6.6%,39.3%,32.0%,12.8%,21.3%
vsRHB,30.1,128,0.231,0.292,0.368,0.137,1.15,3,0.89,6.2%,23.5%,25.0%,17.4%,10.9%,9.49,65.1%,7.4%,7.1%,34.1%,24.7%,4.8%,20.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Paul Goldschmidt RHB,,+346,28,24,4.80,3,3,0.391,0.375,0.783,0.391,0.485,-,19.6%,8.3%,12.5%,87.7,264.1,6,3,13.6%,9.1%,22.7%,40.9%,27.3%,71.8,24.4%,29.3%,14.6%,91.1%,31.8%,42.9%,18.2%,36.4%,36.4%,40.9%,22.7%,47.8%
Jose Caballero RHB,,+770,23,20,4.40,3,4,0.368,0.400,0.895,0.526,0.544,5.0%,18.4%,15.0%,8.9%,87.1,314.4,5,3,6.7%,-,20.0%,20.0%,40.0%,69.0,11.1%,27.8%,8.3%,94.7%,33.3%,60.0%,26.7%,40.0%,33.3%,26.7%,40.0%,21.1%
Jazz Chisholm Jr. LHB,,+321,25,19,4.40,1,1,0.125,0.211,0.312,0.188,0.226,10.5%,25.0%,26.3%,10.5%,91.5,316.4,4,3,16.7%,8.3%,16.7%,41.7%,33.3%,73.4,52.2%,34.8%,8.7%,95.8%,33.3%,25.0%,25.0%,41.7%,41.7%,33.3%,25.0%,35.7%
J.C. Escarra LHB,,+880,11,18,3.20,0,0,0.375,0.444,0.500,0.125,0.411,11.1%,12.0%,5.6%,6.8%,88.4,316.4,4,1,-,-,14.3%,28.6%,21.4%,69.4,4.5%,45.5%,9.1%,95.7%,28.6%,0.0%,21.4%,50.0%,28.6%,42.9%,28.6%,33.3%
Anthony Volpe RHB,—,N/A,12,12,4.60,0,0,0.222,0.417,0.333,0.111,0.342,25.0%,27.3%,16.7%,10.7%,85.1,206.4,0,0,-,-,14.3%,28.6%,28.6%,71.1,15.8%,15.8%,5.3%,90.5%,14.3%,0.0%,28.6%,42.9%,14.3%,28.6%,57.1%,16.7%
Cody Bellinger LHB,,+370,19,16,4.60,0,0,0.308,0.438,0.308,-,0.344,18.8%,22.9%,6.2%,12.9%,87.9,244.4,1,0,-,-,9.1%,36.4%,36.4%,68.4,-,20.7%,10.3%,85.3%,9.1%,0.0%,36.4%,45.5%,27.3%,63.6%,9.1%,65.0%
Spencer Jones LHB,,+438,23,15,3.60,0,0,0.333,0.467,0.417,0.083,0.392,20.0%,25.8%,20.0%,12.1%,98.5,367.9,2,2,-,-,-,87.5%,12.5%,77.7,73.3%,23.3%,13.3%,96.8%,25.0%,0.0%,-,75.0%,25.0%,62.5%,12.5%,41.2%
Ben Rice LHB,,+265,27,15,5.00,0,1,0.182,0.400,0.182,-,0.292,26.7%,17.4%,20.0%,7.5%,97.1,345.2,1,1,12.5%,-,-,50.0%,37.5%,71.4,30.0%,35.0%,20.0%,90.9%,12.5%,0.0%,12.5%,75.0%,37.5%,37.5%,25.0%,26.7%
Max Schuemann RHB,—,N/A,7,13,1.80,0,0,0.100,0.308,0.100,-,0.218,23.1%,36.4%,38.5%,11.4%,87.2,310.7,2,0,-,-,-,40.0%,20.0%,69.7,6.2%,6.2%,6.2%,84.2%,60.0%,0.0%,-,40.0%,-,80.0%,20.0%,29.4%
Amed Rosario RHB,—,N/A,27,11,2.20,0,0,0.364,0.364,0.364,-,0.324,-,30.8%,27.3%,17.0%,90.8,208.6,0,0,-,-,-,37.5%,25.0%,73.3,27.8%,11.1%,11.1%,78.3%,25.0%,0.0%,25.0%,37.5%,-,37.5%,62.5%,40.0%
Jasson Dominguez SHB,,+484,8,11,4.40,0,0,0.100,0.182,0.100,-,0.140,9.1%,17.4%,18.2%,8.3%,88.2,265.6,0,0,-,-,-,37.5%,25.0%,74.4,33.3%,19.0%,4.8%,95.5%,12.5%,0.0%,25.0%,62.5%,50.0%,25.0%,25.0%,37.5%
Ryan McMahon LHB,,+445,18,8,3.00,0,0,-,0.125,-,-,0.081,12.5%,22.2%,12.5%,9.5%,81.2,227.1,0,0,-,-,-,20.0%,20.0%,74.3,50.0%,6.2%,6.2%,88.9%,20.0%,0.0%,40.0%,40.0%,20.0%,40.0%,40.0%,25.0%
Ali Sanchez RHB,—,N/A,-,3,2.60,0,0,0.500,0.667,0.500,-,0.513,33.3%,16.7%,-,6.2%,83.0,234.9,0,0,-,-,-,-,50.0%,69.4,-,16.7%,-,100.0%,-,-,50.0%,50.0%,50.0%,-,50.0%,60.0%
