HR Split,Overall
Dates,="8/29/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,10:07 PM,Ryan Johnson,vs,1.38,0.97,0.97,2.02,12.1%,20.0%,40.6%,36.9%,8.0%,473
2,2:10 PM,Bailey Ober,vs,0.94,0.34,1.19,1.63,11.5%,15.2%,41.5%,34.5%,8.1%,1194
3,4:10 PM,Foster Griffin,vs,0.84,1.17,0.30,1.79,8.9%,19.0%,39.6%,29.5%,8.2%,723
4,4:05 PM,Cade Cavalli,vs,0.71,0.20,1.06,1.49,8.5%,23.4%,43.4%,26.7%,7.1%,962
5,4:10 PM,Ryan Feltner,@,0.44,0.05,0.77,1.47,9.1%,16.8%,33.4%,28.6%,7.5%,699
6,4:10 PM,Nick Martinez,vs,0.28,0.17,0.11,1.41,7.5%,15.7%,34.8%,29.5%,7.4%,1403
7,2:10 PM,Erick Fedde,@,0.23,-0.27,1.06,1.19,8.9%,12.2%,39.1%,32.9%,6.4%,1187
8,1:10 PM,Keider Montero,vs,0.13,0.16,0.02,1.17,7.4%,16.7%,36.9%,23.8%,8.2%,1060
9,4:10 PM,Daniel Lynch IV,@,0.11,-0.22,0.10,1.03,8.0%,12.2%,39.6%,29.4%,8.4%,580
10,7:15 PM,Shane Drohan,vs,0.03,-0.49,0.61,0.98,7.7%,13.3%,37.4%,27.5%,8.8%,546
11,4:10 PM,Nolan McLean,vs,-0.09,0.02,-0.57,1.07,6.7%,14.5%,37.1%,25.8%,6.7%,928
12,4:10 PM,Bennett Sousa,@,-0.09,-0.27,0.26,0.65,10.0%,5.9%,31.0%,37.8%,10.3%,313
13,4:10 PM,Walker Buehler,@,-0.14,-0.32,0.23,0.99,6.9%,15.4%,34.2%,22.6%,7.9%,1205
14,2:20 PM,Kevin Gausman,vs,-0.16,0.00,-0.53,1.02,5.6%,14.2%,39.0%,25.3%,7.2%,1641
15,1:05 PM,Jake Bennett,@,-0.21,-1.14,0.35,0.84,7.2%,11.2%,35.8%,27.2%,8.3%,475
16,10:05 PM,Shane Baz,@,-0.25,-0.02,-0.68,0.76,6.2%,9.9%,43.3%,28.8%,7.5%,1475
17,2:20 PM,Andrew Abbott,@,-0.35,-0.28,-0.21,0.75,8.2%,8.8%,35.5%,26.6%,6.5%,1437
18,3:07 PM,Jose Soriano,vs,-0.37,-0.29,-0.18,0.59,7.7%,11.9%,43.5%,19.6%,6.6%,1438
19,1:05 PM,Carlos Rodon,vs,-0.39,-0.23,-0.39,0.77,7.2%,8.6%,38.1%,24.6%,6.9%,1156
20,7:15 PM,Cal Quantrill,@,-0.45,0.02,-0.94,0.80,5.9%,9.5%,34.1%,27.0%,7.6%,957
21,2:15 PM,Kyle Leahy,vs,-0.49,-0.23,-0.58,0.42,8.1%,6.5%,43.3%,22.1%,8.3%,992
22,10:07 PM,Cristopher Sanchez,@,-0.60,-0.94,-0.29,0.65,5.5%,15.2%,39.5%,13.1%,6.1%,1680
23,4:05 PM,Sandy Alcantara,@,-0.62,-0.27,-0.92,0.65,5.2%,8.8%,35.6%,24.5%,7.8%,1631
24,4:10 PM,Martin Perez,vs,-0.69,0.20,-1.00,0.67,5.0%,13.1%,35.7%,18.4%,5.8%,805
25,7:15 PM,Max Fried,vs,-1.19,-0.72,-1.03,0.35,2.5%,8.3%,31.7%,19.3%,7.7%,1267
26,1:10 PM,Blake Snell,@,-2.09,-1.44,-1.82,0.09,0.8%,2.1%,13.3%,22.8%,4.1%,558
27,3:07 PM,Kade Anderson,@,-,-,1.26,3.38,13.3%,28.6%,33.3%,46.7%,7.4%,44
