Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Derek Hill,RHB,PHI,Kyle Bradish,R,17.6,43.8,46.4,70.2,48.6
Yordan Alvarez,LHB,HOU,Kumar Rocker,R,35,52,25.6,53.6,42.8
Tyrone Taylor,RHB,NYM,Sandy Alcantara,R,52.4,43.6,21.7,55.7,40.9
Seiya Suzuki,RHB,CHC,Gerrit Cole,R,56.7,28.7,32.8,55.2,39.4
Esmerlyn Valdez,RHB,PIT,Chase Burns,R,28.7,41.9,41.4,35.7,38.9
Yainer Diaz,RHB,HOU,Kumar Rocker,R,21.6,32,40.4,39.3,35.3
Ronald Acuna Jr.,RHB,ATL,Cade Cavalli,R,35.6,19.9,27.5,59.5,33.6
Michael Conforto,LHB,CHC,Gerrit Cole,R,30.8,30.4,15.7,57.1,32.7
Brandon Lowe,LHB,PIT,Chase Burns,R,25.6,38.2,25.6,35,32.4
Drake Baldwin,LHB,ATL,Cade Cavalli,R,32.2,17.3,23.5,62.6,32
Jordan Walker,RHB,STL,Max Scherzer,R,45.6,25.6,20.4,48.4,31.7
Miguel Vargas,RHB,CWS,Griffin Jax,R,38.7,22.4,33.6,38.2,31.3
Pete Crow-Armstrong,LHB,CHC,Gerrit Cole,R,36.4,26.1,20.1,48.9,31
Brandon Valenzuela,SHB,TOR,Matthew Liberatore,L,25.2,36.7,26.8,28.5,30.5
Yandy Diaz,RHB,TB,Anthony Kay,L,11.5,35,21.9,41.2,30.3
Munetaka Murakami,LHB,CWS,Griffin Jax,R,31.8,41.5,16.4,30.5,30.2
Mike Yastrzemski,LHB,ATL,Cade Cavalli,R,39.7,26.9,27.8,31.5,29.6
Jazz Chisholm Jr.,LHB,NYY,Colin Rea,R,37.8,27.8,16.7,43,29.3
Pete Alonso,RHB,BAL,Zack Wheeler,R,20.8,18.6,26.8,50.2,29.2
Jared Young,LHB,NYM,Sandy Alcantara,R,56.7,14.7,18.8,50.3,29
Cal Raleigh,SHB,SEA,Taj Bradley,R,31.9,19.5,19.5,51.8,28.8
Nathaniel Lowe,LHB,CIN,Mitch Keller,R,29.7,17.1,30.9,40.5,28.4
Justin Foscue,RHB,TEX,Peter Lambert,R,25.1,18.5,19.5,53,28.1
Pedro Pages,RHB,STL,Max Scherzer,R,45,22.1,29,28.8,28.1
Henry Davis,RHB,PIT,Chase Burns,R,35.5,26.8,22.4,33.1,27.9
