Matchup,CIN @ SD
Pitcher,Andrew Abbott
Pitcher Team,CIN
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,68.2,297,0.258,0.318,0.386,0.129,1.44,9,1.18,10.4%,21.2%,15.8%,13.7%,9.8%,6.16,60.2%,6.9%,7.3%,38.4%,25.1%,12.7%,11.0%
vsLHB,18.0,80,0.293,0.322,0.413,0.120,1.44,3,1.50,5.0%,21.7%,26.2%,14.5%,11.0%,10.50,62.5%,7.4%,5.5%,36.4%,29.1%,18.8%,10.9%
vsRHB,49.2,217,0.243,0.316,0.376,0.132,1.47,6,1.09,12.4%,20.9%,12.0%,13.1%,9.3%,4.71,59.4%,6.7%,7.9%,39.0%,23.8%,10.3%,11.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Fernando Tatis Jr. RHB,,+520,15,14,4.20,1,1,0.500,0.571,0.750,0.250,0.561,14.3%,26.1%,14.3%,11.8%,82.0,262.7,3,2,20.0%,10.0%,10.0%,30.0%,70.0%,77.2,70.0%,15.0%,15.0%,87.0%,20.0%,50.0%,60.0%,20.0%,10.0%,60.0%,30.0%,20.0%
Manny Machado RHB,,+461,10,13,4.00,1,2,0.154,0.154,0.385,0.231,0.230,-,38.1%,23.1%,21.6%,84.5,221.6,2,2,10.0%,10.0%,20.0%,30.0%,20.0%,74.2,42.1%,15.8%,10.5%,95.0%,20.0%,0.0%,20.0%,40.0%,40.0%,20.0%,40.0%,50.0%
Freddy Fermin RHB,—,N/A,14,11,2.80,1,1,0.300,0.364,0.600,0.300,0.412,9.1%,14.8%,9.1%,6.7%,89.1,260.2,1,1,11.1%,11.1%,11.1%,44.4%,22.2%,70.8,-,20.0%,4.0%,96.2%,22.2%,50.0%,22.2%,55.6%,44.4%,33.3%,22.2%,15.4%
Miguel Andujar RHB,,+740,14,19,3.60,0,0,0.235,0.316,0.353,0.118,0.299,5.3%,23.5%,15.8%,15.4%,83.0,182.8,0,0,-,-,14.3%,14.3%,21.4%,70.7,22.7%,13.6%,4.5%,86.3%,-,-,21.4%,64.3%,35.7%,50.0%,14.3%,54.5%
Xander Bogaerts RHB,,+780,10,17,3.60,0,1,0.062,0.118,0.062,-,0.091,5.9%,27.0%,23.5%,13.0%,86.9,292.0,2,1,-,-,8.3%,25.0%,16.7%,73.3,40.7%,22.2%,7.4%,90.0%,25.0%,0.0%,16.7%,58.3%,25.0%,58.3%,16.7%,28.6%
Ty France RHB,,+790,17,14,4.00,0,0,0.357,0.357,0.429,0.071,0.345,-,36.0%,42.9%,19.1%,95.8,-,0,0,-,-,-,62.5%,-,72.8,30.0%,30.0%,15.0%,83.3%,-,-,-,100.0%,50.0%,50.0%,-,0.0%
Jackson Merrill LHB,,+720,25,12,4.00,0,0,0.111,0.333,0.222,0.111,0.268,25.0%,29.4%,25.0%,10.9%,93.6,271.3,1,0,-,-,33.3%,50.0%,66.7%,73.9,37.5%,31.2%,6.2%,94.1%,33.3%,0.0%,50.0%,16.7%,50.0%,-,50.0%,12.5%
Gavin Sheets LHB,,+720,10,11,3.80,0,0,0.333,0.455,0.333,-,0.361,18.2%,13.3%,9.1%,6.2%,92.3,242.9,0,0,-,-,12.5%,50.0%,25.0%,72.8,21.4%,42.9%,14.3%,93.3%,12.5%,0.0%,25.0%,62.5%,37.5%,25.0%,37.5%,40.0%
Bryce Johnson SHB,,+1260,4,10,2.20,0,0,-,0.100,-,-,0.065,10.0%,31.8%,30.0%,19.4%,77.1,268.3,0,0,-,-,-,-,16.7%,67.7,5.6%,11.1%,-,90.0%,33.3%,0.0%,-,66.7%,16.7%,50.0%,33.3%,42.9%
Rodolfo Durán RHB,,+880,5,7,3.00,0,0,-,0.429,-,-,0.278,42.9%,23.1%,14.3%,8.3%,91.7,285.8,1,1,33.3%,-,33.3%,33.3%,33.3%,74.3,41.7%,8.3%,8.3%,92.3%,100.0%,0.0%,-,-,33.3%,33.3%,33.3%,42.9%
Jase Bowen RHB,—,N/A,-,5,3.00,0,1,-,-,-,-,-,-,20.0%,20.0%,7.1%,90.9,339.1,3,1,25.0%,-,25.0%,25.0%,25.0%,72.3,20.0%,80.0%,20.0%,100.0%,50.0%,0.0%,25.0%,25.0%,50.0%,25.0%,25.0%,0.0%
Samad Taylor RHB,—,N/A,-,2,3.00,0,0,0.500,0.500,0.500,-,0.445,-,0.0%,-,-,84.8,278.6,0,0,-,-,50.0%,50.0%,50.0%,67.2,-,50.0%,-,100.0%,-,-,50.0%,50.0%,50.0%,50.0%,-,0.0%
Sung-Mun Song LHB,,+1000,-,1,3.00,0,0,-,-,-,-,-,-,0.0%,-,-,85.4,119.2,0,0,-,-,100.0%,-,-,75.5,100.0%,-,-,100.0%,-,-,-,-,100.0%,-,-,0.0%
