Matchup,KC @ TEX
Pitcher,Jack Leiter
Pitcher Team,TEX
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,60.2,264,0.244,0.320,0.402,0.158,1.37,9,1.34,9.8%,27.2%,24.2%,21.5%,12.9%,9.49,56.8%,6.5%,11.2%,40.6%,31.2%,15.1%,18.8%
vsLHB,31.1,139,0.260,0.338,0.431,0.171,1.47,5,1.44,10.1%,26.4%,21.6%,22.1%,12.4%,8.62,57.6%,5.9%,15.1%,41.9%,30.1%,17.9%,18.3%
vsRHB,29.0,125,0.225,0.301,0.369,0.144,1.28,4,1.24,9.6%,28.0%,27.2%,21.1%,13.3%,10.55,56.0%,7.2%,6.5%,39.0%,32.5%,12.0%,19.5%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Carter Jensen LHB,N/A,21,4.00,1,3,0.158,0.238,0.368,0.211,0.265,9.5%,22.4%,14.3%,11.0%,89.2,6.2%,-,25.0%,37.5%,31.2%,74.3,46.5%,23.3%,7.0%,89.6%,62.5%,10.0%,6.2%,12.5%,37.5%,18.8%,43.8%,30.4%
Jac Caglianone LHB,N/A,20,3.80,1,2,0.211,0.250,0.421,0.211,0.290,5.0%,38.1%,25.0%,19.0%,103.2,28.6%,7.1%,28.6%,92.9%,35.7%,77.5,82.5%,35.0%,25.0%,95.2%,35.7%,20.0%,42.9%,14.3%,42.9%,28.6%,28.6%,32.0%
Salvador Perez RHB,N/A,18,3.80,1,1,0.188,0.278,0.375,0.188,0.288,11.1%,21.6%,16.7%,11.8%,92.6,15.4%,7.7%,30.8%,46.2%,46.2%,72.0,26.5%,29.4%,14.7%,91.9%,30.8%,25.0%,38.5%,30.8%,46.2%,46.2%,7.7%,60.0%
Maikel Garcia RHB,N/A,27,4.00,0,0,0.269,0.296,0.308,0.038,0.269,3.7%,12.2%,14.8%,5.6%,88.6,-,-,4.5%,31.8%,45.5%,72.2,14.3%,34.3%,8.6%,85.4%,18.2%,0.0%,36.4%,40.9%,27.3%,40.9%,31.8%,21.7%
Vinnie Pasquantino LHB,N/A,27,4.00,0,1,0.360,0.407,0.480,0.120,0.387,7.4%,9.3%,11.1%,4.3%,83.0,-,-,18.2%,13.6%,36.4%,70.5,14.6%,24.4%,2.4%,95.3%,13.6%,0.0%,31.8%,31.8%,31.8%,50.0%,18.2%,33.3%
Kyle Isbel LHB,N/A,24,2.80,0,1,0.238,0.292,0.333,0.095,0.271,8.3%,17.9%,25.0%,8.1%,86.0,-,-,6.2%,31.2%,18.8%,72.3,24.3%,27.0%,10.8%,94.9%,12.5%,0.0%,18.8%,43.8%,31.2%,18.8%,50.0%,19.2%
Bobby Witt Jr. RHB,N/A,23,4.00,0,0,0.130,0.130,0.174,0.043,0.133,-,34.1%,34.8%,16.3%,95.6,6.7%,-,20.0%,53.3%,53.3%,74.5,47.6%,19.0%,9.5%,97.7%,46.7%,0.0%,33.3%,20.0%,33.3%,40.0%,26.7%,25.0%
Michael Massey LHB,N/A,19,2.40,0,0,0.294,0.316,0.412,0.118,0.308,5.3%,11.4%,5.3%,5.6%,86.6,-,-,11.8%,23.5%,29.4%,72.3,13.3%,33.3%,6.7%,88.2%,35.3%,0.0%,23.5%,35.3%,41.2%,35.3%,23.5%,21.7%
Isaac Collins SHB,N/A,19,3.20,0,0,0.188,0.316,0.188,-,0.243,15.8%,28.2%,26.3%,11.7%,85.5,9.1%,9.1%,27.3%,27.3%,45.5%,72.3,8.3%,13.9%,8.3%,92.3%,18.2%,0.0%,27.3%,45.5%,63.6%,27.3%,9.1%,14.3%
Lane Thomas RHB,N/A,14,3.00,0,1,0.091,0.214,0.182,0.091,0.183,14.3%,34.8%,42.9%,12.3%,86.0,16.7%,-,33.3%,16.7%,50.0%,73.2,30.0%,10.0%,-,87.0%,50.0%,0.0%,16.7%,33.3%,50.0%,16.7%,33.3%,20.0%
Starling Marte RHB,N/A,9,2.80,0,1,0.500,0.556,0.750,0.250,0.560,-,21.4%,22.2%,11.5%,97.6,16.7%,16.7%,16.7%,66.7%,33.3%,73.2,41.7%,41.7%,33.3%,85.7%,16.7%,0.0%,33.3%,50.0%,66.7%,33.3%,-,28.6%
Nick Loftin RHB,N/A,8,3.00,0,1,0.143,0.250,0.286,0.143,0.249,-,8.3%,25.0%,3.0%,82.9,20.0%,20.0%,20.0%,20.0%,40.0%,68.4,-,18.2%,-,91.7%,40.0%,0.0%,20.0%,20.0%,40.0%,60.0%,-,22.2%
Tyler Tolbert RHB,N/A,2,1.20,0,0,-,-,-,-,-,-,25.0%,50.0%,11.1%,102.8,-,-,-,100.0%,-,68.2,-,33.3%,33.3%,75.0%,-,-,-,100.0%,100.0%,-,-,33.3%
