Matchup,TEX @ ATL
Pitcher,Grant Holmes
Pitcher Team,ATL
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,87.1,376,0.230,0.314,0.402,0.172,1.32,15,1.55,10.4%,26.9%,20.2%,19.3%,12.9%,7.83,57.8%,6.9%,8.9%,43.4%,27.5%,18.3%,20.5%
vsLHB,50.1,217,0.226,0.315,0.405,0.179,1.33,9,1.61,11.1%,25.7%,20.3%,20.4%,12.4%,7.87,59.6%,6.4%,11.5%,48.0%,31.8%,19.1%,20.9%
vsRHB,36.2,159,0.234,0.312,0.397,0.163,1.31,6,1.47,9.4%,28.5%,20.1%,18.1%,13.6%,7.85,55.3%,7.6%,5.5%,37.3%,21.8%,16.7%,20.0%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joc Pederson LHB,,+205,23,3.00,10,2,2,91.0,255.0,2,2,20.0%,10.0%,20.0%,50.0%,20.0%,71.7,8.3%,58.3%,33.3%,100.0%,50.0%,30.0%,66.7%,20.0%,20.0%,30.0%,50.0%,20.0%,62.5%
Ezequiel Duran RHB,,+347,24,4.00,10,2,2,87.0,321.7,6,3,30.0%,-,20.0%,40.0%,70.0%,71.7,15.8%,26.3%,21.1%,100.0%,70.0%,30.0%,66.7%,40.0%,30.0%,40.0%,50.0%,10.0%,55.6%
Evan Carter LHB,,+363,23,3.40,10,2,2,88.3,284.9,3,3,10.0%,-,10.0%,40.0%,30.0%,73.3,18.2%,27.3%,27.3%,91.7%,50.0%,30.0%,66.7%,20.0%,30.0%,30.0%,50.0%,20.0%,71.4%
Elias Diaz RHB,,+363,12,2.40,10,0,0,85.9,271.0,2,0,-,-,-,50.0%,20.0%,74.2,66.7%,50.0%,16.7%,85.7%,50.0%,40.0%,0.0%,10.0%,50.0%,-,50.0%,50.0%,44.4%
Brandon Nimmo LHB,,+226,19,4.00,10,0,1,93.2,315.3,3,2,10.0%,-,10.0%,60.0%,50.0%,75.4,38.5%,69.2%,23.1%,86.7%,50.0%,10.0%,0.0%,40.0%,50.0%,40.0%,50.0%,10.0%,33.3%
Kyle Higashioka RHB,—,N/A,19,3.20,10,0,0,85.2,294.5,2,1,-,-,-,40.0%,10.0%,70.6,11.8%,41.2%,17.6%,94.4%,50.0%,40.0%,0.0%,10.0%,40.0%,30.0%,50.0%,20.0%,40.0%
Jake Burger RHB,,+205,20,4.00,10,0,1,83.8,220.7,3,2,20.0%,-,20.0%,40.0%,20.0%,75.4,62.5%,31.2%,18.8%,94.1%,40.0%,30.0%,0.0%,10.0%,40.0%,40.0%,50.0%,10.0%,75.0%
Nicky Lopez LHB,,+1161,16,3.40,10,0,0,75.8,296.9,1,0,-,-,-,10.0%,10.0%,66.8,-,41.7%,8.3%,92.3%,30.0%,20.0%,0.0%,10.0%,50.0%,30.0%,30.0%,40.0%,37.5%
Josh Jung RHB,,+257,17,4.40,10,0,0,91.3,304.0,4,2,10.0%,-,10.0%,40.0%,40.0%,69.5,10.0%,35.0%,20.0%,87.0%,60.0%,20.0%,0.0%,40.0%,40.0%,20.0%,60.0%,20.0%,25.0%
Justin Foscue RHB,—,N/A,27,2.00,10,0,0,81.1,199.9,0,0,-,-,-,20.0%,-,70.0,-,33.3%,8.3%,80.0%,30.0%,30.0%,0.0%,-,60.0%,30.0%,30.0%,40.0%,22.2%
Wyatt Langford RHB,,+172,25,4.20,10,0,2,85.8,219.4,2,2,-,-,10.0%,40.0%,40.0%,73.5,38.5%,38.5%,15.4%,100.0%,50.0%,10.0%,0.0%,40.0%,30.0%,30.0%,30.0%,40.0%,75.0%
Alejandro Osuna LHB,—,N/A,32,2.80,10,0,0,83.1,236.6,4,0,-,-,20.0%,30.0%,50.0%,70.2,22.2%,66.7%,33.3%,90.0%,60.0%,20.0%,0.0%,40.0%,30.0%,40.0%,20.0%,40.0%,0.0%
Cameron Cauley RHB,—,N/A,-,2.00,3,0,0,88.3,313.7,1,0,-,-,-,-,33.3%,72.6,40.0%,20.0%,-,100.0%,66.6%,33.3%,0.0%,33.3%,33.3%,-,66.7%,33.3%,66.7%
